experiment	harvest_year	treatment	start_date	end_date	type	operations
W/RN/3	1979	oats third treatment crop	17-Apr-79		diary record	spring-tine cultivated with crumbler attached twice
W/RN/3	1979	oats third treatment crop	21-Apr-79		diary record	spring-tine cultivated with crumbler attached twice
W/RN/3	1979	oats third treatment crop	23-Apr-79		diary record	"seed sown, (20:14:14) at 400 kg, combine drilled."
W/RN/3	1979	oats third treatment crop	05-Jun-79		diary record	weedkiller applied ('Oxytril CM' at 2.1 kg) in 250 l
W/RN/3	1979	oats third treatment crop	06-Sep-79		diary record	combine harvested
W/RN/3	1979	fallow first and second treatment year	21-Nov-78		diary record	ploughed
W/RN/3	1979	fallow first and second treatment year	17-Apr-79		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1979	fallow first and second treatment year	21-Apr-79		diary record	spring-tine cultivated with crumbler attached second year only
W/RN/3	1979	fallow first and second treatment year	11-Jun-79		diary record	rotary cultivated second year only
W/RN/3	1979	fallow first and second treatment year	12-Jun-79		diary record	spring-tine cultivated first year only
W/RN/3	1979	fallow first and second treatment year	12-Jul-79		diary record	Deep-tine cultivated twice
W/RN/3	1979	fallow first and second treatment year	21-Aug-79		diary record	Deep-tine cultivated twice
W/RN/3	1979	winter wheat first test crop	08-Nov-78		diary record	rotary cultivated and ploughed
W/RN/3	1979	winter wheat first test crop	09-Nov-78		diary record	"Corrective K applied, aldicarb applied Aldicarb at 10 kg, rotary cultivated, spring-tine cultivated, seed sown, (0:20:20) at 310 kg, combine drilled."
W/RN/3	1979	winter wheat first test crop	17-Apr-79		diary record	N applied
W/RN/3	1979	winter wheat first test crop	15-May-79		diary record	"weedkiller applied mecoprop, bromoxynil and ioxynil ('Brittox' at 2.5 kg) in 250 l."
W/RN/3	1979	winter wheat first test crop	30-Aug-79		diary record	combine harvested
W/RN/3	1979	barley second test crop	09-Oct-78		diary record	Magnesian limestone applied at 5 tonnes
W/RN/3	1979	barley second test crop	21-Nov-78		diary record	ploughed
W/RN/3	1979	barley second test crop	17-Apr-79		diary record	spring-tine cultivated with crumbler attached twice
W/RN/3	1979	barley second test crop	21-Apr-79		diary record	spring-tine cultivated with crumbler attached twice
W/RN/3	1979	barley second test crop	03-May-79		diary record	"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown, (0:20:20) at 300 kg, combine drilled, N applied"
W/RN/3	1979	barley second test crop	05-Jun-79		diary record	weedkiller applied bromoxynil and ioxynil ('Oxytril CM' at 2.1 kg) in 250 l
W/RN/3	1979	barley second test crop	28-Aug-79		diary record	combine harvested
W/RN/3	1980	grass ley and clover grass ley first year	08-Nov-79		diary record	ploughed
W/RN/3	1980	grass ley and clover grass ley first year	29-Feb-80		diary record	hay spring-tine cultivated
W/RN/3	1980	grass ley and clover grass ley first year	03-Mar-80		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1980	grass ley and clover grass ley first year	16-Apr-80		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1980	grass ley and clover grass ley first year	17-Apr-80		diary record	"PK applied (0:14:28) at 540 kg, N applied to grass ley only N at 75 kg as 'Nitro-chalk' to grass ley only., seed sown"
W/RN/3	1980	grass ley and clover grass ley first year	09-Jun-80		diary record	topped
W/RN/3	1980	grass ley and clover grass ley first year	26-Jun-80		diary record	paraquat applied because of poor germination paraquat 0.84 kg ion in 450 l
W/RN/3	1980	grass ley and clover grass ley first year	30-Jun-80	02-Jul-80	diary record	"rotary cultivated, spring-tine cultivated with crumbler attached"
W/RN/3	1980	grass ley and clover grass ley first year	11-Jul-80		diary record	"spring-tine cultivated with crumbler attached, seed re-sown"
W/RN/3	1980	grass ley and clover grass ley first year	18-Aug-80		diary record	mecoprop applied to grass ley only mecoprop at 2.5 1 in 280 l
W/RN/3	1980	grass ley and clover grass ley first year	09-Sep-80		diary record	topped
W/RN/3	1980	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	31-Oct-79		diary record	Magnesian limestone applied to fifth year only at 5 tonnes
W/RN/3	1980	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	14-Jan-80		diary record	PK applied (0:14:28) at 540 kg
W/RN/3	1980	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	28-Feb-80		diary record	Corrective K applied to four early
W/RN/3	1980	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	11-Mar-80		diary record	"NK applied to grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg"
W/RN/3	1980	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	31-Jul-80		diary record	"NK applied to grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg"
W/RN/3	1980	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	23-Jul-80		diary record	third and eighth year cut
W/RN/3	1980	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	08-Sep-80		diary record	third and eighth year cut
W/RN/3	1980	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	23-Jul-80		diary record	remainder cut
W/RN/3	1980	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	18-Sep-80		diary record	remainder cut
W/RN/3	1980	barley first and second treatment crop	08-Nov-79		diary record	ploughed
W/RN/3	1980	barley first and second treatment crop	29-Feb-1979		diary record	hay spring-tine cultivated
W/RN/3	1980	barley first and second treatment crop	03-Mar-79		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1980	barley first and second treatment crop	04-Mar-79		diary record	"seed sown, (20:10:10) at 400 kg, combine drilled. "
W/RN/3	1980	barley first and second treatment crop	08-May-79		diary record	weedkiller applied mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 1) in 280 l.
W/RN/3	1980	barley first and second treatment crop	13-May-79		diary record	Tridemorph applied Tridemorph at 0.53 kg in 280 l
W/RN/3	1980	barley first and second treatment crop	05-Jun-79		diary record	Ethirimol applied Ethirimol (as 'Milgo E' at 1.3 1) in 280 l
W/RN/3	1980	barley first and second treatment crop	20-Aug-79		diary record	combine harvested
W/RN/3	1980	oats third treatment crop	08-Nov-79		diary record	ploughed after barley
W/RN/3	1980	oats third treatment crop	29-Nov-79		diary record	ploughed after fallow
W/RN/3	1980	oats third treatment crop	29-Feb-80		diary record	hay spring-tine cultivated
W/RN/3	1980	oats third treatment crop	24-Mar-80		diary record	"spring-tine cultivated with crumbler attached, seed sown, (20:10:10) at 400 kg, combine drilled. "
W/RN/3	1980	oats third treatment crop	08-May-80		diary record	weedkiller applied mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 1) in 280 l
W/RN/3	1980	oats third treatment crop	28-Aug-80		diary record	combine harvested
W/RN/3	1980	fallow first and second treatment year	08-Nov-79		diary record	ploughed
W/RN/3	1980	fallow first and second treatment year	29-Feb-80		diary record	hay spring-tine cultivated
W/RN/3	1980	fallow first and second treatment year	07-Aug-80		diary record	hay spring-tine cultivated
W/RN/3	1980	fallow first and second treatment year	03-Mar-80		diary record	"spring-tine cultivated with crumbler attached, first year only"
W/RN/3	1980	fallow first and second treatment year	16-Apr-80		diary record	"spring-tine cultivated with crumbler attached, first year only"
W/RN/3	1980	fallow first and second treatment year	29-Jul-80		diary record	rotary cultivated
W/RN/3	1980	winter wheat first test crop	14-Aug-79		diary record	ploughed after ley
W/RN/3	1980	winter wheat first test crop	17-Sep-79		diary record	ploughed after oats
W/RN/3	1980	winter wheat first test crop	04-Oct-79		diary record	Corrective K applied
W/RN/3	1980	winter wheat first test crop	06-Oct-79		diary record	"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown, (0:20:20) at 310 kg, combine drilled."
W/RN/3	1980	winter wheat first test crop	09-Oct-79		diary record	weedkiller applied chlortoluron 3.6 kg in 250 l.
W/RN/3	1980	winter wheat first test crop	14-Apr-80		diary record	N applied
W/RN/3	1980	winter wheat first test crop	26-Aug-80		diary record	combine harvested
W/RN/3	1980	barley second test crop	15-Sep-79		diary record	paraquat applied
W/RN/3	1980	barley second test crop	31-Oct-79		diary record	Magnesian limestone applied at 5 tonnes
W/RN/3	1980	barley second test crop	08-Nov-79		diary record	ploughed
W/RN/3	1980	barley second test crop	29-Feb-80		diary record	hay spring-tine cultivated
W/RN/3	1980	barley second test crop	04-Mar-80		diary record	"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown, (0:20:20) at 300 kg, combine drilled."
W/RN/3	1980	barley second test crop	24-Mar-80		diary record	N applied
W/RN/3	1980	barley second test crop	08-May-80		diary record	weedkiller applied mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 1) in 280 l.
W/RN/3	1980	barley second test crop	13-May-80		diary record	Tridemorph applied Tridemorph at 0.53 kg in 280 l
W/RN/3	1980	barley second test crop	05-Jun-80		diary record	Ethirimol applied Ethirimol (as 'Milgo E' at 1.3 1) in 280 l.
W/RN/3	1980	barley second test crop	20-Aug-80		diary record	combine harvested
W/RN/3	1981	grass ley and clover grass ley first year	06-Nov-80		diary record	ploughed
W/RN/3	1981	grass ley and clover grass ley first year	08-Apr-81		diary record	spring-tine cultivated
W/RN/3	1981	grass ley and clover grass ley first year	07-May-81		diary record	"rotary cultivated, PK applied (0:14:28) at 540 kg, N applied to grass ley only N at 75 kg as 'Nitro-chalk'"
W/RN/3	1981	grass ley and clover grass ley first year	08-May-81		diary record	"spring-tine cultivated with crumbler attached, seed sown"
W/RN/3	1981	grass ley and clover grass ley first year	29-Jun-81		diary record	topped
W/RN/3	1981	grass ley and clover grass ley first year	20-Jul-81		diary record	topped
W/RN/3	1981	grass ley and clover grass ley first year	26-Aug-81		diary record	cut
W/RN/3	1981	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	03-Oct-80		diary record	Corrective K applied to four year only
W/RN/3	1981	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	24-Oct-80		diary record	Magnesian limestone applied to fifth year only at 5 tonnes
W/RN/3	1981	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	03-Dec-80		diary record	PK applied (0:14:28) at 540 kg
W/RN/3	1981	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	19-Mar-81		diary record	NK applied to grass ley (25:0:16) at 300 kg
W/RN/3	1981	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	24-Jun-81		diary record	NK applied to grass ley (25:0:16) at 300 kg
W/RN/3	1981	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	19-Mar-81		diary record	K applied to clover grass ley K20 at 48 kg
W/RN/3	1981	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	26-Jun-81		diary record	K applied to clover grass ley K20 at 43 kg
W/RN/3	1981	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	15-Jun-81		diary record	cut
W/RN/3	1981	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	26-Aug-81		diary record	cut
W/RN/3	1981	barley first and second treatment crop	06-Nov-80		diary record	ploughed
W/RN/3	1981	barley first and second treatment crop	19-Feb-81		diary record	NPK applied (20:10:10) at 400 kg
W/RN/3	1981	barley first and second treatment crop	26-Feb-81		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1981	barley first and second treatment crop	06-Apr-81		diary record	"rotary cultivated with crumbler attached, seed sown"
W/RN/3	1981	barley first and second treatment crop	15-May-81		diary record	weedkiller and Fungicide applied first treatment crop mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 l) and Dicamba with mecoprop and MCPA (as 'Kerrisol' at 4.9 l) and Tridemorph at 0.53 kg in 280 l 
W/RN/3	1981	barley first and second treatment crop	01-Jun-81		diary record	weedkiller and Fungicide applied second treatment crop mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 l) and Dicamba with mecoprop and MCPA (as 'Kerrisol' at 4.9 l) and Tridemorph at 0.53 kg in 280 l 
W/RN/3	1981	barley first and second treatment crop	03-Jun-81		diary record	N applied N at 40 kg as 'Nitro-chalk'.
W/RN/3	1981	spring beans third treatment crop	05-Nov-80		diary record	ploughed
W/RN/3	1981	spring beans third treatment crop	19-Feb-81		diary record	PK applied (0:20:20) at 200 kg.
W/RN/3	1981	spring beans third treatment crop	26-Feb-81		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1981	spring beans third treatment crop	06-Apr-81		diary record	"rotary cultivated with crumbler attached, seed sown"
W/RN/3	1981	spring beans third treatment crop	07-Apr-81		diary record	weedkiller applied Simazine at 0.84 kg in 280 l.
W/RN/3	1981	spring beans third treatment crop	18-Jun-81		diary record	insecticide applied pirimicarb at 0.14 kg in 280 l
W/RN/3	1981	spring beans third treatment crop	27-Jul-81		diary record	insecticide applied pirimicarb at 0.14 kg in 280 l
W/RN/3	1981	spring beans third treatment crop	03-Sep-81		diary record	combine harvested
W/RN/3	1981	fallow first and second treatment year	06-Nov-80		diary record	s: ploughed
W/RN/3	1981	fallow first and second treatment year	08-Apr-81		diary record	spring-tine cultivated
W/RN/3	1981	fallow first and second treatment year	21-Aug-81		diary record	Deep-tine cultivated
W/RN/3	1981	winter wheat first test crop	12-Sep-80		diary record	ploughed
W/RN/3	1981	winter wheat first test crop	29-Sep-80		diary record	disced
W/RN/3	1981	winter wheat first test crop	30-Sep-80		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1981	winter wheat first test crop	03-Oct-80		diary record	Corrective K applied
W/RN/3	1981	winter wheat first test crop	06-Oct-80		diary record	"PK applied (0:20:20) at 310 kg, aldicarb applied, harrowed"
W/RN/3	1981	winter wheat first test crop	07-Oct-80		diary record	"rotary cultivated, seed sown"
W/RN/3	1981	winter wheat first test crop	08-Oct-80		diary record	chlortoluron applied chlortoluron at 5.6 2 in 300 1
W/RN/3	1981	winter wheat first test crop	03-Apr-81		diary record	N applied
W/RN/3	1981	winter wheat first test crop	22-Apr-81		diary record	mecoprop with Isoproturon applied mecoprop at 2.5 1 with isoproturon at 2.5 1 in 280 l.
W/RN/3	1981	winter wheat first test crop	20-Jun-81		diary record	Fungicide applied triadimenol with captafol (as 'Baylaton CF' at 2 kg) in 280 l
W/RN/3	1981	winter wheat first test crop	19-Aug-81		diary record	combine harvested
W/RN/3	1981	barley second test crop	24-Oct-80		diary record	Magnesian limestone applied at 5 tonnes
W/RN/3	1981	barley second test crop	06-Nov-80		diary record	ploughed
W/RN/3	1981	barley second test crop	19-Feb-81		diary record	PK applied (0:20:20) at 300 kg.
W/RN/3	1981	barley second test crop	26-Feb-81		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1981	barley second test crop	06-Apr-81		diary record	"Aldicarb applied, rotary cultivated with crumbler attached, seed sown"
W/RN/3	1981	barley second test crop	14-Apr-81		diary record	N applied
W/RN/3	1981	barley second test crop	15-May-81		diary record	weedkiller and Fungicide applied mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 1)  and Tridemorph at 0.53 kg in 280 l
W/RN/3	1981	barley second test crop	17-Aug-81		diary record	combine harvested
W/RN/3	1982	grass ley and clover grass ley first year	01-Oct-81		diary record	weedkiller applied glyphosate at 1.5 kg in 280 l
W/RN/3	1982	grass ley and clover grass ley first year	12-Nov-81		diary record	ploughed
W/RN/3	1982	grass ley and clover grass ley first year	15-Apr-82		diary record	"spring-tine cultivated with crumbler attached, PK applied (0:18:36) at 420 kg, N applied to grass ley only N at 75 kg as 'Nitro-chalk'"
W/RN/3	1982	grass ley and clover grass ley first year	19-Apr-82		diary record	spring-tine cultivated with crumbler attached
W/RN/3	1982	grass ley and clover grass ley first year	29-Apr-82		diary record	seed sown
W/RN/3	1982	grass ley and clover grass ley first year	16-Jun-82		diary record	topped
W/RN/3	1982	grass ley and clover grass ley first year	29-Jun-82		diary record	topped
W/RN/3	1982	grass ley and clover grass ley first year	26-Jul-82		diary record	topped
W/RN/3	1982	grass ley and clover grass ley first year	08-Sep-82		diary record	cut
W/RN/3	1982	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	06-Oct-81		diary record	Magnesian limestone applied to fifth year only at 5 tonnes
W/RN/3	1982	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	05-Nov-81		diary record	Corrective K applied to four year only
W/RN/3	1982	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	05-Feb-82		diary record	PK applied (0:14:28) at 530 kg
W/RN/3	1982	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	24-Mar-82		diary record	"NK applied to grass ley (28:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg"
W/RN/3	1982	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	15-Jun-82		diary record	"NK applied to grass ley (28:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg"
W/RN/3	1982	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	08-Jun-82		diary record	cut
W/RN/3	1982	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	08-Sep-82		diary record	cut
W/RN/3	1982	barley first and second treatment crop	01-Oct-81		diary record	glyphosate applied glyphosate at 1.5 kg in 280 l
W/RN/3	1982	barley first and second treatment crop	12-Nov-81		diary record	ploughed
W/RN/3	1982	barley first and second treatment crop	25-Mar-82		diary record	"NPK applied (20:10:10) at 400 kg, deep-tine cultivated"
W/RN/3	1982	barley first and second treatment crop	29-Mar-82		diary record	"spring-tine cultivated with crumbler attached, seed sown"
W/RN/3	1982	barley first and second treatment crop	17-May-82		diary record	Poly-Farmon' applied Dicamba with mecoprop and MCPA (as 'Poly-Farmon' at 4.9 l) in 280 l
W/RN/3	1982	barley first and second treatment crop	11-Aug-82		diary record	combine harvested
W/RN/3	1982	spring beans third treatment crop	01-Oct-81		diary record	glyphosate applied glyphosate at 1.5 kg in 280 l
W/RN/3	1982	spring beans third treatment crop	13-Nov-81		diary record	ploughed
W/RN/3	1982	spring beans third treatment crop	25-Mar-82		diary record	"PK applied (0:20:20) at 200 kg., deep-tine cultivated"
W/RN/3	1982	spring beans third treatment crop	29-Mar-82		diary record	spring-tine cultivated
W/RN/3	1982	spring beans third treatment crop	30-Mar-82		diary record	seed sown
W/RN/3	1982	spring beans third treatment crop	05-Apr-82		diary record	Simazine and triatazine applied 0.76 kg triatazine with 0.10 kg simazine in 280 l
W/RN/3	1982	spring beans third treatment crop	04-Sep-82		diary record	combine harvested
W/RN/3	1982	fallow first and second treatment year	01-Oct-81		diary record	glyphosate applied to first treatment year only glyphosate at 1.5 kg in 280 l
W/RN/3	1982	fallow first and second treatment year	12-Nov-81		diary record	ploughed
W/RN/3	1982	fallow first and second treatment year	15-Apr-82		diary record	spring-tine cultivated
W/RN/3	1982	fallow first and second treatment year	19-Apr-82		diary record	spring-tine cultivated
W/RN/3	1982	fallow first and second treatment year	05-Jul-82		diary record	spring-tine cultivated
W/RN/3	1982	fallow first and second treatment year	16-Jun-82		diary record	Deep-tine cultivated
W/RN/3	1982	winter wheat first test crop	01-Oct-81		diary record	glyphosate applied after beans glyphosate at 1.5 kg in 280 l
W/RN/3	1982	winter wheat first test crop	14-Oct-81		diary record	glyphosate applied after ley glyphosate at 1.5 kg in 280 l
W/RN/3	1982	winter wheat first test crop	04-Nov-81		diary record	ploughed
W/RN/3	1982	winter wheat first test crop	05-Nov-81		diary record	"Corrective K applied, PK applied (0:20:20) at 310 kg, aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown"
W/RN/3	1982	winter wheat first test crop	13-Nov-81		diary record	chlortoluron applied chlortoluron at 5.6 1 in 280 l.
W/RN/3	1982	winter wheat first test crop	15-Apr-82		diary record	N applied
W/RN/3	1982	winter wheat first test crop	16-Aug-82		diary record	combine harvested
W/RN/3	1982	barley second test crop	01-Oct-81		diary record	glyphosate applied glyphosate at 1.5 kg in 280 l
W/RN/3	1982	barley second test crop	06-Oct-81		diary record	Magnesian limestone applied at 5 tonnes
W/RN/3	1982	barley second test crop	13-Nov-81		diary record	ploughed
W/RN/3	1982	barley second test crop	25-Mar-82		diary record	"PK applied (0:20:20) at 300 kg., deep-tine cultivated"
W/RN/3	1982	barley second test crop	29-Mar-82		diary record	"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown"
W/RN/3	1982	barley second test crop	01-Apr-82		diary record	N applied
W/RN/3	1982	barley second test crop	17-May-82		diary record	Poly - Farmon' applied Dicamba with mecoprop and MCPA (as 'Farmon' at 4.9 1) in 280 l.
W/RN/3	1982	barley second test crop	11-Aug-82		diary record	combine harvested
W/RN/3	1983	winter wheat first test crop	10-Sep-82		diary record	glyphosate applied glyphosate at 1.5 kg in 280 l
W/RN/3	1983	winter wheat first test crop	24-Sep-82		diary record	ploughed
W/RN/3	1983	winter wheat first test crop	30-Sep-82		diary record	PK applied (0:20:20) at 310 kg.
W/RN/3	1983	winter wheat first test crop	01-Oct-82		diary record	"Corrective K and aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown"
W/RN/3	1983	winter wheat first test crop	06-Apr-83		diary record	N applied
W/RN/3	1983	winter wheat first test crop	15-Apr-83		diary record	Brittox with prochloraz applied mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 1) with Prochloraz at 0.40 l in 250 l
W/RN/3	1983	fallow first treatment year			diary record	paraquat 0.84 kg ion in 280 l
W/RN/3	1983	grass ley and clover grass ley first year	08-Oct-82		diary record	ploughed
W/RN/3	1983	grass ley and clover grass ley first year	08-Mar-83		diary record	spring-tine cultivated
W/RN/3	1983	grass ley and clover grass ley first year	13-Apr-83		diary record	"PK applied (0:18:36) at 420 kg, N applied to grass ley only N at 75 kg as 'Nitro-chalk'"
W/RN/3	1983	grass ley and clover grass ley first year	16-May-83		diary record	weedkiller applied glyphosate at 1.5 g in 280 l
W/RN/3	1983	grass ley and clover grass ley first year	07-Jun-83		diary record	rotary cultivated
W/RN/3	1983	grass ley and clover grass ley first year	09-Jun-83		diary record	seed sown
W/RN/3	1983	grass ley and clover grass ley first year	02-Aug-83		diary record	topped
W/RN/3	1983	grass ley and clover grass ley first year	15-Aug-83		diary record	topped
W/RN/3	1983	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	01-Oct-82		diary record	Corrective K applied to four year only
W/RN/3	1983	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	05-Oct-82		diary record	Magnesian limestone applied to fifth year only at 5 tonnes
W/RN/3	1983	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	12-Jan-83		diary record	PK applied (0:18:36) at 410 kg
W/RN/3	1983	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	17-Mar-83		diary record	"NK applied to grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg as muriate of potash"
W/RN/3	1983	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	07-Jul-83		diary record	"NK applied to grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg as muriate of potash"
W/RN/3	1983	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	17-Jun-83		diary record	cut
W/RN/3	1983	grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years	23-Aug-83		diary record	cut
W/RN/3	1983	barley first and second treatment crop	21-Sep-82		diary record	"ploughed, second treatment crop"
W/RN/3	1983	barley first and second treatment crop	08-Oct-82		diary record	"ploughed, first treatment crop"
W/RN/3	1983	barley first and second treatment crop	08-Mar-83		diary record	"heavy spring-tine cultivated second treatment crop, spring-tine cultivated first treatment crop"
W/RN/3	1983	barley first and second treatment crop	09-Mar-83		diary record	NPK applied (20:10:10) at 400 kg
W/RN/3	1983	barley first and second treatment crop	10-Mar-83		diary record	"spring-tine cultivated with crumbler attached, seed sown"
W/RN/3	1983	barley first and second treatment crop	26-May-83		diary record	weedkiller applied Dicamba with mecoprop and MCPA (as 'Herrisol' at 5.0 1) in 250 l
W/RN/3	1983	barley first and second treatment crop	06-Jun-83		diary record	N applied N at 60 kg as Nitro-chalk
W/RN/3	1983	barley first and second treatment crop	10-Aug-83		diary record	combine harvested
W/RN/3	1983	spring beans third treatment crop	21-Sep-82		diary record	ploughed
W/RN/3	1983	spring beans third treatment crop	08-Mar-83		diary record	heavy spring-tine cultivated
W/RN/3	1983	spring beans third treatment crop	09-Mar-83		diary record	PK applied (0:20:20) at 200 kg.
W/RN/3	1983	spring beans third treatment crop	17-Mar-83		diary record	"rotary cultivated, seed sown"
W/RN/3	1983	spring beans third treatment crop	29-Mar-83		diary record	Triatazine with simazine applied Triatazine at 0.76 kg with simazine at 0.11 kg in 280 l
W/RN/3	1983	spring potatoes third treatment crop	27-May-83		diary record	"NPK (10:10:15) at 1990 kg with 4.5 Mg applied, rotary cultivated, potatoes planted"
W/RN/3	1983	spring potatoes third treatment crop	07-Jun-83		diary record	"rotary ridged, linuron with paraquat applied linuron at 1.0 kg and paraquat at 0.4 kg ion in 250 l."
W/RN/3	1983	spring potatoes third treatment crop	22-Jun-83		diary record	mancozeb at 1.4 kg in 250 l
W/RN/3	1983	spring potatoes third treatment crop	01-Jul-83		diary record	mancozeb at 1.4 kg in 250 l
W/RN/3	1983	spring potatoes third treatment crop	08-Jul-83		diary record	mancozeb at 1.4 kg in 250 l
W/RN/3	1983	spring potatoes third treatment crop	18-Jul-83		diary record	Fentin hydroxide at 0.28 kg in 250 l
W/RN/3	1983	spring potatoes third treatment crop	29-Jul-83		diary record	Fentin hydroxide at 0.28 kg in 250 l
W/RN/3	1983	spring potatoes third treatment crop	11-Aug-83		diary record	Fentin hydroxide at 0.28 kg in 250 l
W/RN/3	1983	spring potatoes third treatment crop	26-Aug-83		diary record	Fentin hydroxide at 0.28 kg in 250 l
W/RN/3	1983	spring potatoes third treatment crop	09-Sep-83		diary record	Fentin hydroxide at 0.28 kg in 250 l
W/RN/3	1983	spring potatoes third treatment crop	22-Jun-83		diary record	pirimicarb at 0.14 kg in 250 l
W/RN/3	1983	spring potatoes third treatment crop	08-Jul-83		diary record	pirimicarb at 0.14 kg in 250 l
W/RN/3	1983	spring potatoes third treatment crop	18-Jul-83		diary record	pirimicarb at 0.14 kg in 250 l
W/RN/3	1983	spring potatoes third treatment crop	29-Jul-83		diary record	pirimicarb at 0.14 kg in 250 l
W/RN/3	1983	spring potatoes third treatment crop	11-Aug-83		diary record	pirimicarb at 0.14 kg in 250 l
W/RN/3	1983	spring potatoes third treatment crop	26-Aug-83		diary record	pirimicarb at 0.14 kg in 250 l
W/RN/3	1983	spring potatoes third treatment crop	15-Sep-83		diary record	Haulm mechanically destroyed
W/RN/3	1983	spring potatoes third treatment crop	16-Sep-83		diary record	lifted
W/RN/3	1983	barley second test crop	05-Oct-82		diary record	Magnesian limestone applied at 5 tonnes
W/RN/3	1983	barley second test crop	08-Oct-82		diary record	ploughed
W/RN/3	1983	barley second test crop	08-Mar-83		diary record	spring-tine cultivated
W/RN/3	1983	barley second test crop	09-Mar-83		diary record	PK applied (0:20:20) at 300 kg.
W/RN/3	1983	barley second test crop	10-Mar-83		diary record	"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown"
W/RN/3	1983	barley second test crop	14-Mar-83		diary record	N applied
W/RN/3	1983	barley second test crop	26-May-83		diary record	Herrisol' applied Dicamba with mecoprop and MCPA (as 'Herrisol' at 5.0 1) in 250 l.
W/RN/3	1983	barley second test crop	06-Jun-83		diary record	extra N applied
W/RN/3	1983	barley second test crop	06-Aug-83		diary record	combine harvested
W/RN/3	1984	grass ley and clover grass ley first year	03-Oct-83		diary record	ploughed
W/RN/3	1984	grass ley and clover grass ley first year	21-Mar-84		diary record	spring-tine cultivated
W/RN/3	1984	grass ley and clover grass ley first year	06-Apr-84		diary record	"PK applied (0:18:36) at 420 kg, N applied to grass ley only N at 75 kg as 'Nitro-chalk'"
W/RN/3	1984	grass ley and clover grass ley first year	10-Apr-84		diary record	"rotary harrowed, seed sown"
W/RN/3	1984	grass ley and clover grass ley first year	01-Aug-84		diary record	weedkiller applied MCPA at 2.1 kg in 250 l
