experiment,year,cropped section,start date,end date,operation,operation type
Broadbalk,1990,potatoes,15-Jun-90,,Mancozeb and zinc oxide with demeton-S-methyl applied,
Broadbalk,1990,potatoes,29-Jun-90,,Mancozeb applied,
Broadbalk,1990,potatoes,13-Jul-90,,Mancozeb applied,
Broadbalk,1990,potatoes,27-Jul-90,,"Mancozeb, zinc oxide with the wetting agent applied",
Broadbalk,1990,potatoes,13-Aug-90,,Fentin hydroxide applied,
Broadbalk,1990,potatoes,28-Aug-90,,and,
Broadbalk,1990,potatoes,06-Sep-89,,Haulm mechanically destroyed,
Broadbalk,1990,potatoes,21-Sep-90,,Lifted,
Broadbalk,1990,fallow sections,29-Aug-90,,glyphosate applied,
Broadbalk,1990,fallow sections,24-Nov-89,,Deep-tine cultivated,
Broadbalk,1990,fallow sections,23-Apr-90,,Heavy spring-tine cultivated,
Broadbalk,1990,fallow sections,17-May-90,,cultivated by rotary grubber,
Broadbalk,1990,fallow sections,29-Jun-90,,Heavy spring-tine cultivated,
Broadbalk,1990,fallow sections,17-Jul-90,,and,
Broadbalk,1990,all sections,14-Sep-89,,"K, Na, Mg applied",
Broadbalk,1990,all sections,15-Sep-89,,P applied,
Broadbalk,1990,all sections,27-Sep-89,,FYM applied,
Broadbalk,1990,all sections,28-Sep-89,,ploughed,
Broadbalk,1990,all sections,07-Oct-89,,Spiked rotary cultivated,
Broadbalk,1990,all sections,09-Oct-89,,"Spiked rotary cultivated, rotary harrowed",
Broadbalk,1991,winter wheat,14-Aug-91,,Straw cropped sections 0,
Broadbalk,1991,winter wheat,23-Aug-91,,"glyphosate alone applied (except to sections 4, 8)",
Broadbalk,1991,winter wheat,27-Sep-90,,"Chalk applied sections 7, 9)",
Broadbalk,1991,winter wheat,02-Oct-90,,autumn N treatments applied,
Broadbalk,1991,winter wheat,16-Oct-90,,"rotary harrowed, seed sown",
Broadbalk,1991,winter wheat,21-Nov-90,,Diflufenican with isoproturon applied (except to sections 8),
Broadbalk,1991,winter wheat,09-Apr-91,,spring N treatments applied.,
Broadbalk,1991,winter wheat,24-Apr-91,,Prochloraz with the growth regulator applied (except to sections 6),
Broadbalk,1991,winter wheat,20-Jun-91,,Propiconazole with chlorothalonil applied (except to sections 6),
Broadbalk,1991,winter wheat,02-Jul-91,,Fenpropimorph applied (except to sections 6),
Broadbalk,1991,winter wheat,12-Aug-91,,glyphosate with the wetting agent applied (except to sections 8),
Broadbalk,1991,winter wheat,25-Aug-91,,combine harvested,
Broadbalk,1991,potatoes,11-Sep-90,,glyphosate applied,
Broadbalk,1991,potatoes,14-Dec-90,,Deep-tine cultivated,
Broadbalk,1991,potatoes,09-Apr-91,,N treatments applied,
Broadbalk,1991,potatoes,16-Apr-91,,Heavy spring-tine cultivated,
Broadbalk,1991,potatoes,17-Apr-91,,"rotary harrowed, potatoes planted",
Broadbalk,1991,potatoes,09-May-91,,rotary ridged,
Broadbalk,1991,potatoes,21-May-91,,Linuron applied,
Broadbalk,1991,potatoes,01-Jul-91,,"Mancozeb, zinc oxide with the wetting agent applied",
Broadbalk,1991,potatoes,22-Jul-91,,"Mancozeb, zinc oxide with the wetting agent applied",
Broadbalk,1991,potatoes,10-Jul-91,,Mancozeb and zinc oxide with the insecticide applied,
Broadbalk,1991,potatoes,01-Aug-91,,Mancozeb with the wetting agent applied,
Broadbalk,1991,potatoes,12-Aug-91,,Fentin hydroxide with the wetting agent applied,
Broadbalk,1991,potatoes,28-Aug-91,,Haulm mechanically destroyed,
Broadbalk,1991,potatoes,24-Sep-91,,Lifted,
Broadbalk,1991,fallow sections,14-Dec-90,,Deep-tine cultivated,
Broadbalk,1991,fallow sections,25-Apr-91,,Heavy spring-tine cultivated,
Broadbalk,1991,fallow sections,21-Jun-91,,cultivated by rotary grubber,
Broadbalk,1991,fallow sections,08-Jul-91,,Heavy spring-tine cultivated,
Broadbalk,1991,fallow sections,12-Jul-91,,glyphosate with wetting agent applied,
Broadbalk,1991,all sections,01-Oct-90,,"K, Na, Mg applied",
Broadbalk,1991,all sections,02-Oct-90,,P applied,
Broadbalk,1991,all sections,09-Oct-90,,"FYM applied, ploughed, furrow pressed",
Broadbalk,1991,all sections,15-Oct-90,,rotary harrowed,
Broadbalk,1992,all sections,30-Sep-91,,P applied,T
Broadbalk,1992,all sections,07-Oct-91,,"K, Na and Mg applied.",T
Broadbalk,1992,all sections,09-Oct-91,,FYM applied,T
Broadbalk,1992,all sections,11-Oct-91,,ploughed and furrow pressed.,B
Broadbalk,1992,winter wheat,14-Oct-91,,rotary harrowed. cropped sections:,B
Broadbalk,1992,winter wheat,31-Aug-91,,Straw chopped section 0 only.,T
Broadbalk,1992,winter wheat,09-Oct-91,,Chalk applied at 2.9 t sections 4 and 6),T
Broadbalk,1992,winter wheat,10-Oct-91,,autumn N treatments applied,T
Broadbalk,1992,winter wheat,15-Oct-91,,"rotary harrowed, Apollo, dressed Fonofos seed Treatment, drilled at 200 kg.",T
Broadbalk,1992,winter wheat,16-Oct-91,,Rolled,T
Broadbalk,1992,winter wheat,06-Dec-91,,Stomp 400 at 3.3 1 and Stefes IPU at 2.5 1 in 200 1 (except sections 8).,T
Broadbalk,1992,winter wheat,10-Apr-92,,spring N treatments applied.,T
Broadbalk,1992,winter wheat,14-May-92,,"Sportak 45 at 0.90 1, Calixin at 0.50 1 and Tripart Brevis at 2.25 1l in 200 1 (except sections 6).",T
Broadbalk,1992,winter wheat,09-Jun-92,,Chiltern Olé at 2.0 1 and Mistral at 1.0 1 in 200 1 (except sections 6).,T
Broadbalk,1992,winter wheat,23-Jun-92,,Radar at 0.50 1l and Mistral at 0.50 1 in 200 1 (except sections 6).,T
Broadbalk,1992,winter wheat,28-Jun-92,,Roundup at 6.0 1 with High Trees Mixture B at 2.9 1 in 150 1 (except sections 8).,T
Broadbalk,1992,potatoes,06-Aug-92,,combine harvested,T
Broadbalk,1992,potatoes,15-Jan-92,,Chisel ploughed,T
Broadbalk,1992,potatoes,10-Apr-92,,N treatments applied,7
Broadbalk,1992,potatoes,13-Apr-92,,Heavy spring-tine cultivated,T
Broadbalk,1992,potatoes,23-Apr-92,,"rotary harrowed, planted Pentland Crown Elite 2.",7
Broadbalk,1992,potatoes,13-May-92,,Rotalin at 5.5 1 in 400 1.,7
Broadbalk,1992,potatoes,22-Jun-92,,Manex at 2.0 1 with Nu Film P at 0.18 1 in 200 1.,T
Broadbalk,1992,potatoes,08-Jul-92,,Manex at 2.0 1 and Aphox at 0.28 kg with Nu Film P at 0.18 1 in 200 1.,7
Broadbalk,1992,potatoes,16-Jul-92,,Manex at 2.0 1 with Nu Pilm P at 0.18 1 in 200 1.,T
Broadbalk,1992,potatoes,28-Jul-92,,Manex at 2.5 1 with Nu Film P at 0.18 1 in 200 1.,T
Broadbalk,1992,potatoes,17-Aug-92,,Chiltern Super-Tin 4L at 0.56 1 with Nu Film P at 0.18 1 in 200 1.,T
Broadbalk,1992,potatoes,29-Aug-92,,Chiltern Super-Tin 4L at 0.56 1 with Nu Film P at 0.18 1 in 200 1.,T
Broadbalk,1992,potatoes,10-Sep-92,,Reglone at 4.0 1l in 200 1.,T
Broadbalk,1992,potatoes,22-Sep-92,,Haulm mechanically destroyed,@
Broadbalk,1992,potatoes,02-Oct-92,,Lifted,T
Broadbalk,1992,fallow sections,15-Jan-92,,Chisel ploughed,T
Broadbalk,1992,fallow sections,13-Apr-92,,Heavy spring-tine cultivated,T
Broadbalk,1992,fallow sections,18-May-92,,Heavy spring-tine cultivated,T
Broadbalk,1992,fallow sections,25-Jun-92,,cultivated by rotary grubber,T
Broadbalk,1993,all sections,08-Oct-92,,P applied,T
Broadbalk,1993,all sections,13-Oct-92,,"K, Na and Mg applied.",T
Broadbalk,1993,all sections,14-Oct-92,,FYM applied,T
Broadbalk,1993,all sections,15-Oct-92,,ploughed,lb
Broadbalk,1993,all sections,19-Oct-92,,"rotary harrowed, plots 21 to 11.",T
Broadbalk,1993,winter wheat,04-Nov-92,,Heavy spring-tine cultivated plots 01 & 12-20.,T
Broadbalk,1993,winter wheat,07-Aug-92,,Straw chopped section 0 only.,T
Broadbalk,1993,winter wheat,08-Oct-92,,autumn N treatments applied,T
Broadbalk,1993,winter wheat,06-Nov-92,,"rotary harrowed, Apollo, dressed Fonofos seed Treatment, drilled at 380 seed per square metre.",T
Broadbalk,1993,winter wheat,19-Mar-93,,Rolled,T
Broadbalk,1993,winter wheat,20-Apr-93,,spring N treatments applied.,T
Broadbalk,1993,winter wheat,22-Apr-93,,Astix at 2.0 1 and Oxytril CM at 1.5 1 in 200 1 (except sections 8).,T
Broadbalk,1993,winter wheat,06-May-93,,"Mistral at 1.0 1, Sportak 45 at 0.90 1 and Tripart Brevis at 2.25 1 in 200 1 (except sections 6).",f
Broadbalk,1993,winter wheat,10-May-93,,Cheetah R at 2.5 1 in 200 1 (except sections 8).,f
Broadbalk,1993,winter wheat,04-Jun-93,,Starane 2 at 1.5 1 in 200 1 (except sections 8).,
Broadbalk,1993,winter wheat,04-Jun-93,,Bombardier at 2.0 1 and Mistral at 1.0 1 in 200 1 (except sections 6).,T
Broadbalk,1993,winter wheat,22-Jun-93,,Corbel at 1.0 1 and Radar at 0.50 1 in 200 1 (except sections 6).,T
Broadbalk,1993,winter wheat,04-Aug-93,,Roundup at 6.0 1 with High Trees Mixture B at 2.9 1 in 150 1 (except sections 8).,T
Broadbalk,1993,potatoes,17-Aug-93,,combine harvested,B
Broadbalk,1993,potatoes,12-Feb-93,,Chisel ploughed,T
Broadbalk,1993,potatoes,20-Apr-93,,spring N treatments applied.,T
Broadbalk,1993,potatoes,28-Apr-93,,Heavy spring-tine cultivated,2
Broadbalk,1993,potatoes,05-May-93,,"rotary harrowed twice, planted Pentland Crown AA.",T
Broadbalk,1993,potatoes,14-May-93,,rotary ridged,:
Broadbalk,1993,potatoes,19-May-93,,Rotalin at 5.5 1l in 200 1.,T
Broadbalk,1993,potatoes,24-May-93,,cultivated by rotary grubber,T
Broadbalk,1993,potatoes,22-Jun-93,,Ashlade Mancozeb FL at 2.25 1 with Intracrop BLA at 0.2 1 in 200 1.,T
Broadbalk,1993,potatoes,08-Jul-93,,Ashlade Mancozeb FL at 2.25 1 with Intracrop BLA at 0.2 1 in 200 1.,T
Broadbalk,1993,potatoes,22-Jul-93,,Ashlade Mancozeb FL at 2.25 1 with Intracrop BLA at 0.2 1 in 200 1.,T
Broadbalk,1993,potatoes,06-Aug-93,,Ashlade Mancozeb FL at 2.25 1 with Intracrop BLA at 0.2 1 in 200 1.,T
Broadbalk,1993,potatoes,25-Aug-93,,Chiltern Super-Tin 4L at 0.56 1 with Intracrop BLA at 0.20 1 in 200 1.,T
Broadbalk,1993,potatoes,15-Sep-93,,Stefes Diquat at 4.0 l in 200 1.,T
Broadbalk,1993,potatoes,23-Sep-93,,Haulm mechanically destroyed,T
Broadbalk,1993,fallow sections,18-Oct-93,,Lifted,T
Broadbalk,1993,fallow sections,12-Feb-93,,Chisel ploughed,T
Broadbalk,1993,fallow sections,24-Jun-93,,cultivated by rotary grubber,T
Broadbalk,1994,all sections,21-Oct-93,,P applied,T
Broadbalk,1994,all sections,25-Oct-93,,"K, Na and Mg applied.",T
Broadbalk,1994,all sections,26-Oct-93,,FYM applied,T
Broadbalk,1994,all sections,28-Oct-93,,ploughed,B
Broadbalk,1994,winter wheat,02-Nov-93,,"rotary harrowed, twice. cropped sections:",B
Broadbalk,1994,winter wheat,19-Aug-93,,Straw chopped section 0 only.,T
Broadbalk,1994,winter wheat,21-Oct-93,,autumn N treatments applied,T
Broadbalk,1994,winter wheat,03-Nov-93,,"rotary harrowed, Apollo, dressed Fonofos seed Treatment, drilled at 380 seed per m?.",T
Broadbalk,1994,winter wheat,21-Dec-93,,"Draza at 5.5 kg, (except sections 6).",T
Broadbalk,1994,winter wheat,18-Apr-94,,spring N treatments applied.,T
Broadbalk,1994,winter wheat,09-May-94,,"Ally at 30 g with Cheetah per at 3,0 l and Starane 2 at 0.75 1 in 200 1. : To: Sportak 45 at 0.7 1 with Standen Tridemorph at 0.5 1 and few 5C Cycocel at 2.5 1l in 200 1, (except sections 6).",T
Broadbalk,1994,winter wheat,13-Jun-94,,Starane 2 at 1.5 1l in 200 1l.,
Broadbalk,1994,winter wheat,13-Jun-94,,Halo at 2.0 1 with Mallard 750 Dec at 1.0 1l in 200 1 {except sections 6).,T
Broadbalk,1994,winter wheat,15-Jun-94,,Hostathion at 840 ml in 200 1 (except sections 6).,T
Broadbalk,1994,winter wheat,28-Jun-94,,Delsene M power at 2.5 kg with Mistral at 0.5 1l in 200 1 (except sections 6).,T
Broadbalk,1994,potatoes,22-Aug-94,,combine harvested,T
Broadbalk,1994,potatoes,18-Apr-94,,spring N treatments applied.,T
Broadbalk,1994,potatoes,28-Apr-94,,"Heavy spring-tine cultivated twice, rotary harrowed, planted Estima, dressed Fungazil 100 SL.",T
Broadbalk,1994,potatoes,16-May-94,,rotary ridged,T
Broadbalk,1994,potatoes,, cropped sections:,,
Broadbalk,1994,potatoes,23-May-94,,Farmon PDQ at 2.0 1 with Rotalin at 5.0 1 in 200 1.,T
Broadbalk,1994,potatoes,23-Jun-94,,Dithane 945 at 1.7 kg with Intracrop BLA at 0.2 1 in 200 1.,7
Broadbalk,1994,potatoes,07-Jul-94,,Dithane 945 at 1.7 kg with Pirimicarb 50 DG at 0.28 kg and Intracrop BLA at 0.2 1 in 200 1.,T
Broadbalk,1994,potatoes,25-Jul-94,,Ashlade Mancozeb FL at 2.5 1 with Intracrop BLA at 0.2 1 in 200 1.,7
Broadbalk,1994,potatoes,15-Aug-94,,Ashlade Mancozeb FL at 2.5 1 with Intracrop BLA at 0.2 1 in 200 1.,T
Broadbalk,1994,potatoes,30-Aug-94,,Ashlade Mancozeb PL at 2.5 1 with Intracrop BLA at 0.2 1 in 200 1.,T
Broadbalk,1994,potatoes,26-Sep-94,,Chiltern Super-Tin 4L at 560 ml with Reglone at 4.0 1 in 200 1.,T
Broadbalk,1994,fallow sections,06-Oct-94,,Lifted,T
Broadbalk,1994,fallow sections,28-Apr-94,,Heavy spring-tine cultivated twice,T
Broadbalk,1994,fallow sections,16-Jun-94,,cultivated by rotary grubber,7
Broadbalk,1994,fallow sections,07-Jul-94,,cultivated by rotary grubber,T
Broadbalk,1995,all sections,10-Oct-94,,Mg and Na applied.,T
Broadbalk,1995,all sections,11-Oct-94,,P and K applied.,T
Broadbalk,1995,all sections,13-Oct-94,,Farmyard manure applied,T
Broadbalk,1995,all sections,13-Oct-94,,ploughed and furrow pressed.,B
Broadbalk,1995,winter wheat,24-Aug-94,,Straw chopped section 0 only.,T
Broadbalk,1995,winter wheat,30-Aug-94,,"Straw baled sections 1, 2, 3, 5, 6, and 9).",T
Broadbalk,1995,winter wheat,12-Sep-94,,Weeds topped sections 8 only).,T
Broadbalk,1995,winter wheat,12-Oct-94,,autumn N treatments applied,T
Broadbalk,1995,winter wheat,16-Nov-94,,"rotary harrowed, Apollo, dressed few Kotol, drilled at 380 seed per m'.",T
Broadbalk,1995,winter wheat,21-Mar-95,,Stefes IPU at 3.0 1 with Stomp 400 at 3.3 1 in 200 1 (except sections 8).,
Broadbalk,1995,winter wheat,1l-Apr-1995,,spring N treatments applied.,T
Broadbalk,1995,winter wheat,28-Apr-95,,Halo at 2.0 1 with Mallard 750 Dec at 0.5 1 and few 5c Cycocel at 2.8 1 in 200 1 (except sections 6).,T
Broadbalk,1995,winter wheat,19-Jun-95,,spring at 1.5 1 in 300 1 (except sections 6).,fT
Broadbalk,1995,winter wheat,05-Jul-95,,Pirimicarb 50 DG at 280 g in 200 1 (except sections 6).,T
Broadbalk,1995,winter wheat,18-Jul-95,,Pulled wild oats by hand.,@
Broadbalk,1995,winter wheat,27-Jul-95,,Roundup at 6.0 1 with Mixture B at 2.94 1 in 150 1 (except sections 8).,T
Broadbalk,1995,potatoes,06-Aug-95,,combine harvested,T
Broadbalk,1995,potatoes,12-Sep-94,,Weeds topped.,T
Broadbalk,1995,potatoes,11-Apr-95,,N treatments applied,T
Broadbalk,1995,potatoes,24-Apr-95,,"Heavy spring-tine cultivated twice, rotary harrowed, planted Estima, undressed.",T
Broadbalk,1995,potatoes,04-May-95,,rotary ridged,B
Broadbalk,1995,potatoes,01-Jun-95,,Basagran at 3.0 1l in 400 1.,T
Broadbalk,1995,potatoes,20-Jun-95,,Ashlade Mancozeb Flowable at 2.75 1 in 200 1.,T
Broadbalk,1995,potatoes,30-Jun-95,,Ashlade Mancozeb Flowable at 2.75 1 in 200 1.,T
Broadbalk,1995,potatoes,19-Ju1-1995,,Ashlade Mancozeb Flowable at 2.75 1 in 300 1.,T
Broadbalk,1995,potatoes,01-Aug-95,,Ashlade Mancozeb Flowable at 2.75 1 in 300 1.,T
Broadbalk,1995,potatoes,14-Aug-95,,Super-Tin 4h at 560 ml with Intracrop BLA at 200 ml in 200 1.,T
Broadbalk,1995,potatoes,24-Aug-95,,Haulm pulverized,T
Broadbalk,1995,fallow sections,15-Sep-95,,Lifted,T
Broadbalk,1995,fallow sections,30-Aug-94,,Straw baled,B
Broadbalk,1995,fallow sections,24-Apr-95,,Heavy spring-tine cultivated twice,Tf
Broadbalk,1995,fallow sections,09-Jun-95,,cultivated by rotary grubber,T
Broadbalk,1995,fallow sections,17-Jul-95,,Spring-tine cultivated,T
Broadbalk,1996,all sections,18-Sep-95,,P applied,T
Broadbalk,1996,all sections,21-Sep-95,,Mg and Na applied.,T
Broadbalk,1996,all sections,22-Sep-95,,K applied.,T
Broadbalk,1996,all sections,29-Sep-95,,ploughed and furrow pressed.,B
Broadbalk,1996,winter wheat,09-Oct-95,,Spring-tine cultivated. cropped sections:,B
Broadbalk,1996,winter wheat,11-Aug-95,,"Straw cropped sections 0 only), straw baled sections 1, 2, 6, 7, 8 and 9).",T
Broadbalk,1996,winter wheat,22-Sep-95,,autumn N treatments applied,T
Broadbalk,1996,winter wheat,26-Sep-95,,Farmyard manure applied,Tf
Broadbalk,1996,winter wheat,11-Oct-95,,"rotary harrowed, Hereward, dressed Fonofos seed Treatment, drilled at 380 seed per m*.",f
Broadbalk,1996,winter wheat,12-Oct-95,,Rolled,T
Broadbalk,1996,winter wheat,17-Apr-96,,spring N treatments applied.,T
Broadbalk,1996,winter wheat,26-Apr-96,,Ally at 30 g with Cheetah per at 1.25 1 in 200 1 (except sections 8).,
Broadbalk,1996,winter wheat,26-Apr-96,,Barclay Eyetak at 0.9 1 in 200 1 (except sections 6).,T
Broadbalk,1996,winter wheat,29-Apr-96,,Barclay Holdup at 2.3 1 in 200 1 (except sections 6).,T
Broadbalk,1996,winter wheat,07-Jun-96,,Alto 100 SL at 0.6 1 with Mallard 750 Dec at 0.4 1 in 320 1 (except sections 6).,7
Broadbalk,1996,winter wheat,16-Aug-96,,combine harvested,T
Broadbalk,1996,potatoes,26-Sep-95,,Farmyard manure applied,T
Broadbalk,1996,potatoes,17-Apr-96,,spring N treatments applied.,T
Broadbalk,1996,potatoes,24-Apr-96,,Heavy spring-tine cultivated,T
Broadbalk,1996,potatoes,30-Apr-96,,Heavy spring-tine cultivated,T
Broadbalk,1996,potatoes,01-May-96,,"rotary harrowed, planted Estima, dressed Fungazil 100 SL.",T
Broadbalk,1996,potatoes,31-May-96,,rotary ridged,7
Broadbalk,1996,potatoes,04-Jun-96,,Campbell's Linuron 45% Plowable at 5.0 1 in 320 1.,T
Broadbalk,1996,potatoes,05-Jul-96,,Clayton Turret at 2.0 1 in 260 1.,T
Broadbalk,1996,potatoes,22-Jul-96,,Clayton Turret at 2.0 1 in 300 1.,T
Broadbalk,1996,potatoes,02-Aug-96,,Clayton Turret at 2.0 1 in 400 1.,T
Broadbalk,1996,potatoes,15-Aug-96,,Shirlan at 0.3 1 in 390 1.,T
Broadbalk,1996,potatoes,02-Sep-96,,Shirlan at 0.3 1 in 260 1.,T
Broadbalk,1996,potatoes,12-Sep-96,,Haulm pulverized,T
Broadbalk,1996,potatoes,24-Sep-96,,potatoes lifted.,T
Broadbalk,1996,winter oats,11-Aug-95,,Straw baled,T
Broadbalk,1996,winter oats,12-Oct-95,,"rotary harrowed, Image, dressed Vitaflo extra, drilled at 350 seed per m?, rolled.",T
Broadbalk,1996,winter oats,13-Oct-95,,Tribunil at 2.25 kg in 200 1.,T
Broadbalk,1996,winter oats,30-May-96,,Tilt 250 Dec at 0.5 1 with Barclay Holdup at 2.3 1 and Vassgro Spreader 200 ml in 200 1.,T
Broadbalk,1996,winter oats,05-Aug-96,,combine harvested,T
Broadbalk,1997,all sections,25-Sep-96,,"P, K, Na and Mg applied.",T
Broadbalk,1997,all sections,28-Sop-1996,,ploughed and furrow pressed.,B
Broadbalk,1997,winter wheat,14-Oct-96,,rotary harrowed. cropped sections:,B
Broadbalk,1997,winter wheat,20-Aug-96,,"Straw cropped sections 0 only), straw baled sections 1, 2, 3, 4, 6, 7, 8 and 9).",T
Broadbalk,1997,winter wheat,26-Sep-96,,autumn N treatments applied,T
Broadbalk,1997,winter wheat,27-Sep-96,,Farmyard manure applied,T
Broadbalk,1997,winter wheat,15-Oct-96,,"rotary harrowed, Hereward, dressed beet Gold and Ponophos seed Treatment at 380 seed per m.",T
Broadbalk,1997,winter wheat,02-Apr-97,,Topik at 125 ml with Sprayprover at 1.0 1 in 200 1 (except sections 8).,T
Broadbalk,1997,winter wheat,10-Apr-97,,MSS Optica at 2.5 1 in 300 1 (except sections 8). : T : Barclay Holdup at 2.3 1 in 300 1 (except sections 6).,T
Broadbalk,1997,winter wheat,11-Apr-97,,spring N treatments applied.,T
Broadbalk,1997,winter wheat,01-May-97,,Barclay Eyetak at 0.9 1 in 200 1 (except sections 6).,T
Broadbalk,1997,winter wheat,29-May-97,,Starane 2 at 6.5 1 in 300 1 (except sections 8).,T
Broadbalk,1997,winter wheat,30-May-97,,Policur at 0.5 1 with Winter at 0.5 1 in 300 1 (except sections 6).,T
Broadbalk,1997,winter wheat,09-Jul-97,,hand rogued wild oats.,T
Broadbalk,1997,winter wheat,01-Sep-97,,combine harvested,T
Broadbalk,1997,winter oats,20-Aug-96,,wheat straw baled.,T
Broadbalk,1997,winter oats,16-Oct-96,,"rotary harrowed, Image, dressed Anchor, drilled at 350 seed per m,",T
Broadbalk,1997,winter oats,17-Oct-96,,Tribunil at 2.25 kg in 200 1.,T
Broadbalk,1997,winter oats,22-May-97,,Radar at 0.5 1 with Stefes CCC 700 at 2.3 1 in 300 1.,T
Broadbalk,1997,winter oats,20-Aug-97,,combine harvested. Forage Maizo:,T
Broadbalk,1997,winter oats,20-Aug-96,,Straw baled,T
Broadbalk,1997,winter oats,27-Sep-96,,Farmyard manure applied,T
Broadbalk,1997,winter oats,16-Apr-97,,Scythe LC at 3.0 1 with Vassgro Non-ionic at 200 ml in 200 1.,T
Broadbalk,1997,winter oats,23-Apr-97,,"spring N treatments applied, heavy spring-tine cultivated, rotary harrowed, Hudson, dressed Mesurol, drilled at 11 seed per m?.",T
Broadbalk,1997,winter oats,09-Jun-97,,Barclay Mutiny at 1.5 1 in 300 l,T
Broadbalk,1997,winter oats,17-Sep-97,,hand harvested.,T
Broadbalk,1998,all sections,13-Oct-97,,"P, K, Na and Mg applied.",T
Broadbalk,1998,all sections,15-Oct-97,,ploughed and furrow pressed.,B
Broadbalk,1998,all sections,19-Oct-97,,rotary harrowed,B
Broadbalk,1998,all sections,07-Jul-98,,hand rogued wild oats.,
Broadbalk,1998,winter wheat,01-Sep-97,,"Straw cropped sections 0 only), straw baled sections 1, 3,4,5,6,8 and 9).",B
Broadbalk,1998,winter wheat,14-Oct-97,,Farmyard manure and autumn N treatments applied.,T
Broadbalk,1998,winter wheat,15-Oct-97,,"rotary harrowed, Hereward, dressed Anchor and Fonofos seed Treatment at 380 seed per m?.",T
Broadbalk,1998,winter wheat,22-Oct-97,,Rolled,T
Broadbalk,1998,winter wheat,05-Feb-98,,Amazon at 1.0 1 with Chiltern Cropoil at 1.0 1 in 200 1 (except sections 8).,T
Broadbalk,1998,winter wheat,24-Mar-98,,spring N treatments applied.,T
Broadbalk,1998,winter wheat,08-May-98,,Ally at 20 g with Starane 2 at 0.5 1 in 200 1 (except sections 8).,T
Broadbalk,1998,winter wheat,08-May-98,,Opus at 0.7 1 in 200 1 (except sections 6).,T 
Broadbalk,1998,winter wheat,01-Jun-98,,Opus at 0.7 1 in 200 1 (except sections 6).,T
Broadbalk,1998,winter wheat,17-Jun-98,,Bavistin DF at 0.5 kg with Opus at 0.4 1 in 100 1 (except sections 6).,T
Broadbalk,1998,winter wheat,16-Aug-98,,combine harvested,T
Broadbalk,1998,winter oats,01-Sep-97,,wheat straw baled.,T
Broadbalk,1998,winter oats,21-Oct-97,,"rotary harrowed, Image dressed Anchor at 350 seed per m^.",T
Broadbalk,1998,winter oats,23-Oct-97,,Rolled,T
Broadbalk,1998,winter oats,08-May-98,,Ally at 20 g with Starane 2 at 0.5 1 in 200 1.,Š
Broadbalk,1998,winter oats,03-Jul-98,,Mistral at 1.0 2 in 2001.,T
Broadbalk,1998,forage maize,06-Aug-98,,combine harvested,T
Broadbalk,1998,forage maize,20-Aug-97,,Straw baled,@
Broadbalk,1998,forage maize,14-Oct-97,,Farmyard manure applied,T
Broadbalk,1998,forage maize,23-Mar-98,,Gramoxone 100 at 3.0 1 with Luxan Non-Ionic Wetter at 0.1 1 in 260 i.,T
Broadbalk,1998,forage maize,30-Apr-98,,Spring-tine cultivated,T
Broadbalk,1998,forage maize,06-May-98,,Heavy spring-tine cultivated,T
Broadbalk,1998,forage maize,07-May-98,,"spring N treatments applied, rotary harrowed, Hudson, dressed Mesurol at 11 seed per m.",T
Broadbalk,1998,forage maize,12-Jun-98,,Barclay Mutiny at 2.4 1 in 200 l,T
Broadbalk,1998,forage maize,16-Sep-98,,hand harvested.,T
Broadbalk,1999,all sections,22-Sep-98,,P applied,T
Broadbalk,1999,all sections,23-Sep-98,,K and Mg applied.,T
Broadbalk,1999,all sections,24-Sep-98,,Na applied.,T
Broadbalk,1999,all sections,12-Oct-98,,ploughed,B
Broadbalk,1999,all sections,30-Oct-98,,Dec at 8.0 kg.,B
Broadbalk,1999,winter wheat,15-Jul-99,,hand rogued wild oats.,B
Broadbalk,1999,winter wheat,20-Aug-98,,"Straw cropped sections 0 only), straw baled sections 1, 3, 4, 5, 6, 7, 8 and 9).",T
Broadbalk,1999,winter wheat,23-Sep-98,,autumn N applied,T
Broadbalk,1999,winter wheat,25-Sep-98,,Farmyard manure applied,T
Broadbalk,1999,winter wheat,30-Oct-98,,"rotary harrowed, Hereward, tr. Sibutol and Evict, drilled at 400 seed per m with the Nordsten drill.",T
Broadbalk,1999,winter wheat,11-Mar-99,,"Isogard at 1.0 1l with Unite A at 0.125 1l, Unite B at 1.0 1 and Cropoil at 1.0 1 in 200 1 (except sections 8).",T 
Broadbalk,1999,winter wheat,0l-Apr-1999,,spring N treatments applied.,T
Broadbalk,1999,winter wheat,15-Apr-99,,Opus at 0.7 1 in 200 1 (except sections 6).,T
Broadbalk,1999,winter wheat,14-May-99,,Ally at 30 g in 200 1 (except sections 6).,T
Broadbalk,1999,winter wheat,27-May-99,,Opus at 0.75 1 and Sipcam UK Rover 500 at 1.0 1 in 100 1 {except sections 6).,@
Broadbalk,1999,winter wheat,18-Jun-99,,Folicur at 0.25 1 in 100 1 (except sections 6}.,T
Broadbalk,1999,winter wheat,05-Jul-99,,Corbel at 0.75 1 in 200l,Š
Broadbalk,1999,winter wheat,23-Jul-99,,Alpha glyphosate at 4.0 1 in 200 1 (except sections 6).,T
Broadbalk,1999,winter wheat,04-Aug-99,,combine harvested,T
Broadbalk,1999,winter oats,30-Oct-98,,"rotary harrowed, Image, tr. Anchor, drilled at 350 seed per m with the Nordsten drill.",T
