Experiment,year,section,new start date,new end date,operation,plots,flag,operation type,amount,unit,water,water unit,variety,dressing,machine,method
Exhaustion Land,2009,all plots,15/08/2009,,combine harvested plots for yield,,1,harvesting process,,,,,,,,
Exhaustion Land,2009,all plots,04/05/2009,,Agriguard Fluroxypyr,,1,,0.75,l/ha,,,,,,
Exhaustion Land,2009,all plots,15/08/2009,,straw baled,,1,baling process,,,,,,,,
Exhaustion Land,2009,all plots,15/08/2009,,straw sampled and weighed,,1,specimen collection process,,,,,,,,
Exhaustion Land,2009,k test,30/09/2008,,"Basal P (triple superphosphate) plots 02, 04, 06, 08 and 10",,1,agronomic fertilization process,75,kg/ha,,,,,,
Exhaustion Land,2009,k test,30/09/2008,,"Muriate of Potash, plots 23, 43, 63, 83 & 103",,1,agronomic fertilization process,125,kg/ha,,,,,,
Exhaustion Land,2009,k test,30/09/2008,,"Muriate of Potash, plots 24, 44, 64, 84, 104",,1,agronomic fertilization process,250,kg/ha,,,,,,
Exhaustion Land,2009,p test,30/09/2008,,"Triple Superphosphate - plots 011-013, 031-033, 051-053, 071-073 and 091-093",,1,agronomic fertilization process,75,kg/ha,,,,,,
Exhaustion Land,2009,p test,30/09/2008,,"Muriate of Potash, plots 01, 03, 05, 07 & 09",,1,agronomic fertilization process,250,kg/ha,,,,,,
Exhaustion Land,2010,all plots,29/09/2009,,Spread fertiliser,,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2010,all plots,30/09/2009,,ploughed,,1,tillage process,,,,,,,,
Exhaustion Land,2010,all plots,01/10/2009,,cultipressed,,1,tillage process,,,,,,,,
Exhaustion Land,2010,all plots,02/10/2009,,cultipressed,,1,tillage process,,,,,,,,
Exhaustion Land,2010,all plots,05/10/2009,,combination drilled,,1,seeding process,350,seeds/m2,,,Xi19,,,
Exhaustion Land,2010,all plots,05/10/2009,,Liberator - 200 l water,,1,,166,l/ha,,,,,,
Exhaustion Land,2010,all plots,19/03/2010,,Sulphate of Ammonia - As indicated on plan,,1,agronomic fertilization process,238,kg/ha,,,,,,
Exhaustion Land,2010,all plots,10/04/2010,,Cherokee - 146 l water,,1,,1,l/ha,,,,,,
Exhaustion Land,2010,all plots,18/04/2010,,Attribut - 146 l water,,1,,100,g/ha,,,,,,
Exhaustion Land,2010,all plots,18/04/2010,,Amber - 146 l water,,1,,1,l/ha,,,,,,
Exhaustion Land,2010,all plots,18/04/2010,,Oxytril CM - 146 l water,,1,,1,l/ha,,,,,,
Exhaustion Land,2010,all plots,06/05/2010,,Bravo 500 - 200 l water,,1,,1,l/ha,,,,,,
Exhaustion Land,2010,all plots,06/05/2010,,Tracker - 200 l water,,1,,1,l/ha,,,,,,
Exhaustion Land,2010,all plots,06/05/2010,,Chlormequat 3C - 200 l water,,1,,2.25,l/ha,,,,,,
Exhaustion Land,2010,all plots,12/05/2010,,Mow / Rotavate paths,,1,,,,,,,,,
Exhaustion Land,2010,all plots,18/05/2010,,Tomahawk,,1,,1,l/ha,,,,,,
Exhaustion Land,2010,all plots,18/05/2010,,Cleancrop Gallifrey,,1,,1,l/ha,,,,,,
Exhaustion Land,2010,all plots,02/06/2010,,Comet - 200 l water,,1,,0.6,l/ha,,,,,,
Exhaustion Land,2010,all plots,02/06/2010,,Opus - 200 l water,,1,,0.6,l/ha,,,,,,
Exhaustion Land,2010,all plots,03/06/2010,,Rotavated paths,,1,,,,,,,,,
Exhaustion Land,2010,all plots,17/06/2010,,cut paths,,1,mowing process,,,,,,,,
Exhaustion Land,2010,all plots,14/07/2010,,Mow / Rotavate paths,,1,,,,,,,,,
Exhaustion Land,2010,all plots,31/08/2010,,combine harvested plots for yield,,1,harvesting process,,,,,,,,
Exhaustion Land,2010,all plots,31/08/2010,,straw baled,,1,baling process,,,,,,,,
Exhaustion Land,2010,,31/08/2010,,straw sampled and weighed,,1,specimen collection process,,,,,,,,
Exhaustion Land,2010,all plots,03/09/2010,,Combine harvest discards,,1,harvesting process,,,,,,,,
Exhaustion Land,2010,all plots,15/04/2010,,Nitram,,1,,580,kg/ha,,,,,,
Exhaustion Land,2010,all plots,06/04/2010,,Kieserite,,1,,80,kg/ha,,,,,,
Exhaustion Land,2010,all plots,19/05/2010,,Nitram,,1,,145,kg/ha,,,,,,
Exhaustion Land,2010,all plots,04/09/2010,,straw baled,,1,baling process,,,,,,,,
Exhaustion Land,2010,k test,29/09/2009,,"Basal P (triple superphosphate) plots 02, 04, 06, 08 and 10",,1,agronomic fertilization process,75,kg/ha,,,,,,
Exhaustion Land,2010,k test,29/09/2009,,"Muriate of Potash, plots 23, 43, 63, 83 & 103",,1,agronomic fertilization process,125,kg/ha,,,,,,
Exhaustion Land,2010,k test,29/09/2009,,"Muriate of Potash, plots 24, 44, 64, 84, 104",,1,agronomic fertilization process,205,kg/ha,,,,,,
Exhaustion Land,2010,p test,29/09/2009,,"Triple Superphosphate - plots 011-013, 031-033, 051-053, 071-073 and 091-093",,1,agronomic fertilization process,75,kg/ha,,,,,,
Exhaustion Land,2010,p test,29/09/2009,,"Muriate of Potash, plots 01, 03, 05, 07 & 09",,1,agronomic fertilization process,250,kg/ha,,,,,,
Exhaustion Land,2011,all plots,10/10/2010,,ploughed,,1,tillage process,,,,,,,,
Exhaustion Land,2011,all plots,10/10/2010,,ploughed,,1,tillage process,,,,,,,,
Exhaustion Land,2011,all plots,13/10/2010,,cultipressed,,1,tillage process,,,,,,,,
Exhaustion Land,2011,all plots,15/10/2010,,seed drilled,,1,seeding process,350,seeds/m2,,,Xi19,Anchor,,
Exhaustion Land,2011,all plots,16/10/2010,,rolled,,1,tillage process,,,,,,,,
Exhaustion Land,2011,all plots,17/10/2010,,Regatta - water volume = 200 l/ha,,1,,0.6,l/ha,,,,,,sprayed
Exhaustion Land,2011,all plots,06/04/2011,,Applied Kieserite,,1,agronomic fertilization process,80,kg/ha,,,,,,
Exhaustion Land,2011,all plots,14/04/2011,,Applied Ammonium Sulphate Fertiliser,,1,agronomic fertilization process,238,kg/ha,,,,,,
Exhaustion Land,2011,all plots,28/03/2011,,Cherokee in 118 l/ha,winter wheat plots,1,,1.25,l/ha,,,,,,sprayed
Exhaustion Land,2011,all plots,05/05/2011,,Bravo 500 in mix in 200 l/ha water,,1,,1,l/ha,,,,,,sprayed
Exhaustion Land,2011,all plots,05/05/2011,,Tracker in mix in 200 l/ha water,,1,,1,l/ha,,,,,,sprayed
Exhaustion Land,2011,all plots,05/05/2011,,Agriguard Chlormequat 720 in mix in 200 l/ha water,,1,,2.25,l/ha,,,,,,sprayed
Exhaustion Land,2011,all plots,10/05/2011,,Applied Nitram,,1,agronomic fertilization process,146,kg/ha,,,,,,
Exhaustion Land,2011,all plots,16/05/2011,,cut paths,,1,mowing process,,,,,,,,
Exhaustion Land,2011,all plots,19/05/2011,,Opus in mix in 100 l/ha water,,1,,0.8,l/ha,,,,,,sprayed
Exhaustion Land,2011,all plots,03/06/2011,,Rotavated paths,,1,,,,,,,,,
Exhaustion Land,2011,all plots,08/06/2011,,cut paths,,1,mowing process,,,,,,,,
Exhaustion Land,2011,all plots,20/06/2011,,cut paths,,1,mowing process,,,,,,,,
Exhaustion Land,2011,all plots,12/08/2011,,Combined O&E's - Opened up trials with commercial combine ready for yields to be taken,,1,harvesting process,,,,,,,,
Exhaustion Land,2011,all plots,12/08/2011,,Baled O&E's - Baled area discard area cut to open out trials,,1,baling process,,,,,,,,
Exhaustion Land,2011,all plots,16/08/2011,,Straw weights,,1,,,,,,,,,
Exhaustion Land,2011,all plots,16/08/2011,,Combined - O&E's,,1,,,,,,,,,
Exhaustion Land,2011,all plots,13/04/2011,,Applied Nitram,,1,agronomic fertilization process,580,kg/ha,,,,,,
Exhaustion Land,2011,all plots,01/08/2011,,cut paths,,1,mowing process,,,,,,,,
Exhaustion Land,2011,all plots,05/05/2011,,Ally Max in mix in 200 l/ha water,,1,,42,g/ha,,,,,,sprayed
Exhaustion Land,2011,all plots,05/05/2011,,Starane 2 in mix in 200 l/ha water,,1,,0.75,l/ha,,,,,,sprayed
Exhaustion Land,2011,all plots,19/05/2011,,Comet 200 in mix in 100 l/ha water,,1,,0.6,l/ha,,,,,,sprayed
Exhaustion Land,2011,all plots,19/05/2011,,Bravo 500 in mix in 100 l/ha water,,1,,1,l/ha,,,,,,sprayed
Exhaustion Land,2011,all plots,23/05/2011,,cut paths,,1,mowing process,,,,,,,,
Exhaustion Land,2011,all plots,17/08/2011,,straw baled,,1,baling process,,,,,,,,
Exhaustion Land,2011,k test,07/10/2010,,"Basal P (triple superphosphate) plots 02, 04, 06, 08 and 10",,1,agronomic fertilization process,75,kg/ha,,,,,,
Exhaustion Land,2011,k test,07/10/2011,,"Muriate of Potash, plots 23, 43, 63, 83 & 103",,1,agronomic fertilization process,125,kg/ha,,,,,,
Exhaustion Land,2011,k test,07/10/2011,,"Muriate of Potash, plots 24, 44, 64, 84, 104",,1,agronomic fertilization process,250,kg/ha,,,,,,
Exhaustion Land,2011,p test,07/10/2010,,"Triple superphosphate plots 011-013, 031-033, 051-053, 071-073, 091-093",,1,agronomic fertilization process,75,kg/ha,,,,,,
Exhaustion Land,2011,p test,07/10/2010,,"Muriate of Potash - plots 011-014, 031-034, 051-054, 071-074, 091-094.",,1,agronomic fertilization process,250,kg/ha,,,,,,
Exhaustion Land,2012,all plots,15/08/2011,,Combined for yield,,1,,,,,,,,,
Exhaustion Land,2012,all plots,15/08/2011,,Straw weights,,1,,,,,,,,,
Exhaustion Land,2012,all plots,29/09/2011,,"Applied Triple Super Phosphate, as per plan",,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2012,all plots,29/09/2011,,"Applied Muriate of Potash, as per plan",,1,agronomic fertilization process,,,,,,,,
Exhaustion Land,2012,all plots,30/09/2011,,"Applied Chalk, as per plan","plots 022, 024, 074.",1,liming process,2,t/ha,,,,,,
Exhaustion Land,2012,all plots,03/10/2011,,ploughed,,1,tillage process,,,,,,,,
Exhaustion Land,2012,all plots,04/10/2011,,cultipressed,,1,tillage process,,,,,,,,
Exhaustion Land,2012,all plots,12/10/2011,,rolled,,1,tillage process,,,,,,,,
Exhaustion Land,2012,all plots,14/10/2011,,Liberator in 200 l/ha of water,,1,,0.6,l/ha,,,,,,sprayed
Exhaustion Land,2012,all plots,16/03/2012,,Applied Ammonium Sulphate Fertiliser,,1,agronomic fertilization process,238,kg/ha,,,,,,
Exhaustion Land,2012,all plots,22/03/2012,,Cherokee SE in mix in 200 l/ha,,1,,1,l/ha,,,,,,sprayed
Exhaustion Land,2012,all plots,05/05/2012,,Ally Max in mix in 200 l/ha water,,1,,42,g/ha,,,,,,sprayed
Exhaustion Land,2012,all plots,05/05/2012,,Bravo 500 in mix in 200 l/ha of water,,1,,1,l/ha,,,,,,sprayed
Exhaustion Land,2012,all plots,05/05/2012,,Tracker in mix in 200 l/ha water,,1,,1,l/ha,,,,,,sprayed
Exhaustion Land,2012,all plots,05/05/2012,,Agriguard in mix in 200l/ha of water,,1,,2.25,l/ha,,,,,,sprayed
Exhaustion Land,2012,all plots,05/05/2012,,Starane 2 in mix in 200l/ha of water,,1,,0.5,l/ha,,,,,,sprayed
Exhaustion Land,2012,all plots,30/09/2011,,applied chalk,"plots 011, 023, 044, 061, 062, 063, 064, 071, 082, 083, 084, 103.",1,liming process,4,t/ha,,,,,,
Exhaustion Land,2012,all plots,30/09/2011,,applied chalk,"plots 021, 041, 042, 043, 051, 054, 081, 101, 102, 104.",1,liming process,6,t/ha,,,,,,
Exhaustion Land,2012,all plots,23/05/2012,,Opus,,1,,0.8,l/ha,,,,,,sprayed
Exhaustion Land,2012,all plots,17/05/2012,,cut paths,,1,mowing process,,,,,,,,
Exhaustion Land,2012,all plots,23/05/2012,,Comet,,1,,0.6,l/ha,,,,,,sprayed
Exhaustion Land,2012,all plots,23/05/2012,,Bravo 500,,1,,1,l/ha,,,,,,sprayed
Exhaustion Land,2012,all plots,13/06/2012,,Amistar in mix in 100 l/ha of water,,1,,0.3,l/ha,,,,,,sprayed
Exhaustion Land,2012,all plots,14/06/2012,,cut paths,,1,mowing process,,,,,,,,
Exhaustion Land,2012,all plots,06/08/2012,,cut paths,,1,mowing process,,,,,,,,
Exhaustion Land,2012,all plots,07/08/2012,,Samurai,,1,,3,l/ha,,,,,,sprayed
Exhaustion Land,2012,all plots,23/08/2012,,Harvested,,1,harvesting process,,,,,,,,
Exhaustion Land,2012,all plots,24/08/2012,,Harvested O&E's,,1,harvesting process,,,,,,,,
Exhaustion Land,2012,all plots,24/08/2012,,straw baled,,1,baling process,,,,,,,,
Exhaustion Land,2012,all plots,24/08/2012,,straw sampled and weighed,,1,specimen collection process,,,,,,,,
Exhaustion Land,2012,all plots,20/09/2012,,Whole field w/ Weedazol EW,,1,,20,l/ha,,,,,,sprayed
Exhaustion Land,2012,all plots,28/09/2012,,"Spread Muriate of Potash - plots 103, 83, 63, 43, 23",,1,agronomic fertilization process,125,kg/ha,,,,,,
Exhaustion Land,2012,all plots,28/09/2012,,"Spread Muriate of Potash - plots 104-94, 87-73, 64-54, 44-34, 24-14",,1,agronomic fertilization process,250,kg/ha,,,,,,
Exhaustion Land,2012,all plots,28/09/2012,,"Spread TSP as on sheet on plots 101-93, 81-73, 61-53, 41-33, 21-13",,1,,75,kg/ha,,,,,,
Exhaustion Land,2012,all plots,13/06/2013,,Prosaro in mix in 100 l/ha of water,,1,,0.7,l/ha,,,,,,sprayed
Exhaustion Land,2012,all plots,11/04/2012,,Applied Nitram Feriliser,,1,agronomic fertilization process,580,kg/ha,,,,,,
Exhaustion Land,2012,all plots,17/05/2012,,Applied Nitram,,1,agronomic fertilization process,145,kg/ha,,,,,,
Exhaustion Land,2012,all plots,22/03/2012,,Justice in mix in 200 l/ha,,1,,0.125,l/ha,,,,,,sprayed
Exhaustion Land,2013,all plots,20/09/2012,,Whole field w/ Weedazol EW,,1,,20,l/ha,,,,,,sprayed
Exhaustion Land,2013,all plots,28/09/2012,,Spread MOP Fertilizer,"plots 104-94, 87-73, 64-54, 44-34, 24-14",1,agronomic fertilization process,250,kg/ha,,,,,,
Exhaustion Land,2013,all plots,28/09/2012,,"Spread TSP as on sheet on plots 101-93, 81-73, 61-53, 41-33, 21-13",,1,,75,kg/ha,,,,,,
Exhaustion Land,2013,all plots,15/11/2012,,"Liberator, also O&E's at each end of EX/4",,1,,0.6,l/ha,,,,,,sprayed
Exhaustion Land,2013,all plots,15/11/2012,,Spread Slug Pellets (Gusto),,1,,5,kg/ha,,,,,,
Exhaustion Land,2013,all plots,11/03/2013,,Applied Kieserite,,1,agronomic fertilization process,80,kg/ha,,,,,,
Exhaustion Land,2013,all plots,12/03/2013,,Applied Ammonium Sulphate Fertiliser,,1,agronomic fertilization process,238,kg/ha,,,,,,
Exhaustion Land,2013,all plots,25/04/2013,,Applied Nitram,,1,agronomic fertilization process,580,kg/ha,,,,,,
Exhaustion Land,2013,all plots,16/05/2013,,Ally Max,,1,,42,g/ha,,,,,,sprayed
Exhaustion Land,2013,all plots,16/05/2013,,Kingdom,,1,,1.25,l/ha,,,,,,sprayed
Exhaustion Land,2013,all plots,16/05/2013,,Bravo 500,,1,,1,l/ha,,,,,,sprayed
Exhaustion Land,2013,all plots,16/05/2013,,NewCycocel,,1,,2,l/ha,,,,,,sprayed
Exhaustion Land,2013,all plots,16/05/2013,,Hatchet Extra,,1,,1,l/ha,,,,,,sprayed
Exhaustion Land,2013,all plots,21/05/2013,,Applied Nitram,,1,agronomic fertilization process,145,kg/ha,,,,,,
Exhaustion Land,2013,all plots,06/06/2013,,Ingite,,1,,1.2,l/ha,,,,,,sprayed
Exhaustion Land,2013,all plots,18/06/2013,,Cello,,1,,0.55,l/ha,,,,,,sprayed
Exhaustion Land,2013,all plots,19/06/2013,,cut paths,,1,mowing process,,,,,,,,
Exhaustion Land,2013,all plots,12/08/2013,,Harvested,,1,harvesting process,,,,,,,Claas,
Exhaustion Land,2013,all plots,13/08/2013,,Harvested,,1,harvesting process,,,,,,,Sampo,
Exhaustion Land,2013,all plots,04/07/2013,,cut paths,,1,mowing process,,,,,,,,
Exhaustion Land,2013,all plots,13/08/2013,,straw baled,,1,baling process,,,,,,,,
Exhaustion Land,2013,all plots,13/08/2013,,weighed and sampled plots,,1,specimen collection process,,,,,,,,
Exhaustion Land,2013,all plots,15/10/2012,,seed drilled,,1,seeding process,400,seeds/m2,,,Xi19,,,
Exhaustion Land,2013,all plots,19/06/2013,,cut paths,,1,mowing process,,,,,,,,
Exhaustion Land,2013,all plots,28/09/2012,,Spread MOP Fertilizer,"plots - 103, 83, 63, 43, 23",1,agronomic fertilization process,125,kg/ha,,,,,,
Exhaustion Land,2013,all plots,15/11/2012,,"PDM, also O&E's at each end of EX/4",,1,,2.7,l/ha,,,,,,sprayed
Exhaustion Land,2013,all plots,06/06/2013,,Comet,,1,,0.4,l/ha,,,,,,sprayed
Exhaustion Land,2013,all plots,20/08/2013,,Harvested O&E's,,1,harvesting process,,,,,,,Claas,
Exhaustion Land,2014,all plots,30/09/2013,,Applied MOP Fertiliser -,"Plots 023, 043, 063, 083, 103",1,agronomic fertilization process,125,kg/ha,,,,,,
Exhaustion Land,2014,all plots,30/09/2013,,Applied MOP Fertiliser -,"Plots 011, 012, 013, 014, 024, 031, 032, 033, 034, 044, 051, 052, 053, 054, 064, 071, 072, 073, 074, 084, 091, 092, 093, 094, 104",1,agronomic fertilization process,250,kg/ha,,,,,,
Exhaustion Land,2014,all plots,30/09/2013,,"Applied TSP - All Plots except Plots 014, 034, 054, 074, 094",,1,agronomic fertilization process,75,kg/ha,,,,,,
Exhaustion Land,2014,all plots,01/10/2013,,Topping,,1,mowing process,,,,,,,,
Exhaustion Land,2014,all plots,02/10/2013,,applied chalk,"plots 013, 014, 041, 043, 051, 054, 072",1,liming process,2,t/ha,,,,,,
Exhaustion Land,2014,all plots,02/10/2013,,applied chalk,"plots 011, 012, 022, 023, 024, 031, 052, 053, 061, 062, 063, 064, 082, 083, 084, 101, 103",1,liming process,6,t/ha,,,,,,
Exhaustion Land,2014,all plots,09/10/2013,,ploughed,,1,tillage process,,,,,,,,
Exhaustion Land,2014,all plots,10/10/2013,,cultipressed,,1,tillage process,,,,,,,,
Exhaustion Land,2014,all plots,18/10/2013,,seed drilled,,1,seeding process,400,seeds/m2,,,Xi19,,,
Exhaustion Land,2014,all plots,27/11/2013,,Applied Major Slug Pellets,,1,agronomic fertilization process,4,kg/ha,,,,,,
Exhaustion Land,2014,all plots,27/11/2013,,Hallmark,,1,,50,ml/ha,,,,,,sprayed
Exhaustion Land,2014,all plots,27/11/2013,,Liberator,,1,,600,ml/ha,,,,,,sprayed
Exhaustion Land,2014,all plots,27/11/2013,,Stomp,,1,,1.7,l/ha,,,,,,sprayed
Exhaustion Land,2014,all plots,10/03/2014,,Applied sulphate of ammonia - All Plots,,1,agronomic fertilization process,238,kg/ha,,,,,,
Exhaustion Land,2014,all plots,03/04/2014,,Artemis,,1,,1,l/ha,,,,,,sprayed
Exhaustion Land,2014,all plots,03/04/2014,,Bravo 500,,1,,1,l/ha,,,,,,sprayed
Exhaustion Land,2014,all plots,03/04/2014,,BASF 3C 720,,1,,1.75,l/ha,,,,,,sprayed
Exhaustion Land,2014,all plots,13/05/2014,,Applied Nitram - All Plots,,1,agronomic fertilization process,145,kg/ha,,,,,,
Exhaustion Land,2014,all plots,16/05/2014,,Simba,,1,,30,g/ha,,,,,,sprayed
Exhaustion Land,2014,all plots,06/06/2014,,Cello,,1,,550,ml/ha,,,,,,sprayed
Exhaustion Land,2014,all plots,25/06/2014,,Rotavated Fallow Areas (discard surrounds),,1,,,,,,,,,
Exhaustion Land,2014,all plots,19/08/2014,,Harvested O&E's,,1,harvesting process,,,,,,,Claas,
Exhaustion Land,2014,all plots,21/08/2014,,harvested all plots,,1,harvesting process,,,,,,,Sampo,
Exhaustion Land,2014,all plots,24/08/2014,,straw baled,,1,baling process,,,,,,,,
Exhaustion Land,2014,all plots,24/08/2014,,Sampled and Weighed Straw - all plots,,1,specimen collection process,,,,,,,,
Exhaustion Land,2014,all plots,04/09/2014,,Combine - Harvesting Leftover Wheat from Trial,,1,harvesting process,,,,,,,Claas,
Exhaustion Land,2014,all plots,02/10/2013,,applied chalk,"plots 021, 042, 044, 081, 071, 074, 091, 102, 104",1,liming process,4,t/ha,,,,,,
Exhaustion Land,2014,all plots,09/04/2014,,Applied Kieserite - all plots,,1,agronomic fertilization process,80,kg/ha,,,,,,
Exhaustion Land,2014,all plots,28/04/2014,,Kingdom,,1,,1.25,l/ha,,,,,,sprayed
Exhaustion Land,2014,all plots,28/04/2014,,Bravo 500,,1,,1,l/ha,,,,,,sprayed
Exhaustion Land,2014,all plots,31/07/2014,,Cut Paths - in and around experiment,,1,mowing process,,,,,,,,
Exhaustion Land,2014,all plots,01/04/2014,,Applied Nitram Fertilizer - All Plots,,1,agronomic fertilization process,580,kg/ha,,,,,,
Exhaustion Land,2014,all plots,16/05/2014,,Vortex,,1,,1.5,l/ha,,,,,,sprayed
Exhaustion Land,2014,note,,,"Note Samples of grain and straw were taken for chemical analysis. The yield strips on plots 031, 034, 071, 074, 091 & 094 were made smaller this year to avoid areas where the crop had already been sampled by S. McGrath et al.",,1,comment,,,,,,,,
Exhaustion Land,2015,all plots,02/10/2014,,Applied TSP,,1,agronomic fertilization process,75,kg/ha,,,,,,
Exhaustion Land,2015,all plots,02/10/2014,,"Applied MOP onto plots 103, 83, 63, 43 & 23",,1,agronomic fertilization process,125,kg/ha,,,,,,
Exhaustion Land,2015,all plots,02/10/2014,,"Applied MOP onto plots 104-24, 91-11, 92-12, 93-13, 94-14.",,1,agronomic fertilization process,250,kg/ha,,,,,,
Exhaustion Land,2015,all plots,08/10/2014,,ploughed - thrown north,,1,tillage process,,,,,,,,
Exhaustion Land,2015,all plots,28/10/2014,,seed drilled,,1,seeding process,400,seeds/m2,,,Crusoe,Redigo Deter,,
Exhaustion Land,2015,all plots,01/11/2014,,Ring Rolled all new drilling,,1,tillage process,,,,,,,,
Exhaustion Land,2015,all plots,10/11/2014,,Crystal,,1,,4,l/ha,,,,,,sprayed
Exhaustion Land,2015,all plots,04/12/2014,,Hallmark,,1,,50,ml/ha,,,,,,sprayed
Exhaustion Land,2015,all plots,23/03/2015,,Applied Ammonia Sulphate (21%N) onto plots,,1,agronomic fertilization process,238,kg/ha,,,,,,
Exhaustion Land,2015,all plots,05/04/2015,,Artemis,,1,,1,l/ha,,,,,,sprayed
Exhaustion Land,2015,all plots,05/04/2015,,Bravo 500,,1,,1,l/ha,,,,,,sprayed
Exhaustion Land,2015,all plots,05/04/2015,,Chlormequat 750,,1,,1.25,l/ha,,,,,,sprayed
Exhaustion Land,2015,all plots,05/04/2015,,Moddus,,1,,150,ml/ha,,,,,,sprayed
Exhaustion Land,2015,all plots,09/04/2015,,Applied Nitram fertiliser (34.5%N) to Winter Wheat Plots,winter wheat plots,1,agronomic fertilization process,580,kg/ha,,,,,,
Exhaustion Land,2015,all plots,16/04/2015,,Applied Kieserite to Winter Wheat Plots,,1,agronomic fertilization process,80,kg/ha,,,,,,
Exhaustion Land,2015,all plots,27/04/2015,,Kingdom,,1,,1.25,l/ha,,,,,,sprayed
Exhaustion Land,2015,all plots,27/04/2015,,Balear 720,,1,,700,ml/ha,,,,,,sprayed
Exhaustion Land,2015,all plots,30/04/2015,,Applied Nitram fertiliser (34.5%N) to Winter Wheat Plots,winter wheat plots,1,agronomic fertilization process,145,kg/ha,,,,,,
Exhaustion Land,2015,all plots,27/05/2015,,Ally Max,,1,,30,gm/ha,,,,,,sprayed
Exhaustion Land,2015,all plots,27/05/2015,,Gemstone,,1,,1,l/ha,,,,,,sprayed
Exhaustion Land,2015,all plots,27/05/2015,,Bravo 500,,1,,1,l/ha,,,,,,sprayed
Exhaustion Land,2015,all plots,15/06/2015,,Proline onto WW,,1,,500,ml/ha,,,,,,sprayed
Exhaustion Land,2015,all plots,06/08/2015,,Topped Paths HE,,1,mowing process,,,,,,,,
Exhaustion Land,2015,all plots,27/08/2015,,Bassoon,,1,,750,ml/ha,,,,,,sprayed
Exhaustion Land,2015,all plots,07/09/2015,,Harvested All Commercial WW,,,harvesting process,,,,,,,,
Exhaustion Land,2015,all plots,07/09/2015,,straw swathed,,1,swathing process,,,,,,,,
Exhaustion Land,2015,all plots,13/09/2015,,Harvested All Plots for Grain Yield,,1,harvesting process,,,,,,,,
Exhaustion Land,2015,all plots,13/09/2015,,straw baled,,1,baling process,,,,,,,,
Exhaustion Land,2015,all plots,13/09/2015,,straw sampled and weighed,,1,specimen collection process,,,,,,,,
Exhaustion Land,2015,all plots,17/09/2015,,removed round bales from field,,1,,,,,,,,,
Exhaustion Land,2015,all plots,07/09/2015,,straw swathed,,1,swathing process,,,,,,,,
Exhaustion Land,2016,all plots,04/04/2016,,Applied Nitram @ 34.5%N,,1,agronomic fertilization process,840,kg/ha,,,,,,
Exhaustion Land,2016,all plots,01/10/2016,,"Applied TSP - plots 101-021, 102-022, 103-023, 104-024, 091-011 & 092-012",,1,agronomic fertilization process,75,kg/ha,,,,,,
Exhaustion Land,2016,all plots,25/08/2016,,harvested all plots,,1,harvesting process,,,,,,,,
Exhaustion Land,2016,note,,,"Note Samples of grain and straw were taken for chemical analysis. The yield strips on plots 031-034, 071-074, 091-094 (12 plots in total) were made smaller this year to avoid areas where the crop had already been sampled by S. McGrath et al. 16/R/EX/4",,1,comment,,,,,,,,
Exhaustion Land,2016,p test,25/08/2015,,Firebrand,,1,,1,l/ha,,,,,,sprayed
Exhaustion Land,2016,p test,25/08/2015,,Samurai,,1,,4,l/ha,,,,,,sprayed
Exhaustion Land,2016,p test,25/08/2015,,Firebrand,,1,,1,l/ha,,,,,,sprayed
Exhaustion Land,2016,p test,01/10/2015,,"Applied MOP - Plots 103, 83, 63, 43 & 23",,1,agronomic fertilization process,125,kg/ha,,,,,,
Exhaustion Land,2016,p test,01/10/2015,,"Applied MOP - Plots 094-014, 092-012, 104-024, 093-013, 091-011",,1,agronomic fertilization process,250,kg/ha,,,,,,
Exhaustion Land,2016,p test,09/10/2015,,ploughed - thrown south,,1,tillage process,,,,,,,,
Exhaustion Land,2016,p test,09/10/2015,,Topped all field and exp - Batwing,,1,mowing process,,,,,,,,
Exhaustion Land,2016,p test,15/10/2015,,power harrowed - seed bed preparation,,1,tillage process,,,,,,,,
Exhaustion Land,2016,p test,15/10/2015,,seed drilled,,1,seeding process,350,seeds/m2,,,Crusoe,Redigo,,
Exhaustion Land,2016,p test,18/10/2015,,Ring Rolled all new drilling,,1,tillage process,,,,,,,,
Exhaustion Land,2016,p test,19/10/2015,,WW - Liberater,,1,,0.6,l/ha,,,,,,sprayed
Exhaustion Land,2016,p test,19/10/2015,,WW - Stomp Aqua,,1,,1.75,l/ha,,,,,,sprayed
Exhaustion Land,2016,p test,12/11/2015,,Hallmark,,1,,40,ml/ha,,,,,,sprayed
Exhaustion Land,2016,p test,03/12/2015,,Applied TDS Major,,1,agronomic fertilization process,5,kg/ha,,,,,,
Exhaustion Land,2016,p test,12/12/2015,,Hallmark,,1,,40,ml/ha,,,,,,sprayed
Exhaustion Land,2016,p test,21/03/2016,,applied Sulphate of Ammonia,,1,agronomic fertilization process,238,kg/ha,,,,,,
Exhaustion Land,2016,p test,08/04/2016,,Moddus,,1,,150,ml/ha,,,,,,sprayed
Exhaustion Land,2016,p test,08/04/2016,,BASF 3C Chlormequat750,,1,,1.25,l/ha,,,,,,sprayed
Exhaustion Land,2016,p test,08/04/2016,,Odin,,1,,500,ml/ha,,,,,,sprayed
Exhaustion Land,2016,p test,08/04/2016,,Mirage 40ec,,1,,500,ml/ha,,,,,,sprayed
