Experiment,Year,section,start date,end date,operation,operation_type,flag,intensity,application_method,orig_operation,amount,amount unit,water,water unit,tank mix,plot,crop,variety,dressing,machine
R/WF/3,2010,fallow,20/05/2010,,rotavated,tillage process,3,1,,Rotavate - fallow areas,,,,,,,,,,
R/WF/3,2010,fallow,21/07/2010,,rotavated,tillage process,3,1,,rotovated fallows,,,,,,,,,,
R/WF/3,2010,wheat,31/08/2010,,combine harvested plots for yield,harvesting process,3,,,"combine harvested, plots for yield.",,,,,,,,,,
R/WF/3,2010,wheat,31/08/2010,,straw baled,baling process,3,,,"Sample, bale and weigh straw",,,,,,,,,,
R/WF/3,2010,wheat,31/08/2010,,sampled and weighed straw,specimen collection process,3,,,,,,,,,,,,,
R/WF/3,2010,wheat,03/09/2010,,combine harvested discard,harvesting process,3,,,Combine harvest discards,,,,,,,,,,
R/WF/3,2010,wheat,04/09/2010,,straw baled,baling process,3,,,Baled,,,,,,,,,,
R/WF/3,2011,all plots,10/10/2010,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,2011,all plots,13/10/2010,,cultipressed,tillage process,3,1,,cultipressed,,,,,,,,,,
R/WF/3,2011,all plots,16/10/2010,,rolled,land levelling process,3,,,rolled,,,,,,,,,,
R/WF/3,2011,fallow,24/03/2011,,flexitined,tillage process,3,1,,Flexitined - Fallow plots,,,,,,,,,,
R/WF/3,2011,fallow,13/04/2011,,flexitined,tillage process,3,1,,Flexitined - Fallow plots,,,,,,,,,,
R/WF/3,2011,fallow,14/04/2011,,power harrowed,tillage process,3,1,,Power harrowed - Fallow section,,,,,,,,,,
R/WF/3,2011,paths,16/05/2011,,cut paths,mowing process,3,,,cut paths,,,,,,,,,,
R/WF/3,2011,paths,23/05/2011,,cut paths,mowing process,3,,,cut paths,,,,,,,,,,
R/WF/3,2011,fallow,23/05/2011,,rotavated,tillage process,3,1,,rotovated fallows,,,,,,,,,,
R/WF/3,2011,paths,20/06/2011,,cut paths,mowing process,3,,,cut paths,,,,,,,,,,
R/WF/3,2011,paths,01/08/2011,,cut paths,mowing process,3,,,cut paths,,,,,,,,,,
R/WF/3,2011,all plots,12/08/2011,,Combined O+Es - Opened up trials with commercial combine ready for yields to be taken,harvesting process,3,,,Combined O+Es - Opened up trials with commercial combine ready for yields to be taken,,,,,,,,,,
R/WF/3,2011,all plots,12/08/2011,,Baled O+Es - Baled area discard area cult to open out trials,baling process,3,,,Baled OÃ‚Â«Es - Baled area discard area cult to open out trials,,,,,,,,,,
R/WF/3,2011,all plots,03/09/2011,,Combined for yields,harvesting process,3,,,Combined for yields,,,,,,,,,,
R/WF/3,2011,all plots,03/09/2011,,Straw weighed,weighing process,3,,,Straw weights,,,,,,,,,,
R/WF/3,2012,all plots,04/10/2012,,ploughed,tillage process,3,1,,,,,,,,,,,,
R/WF/3,2012,all plots,03/10/2011,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,2012,all plots,04/10/2011,,cultipressed,tillage process,3,1,,Culipressed -,,,,,,,,,,
R/WF/3,2012,all plots,12/10/2011,,rolled,land levelling process,3,,,rolled,,,,,,,,,,
R/WF/3,2012,fallow,10/04/2012,,rotavated,tillage process,3,1,,Rotovated lallow areas -,,,,,,,,,,
R/WF/3,2012,paths,14/06/2012,,cut paths,mowing process,3,,,cut paths,,,,,,,,,,
R/WF/3,2012,paths,07/08/2012,,cut paths,mowing process,3,,,Paths Cut and Cultivated .,,,,,,,,,,
R/WF/3,2012,paths,07/08/2012,,cultivated,tillage process,3,1,,,,,,,,,,,,
R/WF/3,2012,all plots,23/08/2012,,harvested,harvesting process,3,,,harvested,,,,,,,,,,
R/WF/3,2012,all plots,24/08/2012,,harvested O+Es,harvesting process,3,,,Harvested OÃ‚Â«E's .,,,,,,,,,,
R/WF/3,2012,all plots,24/08/2012,,straw baled,baling process,3,,,"sampled, baled and weighed straw",,,,,,,,,,
R/WF/3,2012,all plots,24/08/2012,,sampled and weighed straw,specimen collection process,3,,,,,,,,,,,,,
R/WF/3,2012,fallow,14/09/2012,,rotavated,tillage process,3,1,,rotovated fallows,,,,,,,,,,
R/WF/3,2013,wheat,31/08/2013,,harvested O+Es,harvesting process,3,,,,,,,,,,,,,Claas
R/WF/3,2013,Plot 1,02/04/2013,,springtined,tillage process,3,1,,Springtined plot 1 Ã¢â‚¬â€� d,,,,,,,,,,
R/WF/3,2013,fallow,22/05/2013,,rotavated,tillage process,3,1,,rotovated fallows,,,,,,,,,,
R/WF/3,2013,paths,19/06/2013,,cut paths,mowing process,3,,,CutPaths De Ã¢â‚¬â€�,,,,,,,,,,
R/WF/3,2013,paths,04/07/2013,,cut paths,mowing process,3,,,cut paths,,,,,,,,,,
R/WF/3,2013,fallow,11/07/2013,,rotavated,tillage process,3,1,,Ã¢â‚¬â€� Rotavated Fallow Ã¢â‚¬â€� Ã¢â‚¬â€�,,,,,,,,,,
R/WF/3,2013,paths,19/07/2013,,cut paths,mowing process,3,,,"Cul Paths, - Ã¢â‚¬â€�",,,,,,,,,,
R/WF/3,2013,wheat,12/08/2013,,"Harvested, opened up exp",harvesting process,3,,,"Claas - Harvested, opened up exp. Ã¢â‚¬â€� -Ã¢â‚¬â€�",,,,,,,,,,Claas
R/WF/3,2013,wheat,28/08/2013,,Harvested all Plots,harvesting process,3,,,Sampo - Harvested all Plots Ã¢â‚¬â€� Ã¢â‚¬â€�,,,,,,,,,,Sampo
R/WF/3,2013,wheat,29/08/2013,,harvested,harvesting process,3,,,Sampo - Harvested = -Ã¢â‚¬â€�,,,,,,,,,,Sampo
R/WF/3,2013,wheat,29/08/2013,,straw baled,baling process,3,,,Baled Sampled and Weighed E Ã¢â‚¬â€�,,,,,,,,,,
R/WF/3,2013,wheat,29/08/2013,,sampled and weighed straw,specimen collection process,3,,,,,,,,,,,,,
R/WF/3,2014,wheat,21/08/2014,,harvested,harvesting process,3,,,,,,,,,,,,,
R/WF/3,2014,all plots,01/10/2013,,Topping,mowing process,3,,,"Topping ""n",,,,,,,,,,
R/WF/3,2014,all plots,09/10/2013,,ploughed,tillage process,3,1,,Ploughed HE,,,,,,,,,,
R/WF/3,2014,all plots,10/10/2013,,cultipressed,tillage process,3,1,,Cultipressed Ã‚Â£f,,,,,,,,,,
R/WF/3,2014,fallow,04/04/2014,,rotavated,tillage process,3,1,,Rotavated All Fallow Plots --,,,,,,,,,,
R/WF/3,2014,fallow,09/04/2014,,power harrowed,tillage process,3,1,,Power-harrowed - Fallows and Fallow D plots,,,,,,,,,,
R/WF/3,2015,wheat,17/09/2015,,removed round bales from field,baling process,3,,,,,,,,,,,,,
R/WF/3,2015,all plots,08/10/2014,,ploughed - thrown north,tillage process,3,1,,ploughed (thrown North) . l,,,,,,,,,,
R/WF/3,2015,fallow,20/04/2015,,power harrowed,tillage process,3,1,,Power harrowed fallow plot,,,,,,,,,,
R/WF/3,2015,fallow,11/05/2015,,Power harrowed all ground,tillage process,3,1,,Powerharrowed all fallow ground Tc,,,,,,,,,,
R/WF/3,2015,fallow,16/06/2015,,rotavated,tillage process,3,1,,rotovated fallows,,,,,,,,,,
R/WF/3,2015,wheat,13/09/2015,,Harvested All Plots for Grain Yield,harvesting process,3,,,Harvested All Plots for Grain Yield c,,,,,,,,,,
R/WF/3,2015,wheat,13/09/2015,,straw baled,baling process,3,,,"sampled, baled and weighed straw",,,,,,,,,,
R/WF/3,2015,wheat,13/09/2015,,sampled and weighed straw,specimen collection process,3,,,,,,,,,,,,,
R/WF/3,2016,wheat,26/08/2016,,round baled and removed straw,baling process,3,,,,,,,,,,,,,
R/WF/3,2016,wheat,09/10/2015,,Ploughed - thrown south,tillage process,3,1,,Ploughed - thrown south - -,,,,,,,,,,
R/WF/3,2016,all plots,09/10/2015,,Topped all field and experiment,mowing process,3,,,Topped all field and experiment - Batwing - -,,,,,,,,,,Batwing
R/WF/3,2016,wheat,15/10/2015,,Powerharrowed - seed bed preparation,tillage process,3,1,,Powerharrowed - seed bed preparation - -,,,,,,,,,,
R/WF/3,2016,wheat,18/10/2015,,Ring Rolled All New Drilling,tillage process,3,1,,Ring Rolled All New Drilling,,,,,,,,,,
R/WF/3,2016,wheat,23/08/2016,,Mopped Up remaining crop (Harvest),harvesting process,3,,,Mopped Up remaining crop (Harvest) - -,,,,,,,,,,
R/WF/3,2017,wheat,28/09/2016,,ploughed - thrown north,tillage process,3,1,,ploughed (thrown North) . l,,,,,,,,,,
R/WF/3,2017,wheat,06/10/2016,,Cultipressed all ground,tillage process,3,1,,Cultipressed All Ground -,,,,,,,,,,
R/WF/3,2017,wheat,10/10/2016,,Ring Rolled All New Drilling,tillage process,3,1,,Ring Rolled All New Drilling,,,,,,,,,,
R/WF/3,2017,wheat,10/10/2016,,Cultipressed all sites and surrounds,tillage process,3,1,,Cultipressed -all sites and surrounds -o-,,,,,,,,,,
R/WF/3,2017,wheat,24/08/2017,,harvested,harvesting process,3,,,harvested,,,,,,,,,,
R/WF/3,2017,wheat,07/09/2017,,Straw baled and removed,baling process,3,,,Straw baled and removed e 19,,,,,,,,,,
