Experiment,Year,section,start date,end date,operation,operation_type,application_method,orig_operation,amount,amount unit,water,water unit,tank mix,plot,variety,dressing,machine
RWF3,1997,wheat,10/06/1997,,Folicur,chemical pest control process,,Folicur at 0.5 1 with Mallard 750 EC at 0.3 1 and Winter at 0.5 1 in 300 1.,0.5,l/ha,300,l/ha,1,,,,
RWF3,1997,wheat,10/06/1997,,Mallard 750 EC,chemical pest control process,,Folicur at 0.5 1 with Mallard 750 EC at 0.3 1 and Winter at 0.5 1 in 300 1.,0.3,l/ha,300,l/ha,1,,,,
RWF3,1997,wheat,10/06/1997,,Winter,chemical pest control process,,Folicur at 0.5 1 with Mallard 750 EC at 0.3 1 and Winter at 0.5 1 in 300 1.,0.5,l/ha,300,l/ha,1,,,,
RWF3,1997,wheat,14/08/1997,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1997,fallow,05/10/1996,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1997,fallow,15/04/1997,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1997,fallow,08/07/1997,,thistle barred,tillage process,,thistle barred,,,,,,,,,
RWF3,1997,fallow,14/08/1997,,thistle barred,tillage process,,thistle barred,,,,,,,,,
RWF3,1997,note,,,A sampled of unground grain and straw was archived.,note,,A sampled of unground grain and straw was archived.,,,,,,,,,
RWF3,1998,wheat,23/10/1997,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1998,wheat,27/10/1997,,seed drilled,seeding process,,seed drilled,380,seeds/m2,,,,,Hereward,Anchor and Fonofos,
RWF3,1998,wheat,08/05/1998,,Ally,chemical pest control process,,ally at 20 g with Starane 2 at 0.5 1 in 200 1.,20,g/ha,200,l/ha,1,,,,
RWF3,1998,wheat,08/05/1998,,Starane 2,chemical pest control process,,ally at 20 g with Starane 2 at 0.5 1 in 200 1.,0.5,l/ha,200,l/ha,1,,,,
RWF3,1998,wheat,09/05/1998,,Opus,chemical pest control process,,Opus at 0.7 l in 200 l,0.7,l/ha,200,l/ha,,,,,
RWF3,1998,wheat,28/05/1998,,Opus,chemical pest control process,,Opus at 0.7 l in 200 l,0.7,l/ha,200,l/ha,,,,,
RWF3,1998,wheat,15/06/1998,,Bavistin DF,chemical pest control process,,Bavistin DF at 0.5 kg with Policur at 0.5 1 in 100 1.,0.5,kg/ha,100,l/ha,1,,,,
RWF3,1998,wheat,15/06/1998,,Folicur,chemical pest control process,,Bavistin DF at 0.5 kg with Policur at 0.5 1 in 100 1.,0.5,l/ha,100,l/ha,1,,,,
RWF3,1998,wheat,16/08/1998,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1998,fallow,23/10/1997,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1998,fallow,29/04/1998,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1998,fallow,20/05/1998,,thistle barred,tillage process,,thistle barred,,,,,,,,,
RWF3,1998,fallow,09/07/1998,,thistle barred,tillage process,,Thistie barred.,,,,,,,,,
RWF3,1998,note,,,A sampled of unground grain and straw was archived.,note,,A sampled of unground grain and straw was archived.,,,,,,,,,
RWF3,1999,wheat,07/10/1998,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1999,wheat,15/10/1998,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,1999,wheat,15/10/1998,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,1999,wheat,15/10/1998,,seed drilled,seeding process,,seed drilled,380,seeds/m2,,,,,Hereward,Sibutol and Evict,
RWF3,1999,wheat,16/03/1999,,Hawk,chemical pest control process,,Hawk at 2.0 1 with Panther at 1.25 1 and Cropoil at 1.0 1 in 200 1.,2,l/ha,200,l/ha,1,,,,
RWF3,1999,wheat,16/03/1999,,Panther,chemical pest control process,,Hawk at 2.0 1 with Panther at 1.25 1 and Cropoil at 1.0 1 in 200 1.,1.25,l/ha,200,l/ha,1,,,,
RWF3,1999,wheat,16/03/1999,,Cropoil,chemical pest control process,,Hawk at 2.0 1 with Panther at 1.25 1 and Cropoil at 1.0 1 in 200 1.,1,l/ha,200,l/ha,1,,,,
RWF3,1999,wheat,01/05/1999,,Opus,chemical pest control process,,Opus at 0.7 l in 200 l,0.7,l/ha,200,l/ha,1,,,,
RWF3,1999,wheat,01/06/1999,,Folicur,chemical pest control process,,Folicur at 1.0 1 with Sipcam UK Rover 500 at 1.0 1 in 100 1.,1,l/ha,100,l/ha,1,,,,
RWF3,1999,wheat,01/06/1999,,Sipcam UK Rover 500,chemical pest control process,,Folicur at 1.0 1 with Sipcam UK Rover 500 at 1.0 1 in 100 1.,1,l/ha,100,l/ha,1,,,,
RWF3,1999,wheat,25/06/1999,,Folicur,chemical pest control process,,Folicur at 0.25 1 in 100 1.,0.25,l/ha,100,l/ha,,,,,
RWF3,1999,wheat,29/07/1999,,Roundup Biactive,chemical pest control process,,Roundup Biactive at 4.0 1 in 200 1.,4,l/ha,200,l/ha,,,,,
RWF3,1999,wheat,06/08/1999,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,1999,fallow,06/04/1999,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,2000,wheat,12/09/1999,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,2000,wheat,04/10/1999,,flexitined,tillage process,,flexitined,,,,,,,,,
RWF3,2000,wheat,05/10/1999,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,2000,wheat,05/10/1999,,seed drilled,seeding process,,seed drilled,380,seeds/m2,,,,,Hereward,Sibutol and Evict,Accord Drill
RWF3,2000,wheat,16/03/2000,,Hawk,chemical pest control process,,Hawk at 2.5 1 with Tolkan Turbo at 2.0 1 and Cropoil at 1.0 1 in 200 1.,2.5,l/ha,200,l/ha,1,,,,
RWF3,2000,wheat,16/03/2000,,Tolkan Turbo,chemical pest control process,,Hawk at 2.5 1 with Tolkan Turbo at 2.0 1 and Cropoil at 1.0 1 in 200 1.,2,l/ha,200,l/ha,1,,,,
RWF3,2000,wheat,16/03/2000,,Cropoil,chemical pest control process,,Hawk at 2.5 1 with Tolkan Turbo at 2.0 1 and Cropoil at 1.0 1 in 200 1.,1,l/ha,200,l/ha,1,,,,
RWF3,2000,wheat,09/05/2000,,Opus,chemical pest control process,,Opus at 0.7 1 in 100 1. :,0.7,l/ha,100,l/ha,,,,,
RWF3,2000,wheat,24/05/2000,,Amistar,chemical pest control process,,Amistar at 0.8 1 with Folicur at 0.75 1 in 100 1.,0.8,l/ha,100,l/ha,1,,,,
RWF3,2000,wheat,24/05/2000,,Folicur,chemical pest control process,,Amistar at 0.8 1 with Folicur at 0.75 1 in 100 1.,0.75,l/ha,100,l/ha,1,,,,
RWF3,2000,wheat,17/07/2000,,hand rogued wild oats.,hand picking process,,hand rogued wild oats.,,,,,,,,,
RWF3,2000,wheat,12/08/2000,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RWF3,2000,fallow,16/03/2000,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,2000,fallow,06/06/2000,,thistle barred,tillage process,,thistle barred,,,,,,,,,
RWF3,2000,fallow,29/06/2000,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RWF3,2001,wheat,20/10/2000,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,2001,wheat,26/10/2000,,flexitined,tillage process,,flexitined,,,,,,,,,
RWF3,2001,wheat,21/01/2001,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,2007,wheat,04/09/2007,,swathed straw,swathing process,,,,,,,,,,,
RWF3,2001,wheat,02/04/2001,,seed drilled,seeding process,,seed drilled,350,seeds/m2,,,,,Axona,Sibutol,Accord Drill
RWF3,2001,wheat,15/05/2001,,Ally,chemical pest control process,,: tm)Ally at 20 g in 100 l,20,g/ha,100,l/ha,1,,,,
RWF3,2001,wheat,15/05/2001,,Starane 2,chemical pest control process,,Starane 2 at 0.5 1l in 100,0.5,l/ha,100,l/ha,1,,,,
RWF3,2001,wheat,22/05/2001,,Touchdown,chemical pest control process,,: Touchdown at 3.0 1 in 200 1.,3,l/ha,200,l/ha,,,,,
RWF3,2001,wheat,13/06/2001,,Folicur,chemical pest control process,,: Folicur at 0.7 1 in 100 1.,0.7,l/ha,100,l/ha,,,,,
RWF3,2001,wheat,26/07/2001,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,2001,wheat,20/08/2001,,Azural,chemical pest control process,,: Azural at 4.0 1 in 200 1.,4,l/ha,200,l/ha,,,,,
RWF3,2001,wheat,07/09/2001,,"combine harvested plot for yield, and discard",harvesting process,,": combine harvested plot for yield, and discard",,,,,,,,,
RWF3,2001,wheat,07/09/2001,,"sampled, baled and weighed straw",baling process,,"sampled, baled and weighed straw",,,,,,,,,
RWF3,2001,wheat,07/09/2001,,swathed straw,swathing process,,swathed straw,,,,,,,,,
RWF3,2001,wheat,11/09/2001,,straw baled,baling process,,straw baled,,,,,,,,,
RWF3,2001,note,,,Poor weather prevented drilling of Winter wheat; spring wheat was sown instead.,comment,,Poor weather prevented drilling of Winter wheat; spring wheat was sown instead.,,,,,,,,,
RWF3,2001,note,,,Unground grain and straw was archived.,note,,Unground grain and straw was archived.,,,,,,,,,
RWF3,2002,fallow,04/10/2001,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,2002,wheat,12/10/2001,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,2002,wheat,13/10/2001,,combination drilled,seeding process,,combination drilled,350,seeds/m2,,,,,Hereward,Sibutol,Accord Drill
RWF3,2002,all plots,11/12/2001,,Hawk,chemical pest control process,,: tm)Hawk at 2.0 1 in 200 1.,2,l/ha,200,l/ha,1,,,,
RWF3,2002,all plots,11/12/2001,,Tolkan liquid,chemical pest control process,,Tolkan liquid at 1.0 1 in 200 1,1,l/ha,200,l/ha,1,,,,
RWF3,2002,all plots,11/12/2001,,Phase II,chemical pest control process,,Phase II at 1.0 1 in 200 1.,1,l/ha,200,l/ha,1,,,,
RWF3,2002,all plots,04/04/2002,,Opus,chemical pest control process,,Opus at 0.4 1 in 100 1,0.4,l/ha,100,l/ha,1,,,,
RWF3,2002,all plots,04/04/2002,,Twist,chemical pest control process,,Twist at 0.6 1 in 100 1,0.6,l/ha,100,l/ha,1,,,,
RWF3,2002,all plots,04/04/2002,,BASF 3C Chlormequat 720,chemical pest control process,,BASF 3C Chlormequat 720 at 1.25 1 in 100 1,1.25,l/ha,100,l/ha,1,,,,
RWF3,2002,all plots,04/04/2002,,Moddus,chemical pest control process,,Moddus at 0.2 1 in 100 1.,0.2,l/ha,100,l/ha,1,,,,
RWF3,2002,all plots,10/04/2002,,flexitined,tillage process,,flexitined,,,,,,,,,
RWF3,2002,all plots,31/05/2002,,Opus,chemical pest control process,,Opus at 0.5 l in 200 l,0.5,l/ha,200,l/ha,1,,,,
RWF3,2002,all plots,31/05/2002,,Twist,chemical pest control process,,Twist at 0.8 1 in 200 1.,0.8,l/ha,200,l/ha,1,,,,
RWF3,2002,all plots,27/06/2002,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RWF3,2002,all plots,04/07/2002,,Rogued wild oats.,hand picking process,,: Rogued wild oats.,,,,,,,,,
RWF3,2002,all plots,29/07/2002,,rotavated,tillage process,,: Rothamsted.,,,,,,,,,
RWF3,2002,wheat,13/08/2002,,"combine harvested, plots for yield.",harvesting process,,"combine harvested, plots for yield.",,,,,,,,,
RWF3,2002,wheat,13/08/2002,,"Swathed straw. sampled, baled and weighed straw.",baling process,,"Swathed straw. sampled, baled and weighed straw.",,,,,,,,,
RWF3,2002,wheat,24/08/2002,,carted bales,removal process,,: carted barley.,,,,,,,,,
RWF3,2002,note,,,Unground grain and straw was archived.,note,,Unground grain and straw was archived.,,,,,,,,,
RWF3,2003,all plots,03/10/2002,,Chalk applied to Western 52m.,liming process,,": Chalk applied at 8000 kg/ha, to Western 52m.",8000,kg/ha,,,,,,,
RWF3,2003,all plots,03/10/2002,,"ploughed, 25 cm wide furrows.",tillage process,,": ploughed, 25 cm wide furrows.",,,,,,,,,
RWF3,2003,all plots,05/10/2002,,rolled,land levelling process,,rolled,,,,,,,,,
RWF3,2003,wheat,07/10/2002,,combination drilled,seeding process,,combination drilled,400,seeds/m2,,,,,Hereward,Sibutol,Accord Drill
RWF3,2003,all plots,08/10/2002,,rolled,land levelling process,,rolled,,,,,,,,,
RWF3,2003,all plots,17/02/2003,,Lexus 50 DF,chemical pest control process,,Lexus 50 DF at 20 g in 200 1,20,g/ha,200,l/ha,1,,,,
RWF3,2003,all plots,17/02/2003,,Stomp 400 SC,chemical pest control process,,Stomp 400 SC at 3.0 1 in 200 1.,3,l/ha,200,l/ha,1,,,,
RWF3,2003,fallow,30/04/2003,,springtined,tillage process,,: spring fallow strip,,,,,,,,,
RWF3,2003,all plots,07/05/2003,,Ally,chemical pest control process,,Ally at 30 3 in 200 1,30,l/ha,200,l/ha,1,,,,
RWF3,2003,all plots,07/05/2003,,Starane 2,chemical pest control process,,Starane 2 at 0.75 1 in 200 1.,0.75,l/ha,200,l/ha,1,,,,
RWF3,2003,all plots,10/05/2003,,Opus,chemical pest control process,,Opus at 0.5 l in 200 l,0.5,l/ha,200,l/ha,1,,,,
RWF3,2003,all plots,10/05/2003,,Amistar,chemical pest control process,,Amistar at 0.6 1l in 200,0.6,l/ha,200,l/ha,1,,,,
RWF3,2003,all plots,28/05/2003,,Opus,chemical pest control process,,Opus at 0.5 l in 200 l,0.5,l/ha,200,l/ha,1,,,,
RWF3,2003,all plots,28/05/2003,,Twist,chemical pest control process,,Twist at 1.0 1l in 200 1.,1,l/ha,200,l/ha,1,,,,
RWF3,2003,fallow plot,09/06/2003,,rotary harrowed,tillage process,,: rotary harrowed fallow strip.,,,,,,,,,
RWF3,2003,all plots,26/07/2003,,Touchdown,chemical pest control process,,: Touchdown at 4.0 1 in 200 1.,4,l/ha,200,l/ha,,,,,
RWF3,2003,wheat,06/08/2003,,"combine harvested, plots for yield.",harvesting process,,"combine harvested, plots for yield.",,,,,,,,,
RWF3,2003,wheat,07/08/2003,,combine harvested discard,harvesting process,,: combine harvested discard.,,,,,,,,,
RWF3,2003,wheat,07/08/2003,,"sampled, baled and weighed straw",baling process,,"sampled, baled and weighed straw",,,,,,,,,
RWF3,2003,note,,,Unground grain and straw was archived.,note,,Unground grain and straw was archived.,,,,,,,,,
RWF3,2004,all plots,17/09/2003,,flexitined,tillage process,,flexitined,,,,,,,,,
RWF3,2004,all plots,26/09/2003,,ploughed 30 cm wide furrows.,tillage process,,30 cm wide furrows.,,,,,,,,,
RWF3,2004,wheat,30/09/2003,,combination drilled,seeding process,,combination drilled,350,seeds/m2,,,,,Hereward,Sibutol Secur,Accord Drill
RWF3,2004,all plots,30/09/2003,,rolled,land levelling process,,rolled,,,,,,,,,
RWF3,2004,wheat,16/12/2004,,Arelon 500,chemical pest control process,,500at 4 1 in 200 1 to wheat plot,4,l/ha,200,l/ha,1,,,,
RWF3,2004,wheat,16/12/2004,,Stomp 400 SC,chemical pest control process,,Stomp 400 SC at 2.5 1 in 200 1 to wheat plot.,2.5,l/ha,200,l/ha,1,,,,
RWF3,2004,fallow,14/04/2004,,Ally,chemical pest control process,,at 30 g in 200 1 to fallow plot,30,g/ha,200,l/ha,1,,,,
RWF3,2004,fallow,14/04/2004,,Oxytril CM,chemical pest control process,,Oxytril CM at 0.5 1 in 200 1 to fallow plot.,0.5,l/ha,200,l/ha,1,,,,
RWF3,2004,wheat,13/05/2004,,Opus,chemical pest control process,,at 0.75 l in 200 l to wheat plot.,0.75,l/ha,200,l/ha,1,,,,
RWF3,2004,wheat,13/05/2004,,Moddus,chemical pest control process,,Moddus at 0.15 1 in 200 1 to wheat plot.,0.15,l/ha,200,l/ha,1,,,,
RWF3,2004,wheat,07/06/2004,,Opus,chemical pest control process,,at 0.75 l in 200 l to wheat plot.,0.75,l/ha,200,l/ha,1,,,,
RWF3,2004,wheat,07/06/2004,,Twist,chemical pest control process,,Twist at 0.75 l1 in 200 1 to wheat plot.,0.75,l/ha,200,l/ha,1,,,,
RWF3,2004,wheat,02/09/2004,,"combine harvested, plots for yield.",harvesting process,,"harvested, plot for yield.",,,,,,,,,
RWF3,2004,wheat,03/09/2004,,sampled and weighed straw,specimen collection process,,and weighed straw,,,,,,,,,
RWF3,2004,wheat,07/09/2004,,harvested discard,harvesting process,,harvested discard,,,,,,,,,
RWF3,2004,wheat,07/09/2004,,swathed and baled straw,baling process,,earthed and barley straw,,,,,,,,,
RWF3,2004,note,,,Unground grain and straw was archived.,note,,Unground grain and straw was archived.,,,,,,,,,
RWF3,2005,all plots,29/09/2004,,"ploughed, 25 cm wide furrows.",tillage process,,25 cm wide furrows.,,,,,,,,,
RWF3,2005,all plots,30/09/2004,,cultipressed,tillage process,,cultipressed,,,,,,,,,
RWF3,2005,all plots,05/10/2004,,flexitined,tillage process,,flexitined,,,,,,,,,
RWF3,2005,wheat,06/10/2004,,combination drilled,seeding process,,combination drilled,350,seeds/m2,,,,,Hereward,Sibutol Secur,Accord Drill
RWF3,2005,wheat,06/10/2004,,rolled,land levelling process,,rolled,,,,,,,,,
RWF3,2005,wheat,25/11/2004,,Hawk,chemical pest control process,,at 2.0 1 in 200 1 to wheat plot,2,l/ha,200,l/ha,1,,,,
RWF3,2005,wheat,25/11/2004,,Alpha IPU 500,chemical pest control process,,Alpha IPU 500 at 2.5 1 in 200 1 to wheat plot,2.5,l/ha,200,l/ha,1,,,,
RWF3,2005,wheat,25/11/2004,,Nufarm Cropoil,chemical pest control process,,Nufarm Cropoil at 1.0 1 in 200 L to wheat plot,1,l/ha,200,l/ha,1,,,,
RWF3,2005,wheat,25/11/2004,,Hallmark with Zeon Technology,chemical pest control process,,Hallmark with Zeon Technology at 50 ml in 200 L to wheat plot.,50,ml/ha,200,l/ha,1,,,,
RWF3,2005,fallow,07/04/2005,,springtined,tillage process,,fallow plot.,,,,,,,,,
RWF3,2005,wheat,29/04/2005,,Opus,chemical pest control process,,at 0.75 l in 200 l to wheat plot.,0.75,l/ha,200,l/ha,1,,,,
RWF3,2005,wheat,29/04/2005,,Bravo 500,chemical pest control process,,Bravo 500 at 1.0 1 in 200 1 to wheat plot,1,l/ha,200,l/ha,1,,,,
RWF3,2005,wheat,29/04/2005,,Atlas Chlormequat 700,chemical pest control process,,Atlas Chlormequat 700 at 2.25 L in 200 L to wheat plot.,2.25,l/ha,200,l/ha,1,,,,
RWF3,2005,wheat,03/05/2005,,Ally SX,chemical pest control process,,SX at 30 g in 200 1 to wheat plot.,30,g/ha,200,l/ha,1,,,,
RWF3,2005,fallow,13/05/2005,,flexitined,tillage process,,fallow plot.,,,,,,,,,
RWF3,2005,wheat,15/05/2005,,Opus,chemical pest control process,,at 0.75 l in 200 l to wheat plot.,0.75,l/ha,200,l/ha,1,,,,
RWF3,2005,wheat,15/05/2005,,Bravo 500,chemical pest control process,,Bravo 500 at 1.0 1 in 200 1 to wheat plot,1,l/ha,200,l/ha,1,,,,
RWF3,2005,wheat,15/05/2005,,Starane 2,chemical pest control process,,Starane 2 at 0.5 1 in 200 L to wheat plot.,0.5,l/ha,200,l/ha,1,,,,
RWF3,2005,wheat,31/05/2005,,Opus,chemical pest control process,,at 0.75 l in 200 l to wheat plot.,0.75,l/ha,200,l/ha,1,,,,
RWF3,2005,wheat,31/05/2005,,Amistar Opti,chemical pest control process,,Amistar Opti at 1.5 1 in 200 1 to wheat plot.,1.5,l/ha,200,l/ha,1,,,,
RWF3,2005,all plots,06/06/2005,,harrowed,tillage process,,harrowed,,,,,,,,,
RWF3,2005,all plots,12/07/2005,,harrowed,tillage process,,harrowed,,,,,,,,,
RWF3,2005,wheat,16/08/2005,,"harvested, plot for yield.",harvesting process,,"harvested, plot for yield.",,,,,,,,,
RWF3,2005,wheat,16/08/2005,,swathed straw,swathing process,,carted straw.,,,,,,,,,
RWF3,2005,wheat,17/08/2005,,sampled and weighed straw,specimen collection process,,and weighed straw,,,,,,,,,
RWF3,2005,note,,,Unground grain and straw was archived.,note,,Unground grain and straw was archived.,,,,,,,,,
RWF3,2006,all plots,29/09/2005,,"ploughed, 25 cm wide furrows.",tillage process,,25 cm wide furrows.,,,,,,,,,
RWF3,2006,all plots,04/10/2005,,cultipressed,tillage process,,cultipressed,,,,,,,,,
RWF3,2006,wheat,07/10/2005,,combination drilled,seeding process,,combination drilled,350,seeds/m2,,,,,Hereward,Sibutol Secur,Accord Drill
RWF3,2006,wheat,07/10/2005,,rolled,land levelling process,,rolled,,,,,,,,,
RWF3,2006,wheat,17/10/2005,,Ice,chemical pest control process,,at 4.0 1 in 200 1 to wheat plot.,4,l/ha,200,l/ha,1,,,,
RWF3,2006,wheat,05/12/2005,,Hallmark with Zeon Technology,chemical pest control process,,with Zeon Technology at 50 ml in 200 L to wheat plot.,50,ml/ha,200,l/ha,1,,,,
RWF3,2006,fallow,07/04/2006,,springtined,tillage process,,fallow plot.,,,,,,,,,
RWF3,2006,wheat,21/04/2006,,Opus,chemical pest control process,,at 0.75 l in 200 l to wheat plot.,0.75,l/ha,200,l/ha,1,,,,
RWF3,2006,wheat,21/04/2006,,Bravo 500,chemical pest control process,,Bravo 500 at 1.0 1 in 200 1 to wheat plot,1,l/ha,200,l/ha,1,,,,
RWF3,2006,wheat,21/04/2006,,Flexity,chemical pest control process,,Flexity at 0.2 L in 200 L to wheat plot.,0.2,l/ha,200,l/ha,1,,,,
RWF3,2006,fallow,17/05/2006,,power harrowed,tillage process,,harrowed fallow plot.,,,,,,,,,
RWF3,2006,wheat,21/05/2005,,Opus,chemical pest control process,,at 0.75 l in 200 l to wheat plot.,0.75,l/ha,200,l/ha,1,,,,
RWF3,2006,wheat,21/05/2005,,Bravo 500,chemical pest control process,,Bravo 500 at 1.0 1 in 200 1 to wheat plot,1,l/ha,200,l/ha,1,,,,
RWF3,2006,wheat,21/05/2005,,Vivid,chemical pest control process,,Vivid at 0.4 1 in 200 1 to wheat plot,0.4,l/ha,200,l/ha,1,,,,
RWF3,2006,wheat,21/05/2005,,Starane 2,chemical pest control process,,Starane 2 at 0.75 1 in 200 1 to wheat plot,0.75,l/ha,200,l/ha,1,,,,
RWF3,2006,wheat,21/05/2005,,Ally Max SX,chemical pest control process,,Ally Mar SX at 42 g in 200 1 to wheat plot.,42,g/ha,200,l/ha,1,,,,
RWF3,2006,fallow,23/06/2006,,rotavated,tillage process,,fallow plot.,,,,,,,,,
RWF3,2006,wheat,06/08/2006,,combine harvested discard,harvesting process,,harvested discard,,,,,,,,,
RWF3,2006,wheat,06/08/2006,,straw baled,baling process,,barley straw.,,,,,,,,,
RWF3,2006,wheat,23/08/2006,,"combine harvested, plots for yield.",harvesting process,,"harvested, plot for yield.",,,,,,,,,
RWF3,2006,wheat,23/08/2006,,swathed straw,swathing process,,carted straw.,,,,,,,,,
RWF3,2006,wheat,23/08/2006,,sampled and weighed straw,specimen collection process,,sampled and weighed straw.,,,,,,,,,
RWF3,2006,wheat,25/08/2006,,combine harvested remaining discard,harvesting process,,harvested remaining discard,,,,,,,,,
RWF3,2006,wheat,25/08/2006,,straw baled,baling process,,straw baled,,,,,,,,,
RWF3,2006,note,,,Unground grain and straw was archived.,note,,Unground grain and straw was archived.,,,,,,,,,
RWF3,2007,all plots,13/10/2006,,Barclay Gallup 360,chemical pest control process,,Barclay Gallup 360 4.00,4,l/ha,200,l/ha,,,,,
RWF3,2007,all plots,19/10/2006,,ploughed - thrown north,tillage process,,Plougl/ N,,,,,,,,,
RWF3,2007,wheat,01/11/2006,,combination drilled,seeding process,,combination drilled,350,seeds/m2,,,,,Hereward,Redigo + Deter,
RWF3,2007,fallow plot,12/03/2007,,spring-tine cultivated,tillage process,,spring tine,,,,,,,,,
RWF3,2007,all plots,03/11/2006,,Ice,chemical pest control process,,Ice 4.00,4,l/ha,200,l/ha,,,,,
RWF3,2007,all plots,08/12/2006,,Entice,chemical pest control process,,Entice ,7,kg/ha,,,,,,,
RWF3,2007,wheat,11/04/2007,,Pacifica,chemical pest control process,,Pacifica - wheat 0.50,0.5,kg/ha,200,l/ha,,,,,
RWF3,2007,wheat,11/04/2007,,Biopower 1.00,chemical pest control process,,Biopower - wheat 1.00,1,l/ha,200,l/ha,,,,,
RWF3,2007,all plots,23/04/2007,,Clean Crop Wanderer,chemical pest control process,,Clean Crop Wanderer 1.00,1,l/ha,200,l/ha,,,,,
RWF3,2007,wheat,23/04/2007,,Deuce,chemical pest control process,,Deuce 1.00,1,l/ha,200,l/ha,,,,,
RWF3,2007,fallow,02/05/2007,,power harrowed,tillage process,,Power harrowed fallow plot,,,,,,,,,
RWF3,2007,all plots,22/05/2007,,Amistar Opti,chemical pest control process,,Amistar Opti 1.25,1.25,l/ha,200,l/ha,,,,,
RWF3,2007,all plots,22/05/2007,,Opus,chemical pest control process,,Opus 0.80,0.8,l/ha,200,l/ha,,,,,
RWF3,2007,paths,06/06/2007,,Mow / Rotavate paths,tillage process,,Mow / Rotavate paths,,,,,,,,,
RWF3,2007,paths,14/06/2007,,Mow / Rotavate paths,tillage process,,Mow / Rotavate paths,,,,,,,,,
RWF3,2007,fallow,26/07/2007,,rotavated,tillage process,,rotovated fallows,,,,,,,,,
RWF3,2007,wheat,27/08/2007,,Combine harvest and chop straw - O&E's,harvesting process,,. Combine harvest and chop straw - O&E's,,,,,,,,,
RWF3,2007,wheat,03/09/2007,,"combine harvested, plots for yield.",harvesting process,,"combine harvested, plots for yield.",,,,,,,,,
RWF3,2008,all plots,30/09/2007,,Glyphosate 360,chemical pest control process,,Glyphosate 360 3.00,3,l/ha,200,l/ha,,,,,
RWF3,2008,all plots,10/10/2007,,Ploughed - thrown south,tillage process,,Plough/S,,,,,,,,,
RWF3,2008,wheat,10/10/2007,,combination drilled,seeding process,,"Combination drilled, Plot 1 S Hereward tr redigo twin Â« deter, Plot 1 400.00 seeds/m?",400,seeds/m2,,,,1,Hereward,Redigo Twin and Deter,
RWF3,2008,wheat,23/10/2007,,rolled,land levelling process,,rolled,,,,,,,,,
RWF3,2008,all plots,30/10/2007,,Huron,chemical pest control process,,Huron,5,kg/ha,0,,,,,,
RWF3,2008,wheat,02/11/2007,,Liberator,chemical pest control process,,Liberator wheat plots 0.60 1200 Vha,0.6,l/ha,200,l/ha,,,,,
RWF3,2008,wheat,30/10/2007,,Alpha Trifluralin 48 EC,chemical pest control process,,Alpha Trifluralin 48 EC wheat plot,2,l/ha,200,l/ha,,,,,
RWF3,2008,all plots,17/11/2007,,Stomp 400 SC,chemical pest control process,,Stomp 400 SC 3.30 1200 Vha,3.3,l/ha,200,l/ha,,,,,
RWF3,2008,all plots,30/10/2007,,Arelon 500,chemical pest control process,,Arelon 500 2.00,2,l/ha,200,l/ha,,,,,
RWF3,2008,all plots,30/10/2007,,Hallmark with Zeon Technology,chemical pest control process,,Hallmark with Zeon Technology 50.00,50,ml/ha,200,l/ha,,,,,
RWF3,2008,all plots,08/05/2008,,Deuce,chemical pest control process,,Deuce 1.00,1,l/ha,150,l/ha,,,,,
RWF3,2008,all plots,08/05/2008,,Bravo 500,chemical pest control process,,Bravo 500 0.75,0.75,l/ha,150,l/ha,,,,,
RWF3,2008,all plots,08/05/2008,,Flexity,chemical pest control process,,Flexity 0.20,0.2,l/ha,150,l/ha,,,,,
RWF3,2008,all plots,08/05/2008,,BASF 3C Chlormequat 720,chemical pest control process,,BASF 3C Chlormequat 720,1,l/ha,150,l/ha,,,,,
RWF3,2008,wheat,19/05/2008,,Ally Max SX,chemical pest control process,,Ally Max SX wheat 42.00,42,g/ha,200,l/ha,,,,,
