record_id,source_id,sequence,Experiment,harvest_year,plots,start_date_orig,start date,end_date_orig,end_date,type,flag,orig_record,record,Column,rate,unit,water_volume,water_volume_unit
,6812,,W/RN/3,1980,barley second test crop,04-Mar-80,,,,diary record,,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown, (0:20:20) at 300 kg, combine drilled.",Rotary cultivated,,,,,
,6812,,W/RN/3,1980,barley second test crop,04-Mar-80,,,,diary record,,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown, (0:20:20) at 300 kg, combine drilled.",Seed sown,,,,,
,6812,,W/RN/3,1980,barley second test crop,04-Mar-80,,,,diary record,,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown, (0:20:20) at 300 kg, combine drilled.",PK (0:20:20) combine drilled,,,,,
,6813,,W/RN/3,1980,barley second test crop,24-Mar-80,,,,diary record,,N applied,N applied,,,,,
,6814,,W/RN/3,1980,barley second test crop,08-May-80,,,,diary record,,weedkiller applied mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 1) in 280 l.,"Brittox (mecoprop, bromoxynil, ioxynil)",3.5,l/ha,280,l/ha,
,6815,,W/RN/3,1980,barley second test crop,13-May-80,,,,diary record,,Tridemorph applied Tridemorph at 0.53 kg in 280 l,Tridemorph,0.53,kg/ha,280,l/ha,
,6816,,W/RN/3,1980,barley second test crop,05-Jun-80,,,,diary record,,Ethirimol applied Ethirimol (as 'Milgo E' at 1.3 1) in 280 l.,Ethirimol (as 'Milgo E'),1.3,l/ha,280,l/ha,
,6817,,W/RN/3,1980,barley second test crop,20-Aug-80,,,,diary record,,combine harvested,Combine harvested,,,,,
,6818,,W/RN/3,1981,grass ley and clover grass ley first year,06-Nov-80,,,,diary record,,ploughed,Ploughed,,,,,
,6819,,W/RN/3,1981,grass ley and clover grass ley first year,08-Apr-81,,,,diary record,,spring-tine cultivated,Spring-tine cultivated,,,,,
,6820,,W/RN/3,1981,grass ley and clover grass ley first year,07-May-81,,,,diary record,,"rotary cultivated, PK applied (0:14:28) at 540 kg, N applied to grass ley only N at 75 kg as 'Nitro-chalk'",Rotary cultivated,,,,,
,6820,,W/RN/3,1981,grass ley and clover grass ley first year,07-May-81,,,,diary record,,"rotary cultivated, PK applied (0:14:28) at 540 kg, N applied to grass ley only N at 75 kg as 'Nitro-chalk'",PK applied (0:14:28),540,kg/ha,,,
,6820,,W/RN/3,1981,grass ley and clover grass ley first year,07-May-81,,,,diary record,,"rotary cultivated, PK applied (0:14:28) at 540 kg, N applied to grass ley only N at 75 kg as 'Nitro-chalk'",Nitro-chalk to grass ley only,75,kg/ha,,,
,6821,,W/RN/3,1981,grass ley and clover grass ley first year,08-May-81,,,,diary record,,"spring-tine cultivated with crumbler attached, seed sown",Spring-tine cultivated with crumbler attached,,,,,
,6821,,W/RN/3,1981,grass ley and clover grass ley first year,08-May-81,,,,diary record,,"spring-tine cultivated with crumbler attached, seed sown",Seed sown,,,,,
,6822,,W/RN/3,1981,grass ley and clover grass ley first year,29-Jun-81,,,,diary record,,topped,Topped,,,,,
,6823,,W/RN/3,1981,grass ley and clover grass ley first year,20-Jul-81,,,,diary record,,topped,Topped,,,,,
,6824,,W/RN/3,1981,grass ley and clover grass ley first year,26-Aug-81,,,,diary record,,cut,Cut,,,,,
,6825,,W/RN/3,1981,grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years,03-Oct-80,,,,diary record,,Corrective K applied to four year only,Corrective K applied to fourth year only,,,,,
,6826,,W/RN/3,1981,grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years,24-Oct-80,,,,diary record,,Magnesian limestone applied to fifth year only at 5 tonnes,Magnesian limestone applied to fifth year only,5,tonnes/ha,,,
,6827,,W/RN/3,1981,grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years,03-Dec-80,,,,diary record,,PK applied (0:14:28) at 540 kg,PK applied (0:14:28),540,kg/ha,,,
,6828,,W/RN/3,1981,grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years,19-Mar-81,,,,diary record,,NK applied to grass ley (25:0:16) at 300 kg,NK applied to grass ley (25:0:16),300,kg/ha,,,
,6829,,W/RN/3,1981,grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years,24-Jun-81,,,,diary record,,NK applied to grass ley (25:0:16) at 300 kg,NK applied to grass ley (25:0:16),300,kg/ha,,,
,6830,,W/RN/3,1981,grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years,19-Mar-81,,,,diary record,,K applied to clover grass ley K20 at 48 kg,K applied to clover grass ley K20,48,kg/ha,,,
,6831,,W/RN/3,1981,grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years,26-Jun-81,,,,diary record,,K applied to clover grass ley K20 at 43 kg,K applied to clover grass ley K20,43,kg/ha,,,
,6832,,W/RN/3,1981,grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years,15-Jun-81,,,,diary record,,cut,Cut,,,,,
,6833,,W/RN/3,1981,grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years,26-Aug-81,,,,diary record,,cut,Cut,,,,,
,6834,,W/RN/3,1981,barley first and second treatment crop,06-Nov-80,,,,diary record,,ploughed,Ploughed,,,,,
,6835,,W/RN/3,1981,barley first and second treatment crop,19-Feb-81,,,,diary record,,NPK applied (20:10:10) at 400 kg,NPK applied (20:10:10),400,kg/ha,,,
,6836,,W/RN/3,1981,barley first and second treatment crop,26-Feb-81,,,,diary record,,spring-tine cultivated with crumbler attached,Spring-tine cultivated with crumbler attached,,,,,
,6837,,W/RN/3,1981,barley first and second treatment crop,06-Apr-81,,,,diary record,,"rotary cultivated with crumbler attached, seed sown",Rotary cultivated with crumbler attached,,,,,
,6837,,W/RN/3,1981,barley first and second treatment crop,06-Apr-81,,,,diary record,,"rotary cultivated with crumbler attached, seed sown",Seed sown,,,,,
,6838,,W/RN/3,1981,barley first and second treatment crop,15-May-81,,,,diary record,,weedkiller and Fungicide applied first treatment crop mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 l) and Dicamba with mecoprop and MCPA (as 'Kerrisol' at 4.9 l) and Tridemorph at 0.53 kg in 280 l ,"Brittox (mecoprop, bromoxynil, ioxynil)",3.5,l/ha,280,l/ha,
,6838,,W/RN/3,1981,barley first and second treatment crop,15-May-81,,,,diary record,,weedkiller and Fungicide applied first treatment crop mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 l) and Dicamba with mecoprop and MCPA (as 'Kerrisol' at 4.9 l) and Tridemorph at 0.53 kg in 280 l ,"Herrisol (Dicamba, Mecoprop, MCPA)",4.9,l/ha,280,l/ha,
,6838,,W/RN/3,1981,barley first and second treatment crop,15-May-81,,,,diary record,,weedkiller and Fungicide applied first treatment crop mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 l) and Dicamba with mecoprop and MCPA (as 'Kerrisol' at 4.9 l) and Tridemorph at 0.53 kg in 280 l ,Tridemorph,0.53,kg/ha,280,l/ha,
,6839,,W/RN/3,1981,barley first and second treatment crop,01-Jun-81,,,,diary record,,weedkiller and Fungicide applied second treatment crop mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 l) and Dicamba with mecoprop and MCPA (as 'Kerrisol' at 4.9 l) and Tridemorph at 0.53 kg in 280 l ,"Brittox (mecoprop, bromoxynil, ioxynil)",3.5,l/ha,280,l/ha,
,6839,,W/RN/3,1981,barley first and second treatment crop,01-Jun-81,,,,diary record,,weedkiller and Fungicide applied second treatment crop mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 l) and Dicamba with mecoprop and MCPA (as 'Kerrisol' at 4.9 l) and Tridemorph at 0.53 kg in 280 l ,"Herrisol (Dicamba, Mecoprop, MCPA)",4.9,l/ha,280,l/ha,
,6839,,W/RN/3,1981,barley first and second treatment crop,01-Jun-81,,,,diary record,,weedkiller and Fungicide applied second treatment crop mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 l) and Dicamba with mecoprop and MCPA (as 'Kerrisol' at 4.9 l) and Tridemorph at 0.53 kg in 280 l ,Tridemorph,0.53,kg/ha,280,l/ha,
,6840,,W/RN/3,1981,barley first and second treatment crop,03-Jun-81,,,,diary record,,N applied N at 40 kg as 'Nitro-chalk'.,Nitro-chalk,40,kgN/ha,,,
,6841,,W/RN/3,1981,spring beans third treatment crop,05-Nov-80,,,,diary record,,ploughed,Ploughed,,,,,
,6842,,W/RN/3,1981,spring beans third treatment crop,19-Feb-81,,,,diary record,,PK applied (0:20:20) at 200 kg.,PK applied (0:20:20),200,kg/ha,,,
,6843,,W/RN/3,1981,spring beans third treatment crop,26-Feb-81,,,,diary record,,spring-tine cultivated with crumbler attached,Spring-tine cultivated with crumbler attached,,,,,
,6844,,W/RN/3,1981,spring beans third treatment crop,06-Apr-81,,,,diary record,,"rotary cultivated with crumbler attached, seed sown",Rotary cultivated with crumbler attached,,,,,
,6844,,W/RN/3,1981,spring beans third treatment crop,06-Apr-81,,,,diary record,,"rotary cultivated with crumbler attached, seed sown",Seed sown,,,,,
,6845,,W/RN/3,1981,spring beans third treatment crop,07-Apr-81,,,,diary record,,weedkiller applied Simazine at 0.84 kg in 280 l.,Simazine,0.84,kg/ha,280,l/ha,
,6846,,W/RN/3,1981,spring beans third treatment crop,18-Jun-81,,,,diary record,,insecticide applied pirimicarb at 0.14 kg in 280 l,Pirimicarb,0.14,kg/ha,280,l/ha,
,6847,,W/RN/3,1981,spring beans third treatment crop,27-Jul-81,,,,diary record,,insecticide applied pirimicarb at 0.14 kg in 280 l,Pirimicarb,0.14,kg/ha,280,l/ha,
,6848,,W/RN/3,1981,spring beans third treatment crop,03-Sep-81,,,,diary record,,combine harvested,Combine harvested,,,,,
,6849,,W/RN/3,1981,fallow first and second treatment year,06-Nov-80,,,,diary record,,s: ploughed,S: ploughed,,,,,
,6850,,W/RN/3,1981,fallow first and second treatment year,08-Apr-81,,,,diary record,,spring-tine cultivated,Spring-tine cultivated,,,,,
,6851,,W/RN/3,1981,fallow first and second treatment year,21-Aug-81,,,,diary record,,Deep-tine cultivated,Deep-tine cultivated,,,,,
,6852,,W/RN/3,1981,winter wheat first test crop,12-Sep-80,,,,diary record,,ploughed,Ploughed,,,,,
,6853,,W/RN/3,1981,winter wheat first test crop,29-Sep-80,,,,diary record,,disced,Disced,,,,,
,6854,,W/RN/3,1981,winter wheat first test crop,30-Sep-80,,,,diary record,,spring-tine cultivated with crumbler attached,Spring-tine cultivated with crumbler attached,,,,,
,6855,,W/RN/3,1981,winter wheat first test crop,03-Oct-80,,,,diary record,,Corrective K applied,Corrective K applied,,,,,
,6856,,W/RN/3,1981,winter wheat first test crop,06-Oct-80,,,,diary record,,"PK applied (0:20:20) at 310 kg, aldicarb applied, harrowed",PK applied (0:20:20),310,kg/ha,,,
,6856,,W/RN/3,1981,winter wheat first test crop,06-Oct-80,,,,diary record,,"PK applied (0:20:20) at 310 kg, aldicarb applied, harrowed",Aldicarb applied,,,,,
,6856,,W/RN/3,1981,winter wheat first test crop,06-Oct-80,,,,diary record,,"PK applied (0:20:20) at 310 kg, aldicarb applied, harrowed",Harrowed,,,,,
,6857,,W/RN/3,1981,winter wheat first test crop,07-Oct-80,,,,diary record,,"rotary cultivated, seed sown",Rotary cultivated,,,,,
,6857,,W/RN/3,1981,winter wheat first test crop,07-Oct-80,,,,diary record,,"rotary cultivated, seed sown",Seed sown,,,,,
,6858,,W/RN/3,1981,winter wheat first test crop,08-Oct-80,,,,diary record,,chlortoluron applied chlortoluron at 5.6 2 in 300 1,Chlortoluron,5.6,l/ha,300,l/ha,
,6859,,W/RN/3,1981,winter wheat first test crop,03-Apr-81,,,,diary record,,N applied,N applied,,,,,
,6860,,W/RN/3,1981,winter wheat first test crop,22-Apr-81,,,,diary record,,mecoprop with Isoproturon applied mecoprop at 2.5 1 with isoproturon at 2.5 1 in 280 l.,Mecoprop,2.5,l/ha,280,l/ha,
,6860,,W/RN/3,1981,winter wheat first test crop,22-Apr-81,,,,diary record,,mecoprop with Isoproturon applied mecoprop at 2.5 1 with isoproturon at 2.5 1 in 280 l.,Isoproturon,2.5,l/ha,280,l/ha,
,6861,,W/RN/3,1981,winter wheat first test crop,20-Jun-81,,,,diary record,,Fungicide applied triadimenol with captafol (as 'Baylaton CF' at 2 kg) in 280 l,"Baylaton CF (triadimenol, captafol)",2,kg/ha,280,l/ha,
,6862,,W/RN/3,1981,winter wheat first test crop,19-Aug-81,,,,diary record,,combine harvested,Combine harvested,,,,,
,6863,,W/RN/3,1981,barley second test crop,24-Oct-80,,,,diary record,,Magnesian limestone applied at 5 tonnes,Magnesian limestone applied,5,tonnes/ha,,,
,6864,,W/RN/3,1981,barley second test crop,06-Nov-80,,,,diary record,,ploughed,Ploughed,,,,,
,6865,,W/RN/3,1981,barley second test crop,19-Feb-81,,,,diary record,,PK applied (0:20:20) at 300 kg.,PK applied (0:20:20),300,kg/ha,,,
,6866,,W/RN/3,1981,barley second test crop,26-Feb-81,,,,diary record,,spring-tine cultivated with crumbler attached,Spring-tine cultivated with crumbler attached,,,,,
,6867,,W/RN/3,1981,barley second test crop,06-Apr-81,,,,diary record,,"Aldicarb applied, rotary cultivated with crumbler attached, seed sown",Aldicarb applied,,,,,
,6867,,W/RN/3,1981,barley second test crop,06-Apr-81,,,,diary record,,"Aldicarb applied, rotary cultivated with crumbler attached, seed sown",Rotary cultivated with crumbler attached,,,,,
,6867,,W/RN/3,1981,barley second test crop,06-Apr-81,,,,diary record,,"Aldicarb applied, rotary cultivated with crumbler attached, seed sown",Seed sown,,,,,
,6868,,W/RN/3,1981,barley second test crop,14-Apr-81,,,,diary record,,N applied,N applied,,,,,
,6869,,W/RN/3,1981,barley second test crop,15-May-81,,,,diary record,,weedkiller and Fungicide applied mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 1)  and Tridemorph at 0.53 kg in 280 l,"Brittox (mecoprop, bromoxynil, ioxynil)",3.5,l/ha,280,l/ha,
,6869,,W/RN/3,1981,barley second test crop,15-May-81,,,,diary record,,weedkiller and Fungicide applied mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 1)  and Tridemorph at 0.53 kg in 280 l,Tridemorph,0.53,kg/ha,280,l/ha,
,6870,,W/RN/3,1981,barley second test crop,17-Aug-81,,,,diary record,,combine harvested,Combine harvested,,,,,
,6871,,W/RN/3,1982,grass ley and clover grass ley first year,01-Oct-81,,,,diary record,,weedkiller applied glyphosate at 1.5 kg in 280 l,Glyphosate,1.5,kg/ha,280,l/ha,
,6872,,W/RN/3,1982,grass ley and clover grass ley first year,12-Nov-81,,,,diary record,,ploughed,Ploughed,,,,,
,6873,,W/RN/3,1982,grass ley and clover grass ley first year,15-Apr-82,,,,diary record,,"spring-tine cultivated with crumbler attached, PK applied (0:18:36) at 420 kg, N applied to grass ley only N at 75 kg as 'Nitro-chalk'",Spring-tine cultivated with crumbler attached,,,,,
,6873,,W/RN/3,1982,grass ley and clover grass ley first year,15-Apr-82,,,,diary record,,"spring-tine cultivated with crumbler attached, PK applied (0:18:36) at 420 kg, N applied to grass ley only N at 75 kg as 'Nitro-chalk'",PK applied (0:18:36),420,kg/ha,,,
,6873,,W/RN/3,1982,grass ley and clover grass ley first year,15-Apr-82,,,,diary record,,"spring-tine cultivated with crumbler attached, PK applied (0:18:36) at 420 kg, N applied to grass ley only N at 75 kg as 'Nitro-chalk'",Nitro-chalk to grass ley only,75,kg/ha,,,
,6874,,W/RN/3,1982,grass ley and clover grass ley first year,19-Apr-82,,,,diary record,,spring-tine cultivated with crumbler attached,Spring-tine cultivated with crumbler attached,,,,,
,6875,,W/RN/3,1982,grass ley and clover grass ley first year,29-Apr-82,,,,diary record,,seed sown,Seed sown,,,,,
,6876,,W/RN/3,1982,grass ley and clover grass ley first year,16-Jun-82,,,,diary record,,topped,Topped,,,,,
,6877,,W/RN/3,1982,grass ley and clover grass ley first year,29-Jun-82,,,,diary record,,topped,Topped,,,,,
,6878,,W/RN/3,1982,grass ley and clover grass ley first year,26-Jul-82,,,,diary record,,topped,Topped,,,,,
,6879,,W/RN/3,1982,grass ley and clover grass ley first year,08-Sep-82,,,,diary record,,cut,Cut,,,,,
,6880,,W/RN/3,1982,grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years,06-Oct-81,,,,diary record,,Magnesian limestone applied to fifth year only at 5 tonnes,Magnesian limestone applied to fifth year only,5,tonnes/ha,,,
,6881,,W/RN/3,1982,grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years,05-Nov-81,,,,diary record,,Corrective K applied to four year only,Corrective K applied to fourth year only,,,,,
,6882,,W/RN/3,1982,grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years,05-Feb-82,,,,diary record,,PK applied (0:14:28) at 530 kg,PK applied (0:14:28),530,kg/ha,,,
,6883,,W/RN/3,1982,grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years,24-Mar-82,,,,diary record,,"NK applied to grass ley (28:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg",NK applied to grass ley (28:0:16),300,kg/ha,,,
,6883,,W/RN/3,1982,grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years,24-Mar-82,,,,diary record,,"NK applied to grass ley (28:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg",K applied to clover grass ley K20,48,kg/ha,,,
,6884,,W/RN/3,1982,grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years,15-Jun-82,,,,diary record,,"NK applied to grass ley (28:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg",NK applied to grass ley (28:0:16),300,kg/ha,,,
,6884,,W/RN/3,1982,grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years,15-Jun-82,,,,diary record,,"NK applied to grass ley (28:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg",K applied to clover grass ley K20,48,kg/ha,,,
,6885,,W/RN/3,1982,grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years,08-Jun-82,,,,diary record,,cut,Cut,,,,,
,6886,,W/RN/3,1982,grass ley and clover grass ley second third fourth fifth sixth seventh and eighth years,08-Sep-82,,,,diary record,,cut,Cut,,,,,
,6887,,W/RN/3,1982,barley first and second treatment crop,01-Oct-81,,,,diary record,,glyphosate applied glyphosate at 1.5 kg in 280 l,Glyphosate,1.5,kg/ha,280,l/ha,
,6888,,W/RN/3,1982,barley first and second treatment crop,12-Nov-81,,,,diary record,,ploughed,Ploughed,,,,,
,6889,,W/RN/3,1982,barley first and second treatment crop,25-Mar-82,,,,diary record,,"NPK applied (20:10:10) at 400 kg, deep-tine cultivated",NPK applied (20:10:10),400,kg/ha,,,
,6889,,W/RN/3,1982,barley first and second treatment crop,25-Mar-82,,,,diary record,,"NPK applied (20:10:10) at 400 kg, deep-tine cultivated",Deep-tine cultivated,,,,,
,6890,,W/RN/3,1982,barley first and second treatment crop,29-Mar-82,,,,diary record,,"spring-tine cultivated with crumbler attached, seed sown",Spring-tine cultivated with crumbler attached,,,,,
,6890,,W/RN/3,1982,barley first and second treatment crop,29-Mar-82,,,,diary record,,"spring-tine cultivated with crumbler attached, seed sown",Seed sown,,,,,
,6891,,W/RN/3,1982,barley first and second treatment crop,17-May-82,,,,diary record,,Poly-Farmon' applied Dicamba with mecoprop and MCPA (as 'Poly-Farmon' at 4.9 l) in 280 l,"Poly-Farmon (Dicamba, mecoprop, MCPA)",4.9,l/ha,280,l/ha,
,6892,,W/RN/3,1982,barley first and second treatment crop,11-Aug-82,,,,diary record,,combine harvested,Combine harvested,,,,,
,6893,,W/RN/3,1982,spring beans third treatment crop,01-Oct-81,,,,diary record,,glyphosate applied glyphosate at 1.5 kg in 280 l,Glyphosate,1.5,kg/ha,280,l/ha,
,6894,,W/RN/3,1982,spring beans third treatment crop,13-Nov-81,,,,diary record,,ploughed,Ploughed,,,,,
,6895,,W/RN/3,1982,spring beans third treatment crop,25-Mar-82,,,,diary record,,"PK applied (0:20:20) at 200 kg., deep-tine cultivated",PK applied (0:20:20),200,kg/ha,,,
,6895,,W/RN/3,1982,spring beans third treatment crop,25-Mar-82,,,,diary record,,"PK applied (0:20:20) at 200 kg., deep-tine cultivated",Deep-tine cultivated,,,,,
,6896,,W/RN/3,1982,spring beans third treatment crop,29-Mar-82,,,,diary record,,spring-tine cultivated,Spring-tine cultivated,,,,,
,6897,,W/RN/3,1982,spring beans third treatment crop,30-Mar-82,,,,diary record,,seed sown,Seed sown,,,,,
,6898,,W/RN/3,1982,spring beans third treatment crop,05-Apr-82,,,,diary record,,Simazine and triatazine applied 0.76 kg triatazine with 0.10 kg simazine in 280 l,Triatazine,0.76,kg/ha,280,l/ha,
,6898,,W/RN/3,1982,spring beans third treatment crop,05-Apr-82,,,,diary record,,Simazine and triatazine applied 0.76 kg triatazine with 0.10 kg simazine in 280 l,Simazine,0.1,kg/ha,280,l/ha,
,6899,,W/RN/3,1982,spring beans third treatment crop,04-Sep-82,,,,diary record,,combine harvested,Combine harvested,,,,,
,6900,,W/RN/3,1982,fallow first and second treatment year,01-Oct-81,,,,diary record,,glyphosate applied to first treatment year only glyphosate at 1.5 kg in 280 l,Glyphosate applied to first treatment year only,1.5,kg/ha,280,l/ha,
,6901,,W/RN/3,1982,fallow first and second treatment year,12-Nov-81,,,,diary record,,ploughed,Ploughed,,,,,
,6902,,W/RN/3,1982,fallow first and second treatment year,15-Apr-82,,,,diary record,,spring-tine cultivated,Spring-tine cultivated,,,,,
,6903,,W/RN/3,1982,fallow first and second treatment year,19-Apr-82,,,,diary record,,spring-tine cultivated,Spring-tine cultivated,,,,,
,6904,,W/RN/3,1982,fallow first and second treatment year,05-Jul-82,,,,diary record,,spring-tine cultivated,Spring-tine cultivated,,,,,
,6905,,W/RN/3,1982,fallow first and second treatment year,16-Jun-82,,,,diary record,,Deep-tine cultivated,Deep-tine cultivated,,,,,
,6906,,W/RN/3,1982,winter wheat first test crop,01-Oct-81,,,,diary record,,glyphosate applied after beans glyphosate at 1.5 kg in 280 l,Glyphosate applied after beans,1.5,kg/ha,280,l/ha,
,6907,,W/RN/3,1982,winter wheat first test crop,14-Oct-81,,,,diary record,,glyphosate applied after ley glyphosate at 1.5 kg in 280 l,Glyphosate applied after ley,1.5,kg/ha,280,l/ha,
,6908,,W/RN/3,1982,winter wheat first test crop,04-Nov-81,,,,diary record,,ploughed,Ploughed,,,,,
,6909,,W/RN/3,1982,winter wheat first test crop,05-Nov-81,,,,diary record,,"Corrective K applied, PK applied (0:20:20) at 310 kg, aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown",Corrective K applied,,,,,
,6909,,W/RN/3,1982,winter wheat first test crop,05-Nov-81,,,,diary record,,"Corrective K applied, PK applied (0:20:20) at 310 kg, aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown",PK applied (0:20:20),310,kg/ha,,,
,6909,,W/RN/3,1982,winter wheat first test crop,05-Nov-81,,,,diary record,,"Corrective K applied, PK applied (0:20:20) at 310 kg, aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown",Aldicarb applied,10,kg/ha,,,
,6909,,W/RN/3,1982,winter wheat first test crop,05-Nov-81,,,,diary record,,"Corrective K applied, PK applied (0:20:20) at 310 kg, aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown",Rotary cultivated,,,,,
,6909,,W/RN/3,1982,winter wheat first test crop,05-Nov-81,,,,diary record,,"Corrective K applied, PK applied (0:20:20) at 310 kg, aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown",Seed sown,,,,,
,6910,,W/RN/3,1982,winter wheat first test crop,13-Nov-81,,,,diary record,,chlortoluron applied chlortoluron at 5.6 1 in 280 l.,Chlortoluron,5.6,l/ha,280,l/ha,
,6911,,W/RN/3,1982,winter wheat first test crop,15-Apr-82,,,,diary record,,N applied,N applied,,,,,
,6912,,W/RN/3,1982,winter wheat first test crop,16-Aug-82,,,,diary record,,combine harvested,Combine harvested,,,,,
,6913,,W/RN/3,1982,barley second test crop,01-Oct-81,,,,diary record,,glyphosate applied glyphosate at 1.5 kg in 280 l,Glyphosate,1.5,kg/ha,280,l/ha,
,6914,,W/RN/3,1982,barley second test crop,06-Oct-81,,,,diary record,,Magnesian limestone applied at 5 tonnes,Magnesian limestone applied,5,tonnes/ha,,,
,6915,,W/RN/3,1982,barley second test crop,13-Nov-81,,,,diary record,,ploughed,Ploughed,,,,,
,6916,,W/RN/3,1982,barley second test crop,25-Mar-82,,,,diary record,,"PK applied (0:20:20) at 300 kg., deep-tine cultivated",PK applied (0:20:20),300,kg/ha,,,
,6916,,W/RN/3,1982,barley second test crop,25-Mar-82,,,,diary record,,"PK applied (0:20:20) at 300 kg., deep-tine cultivated",Deep-tine cultivated,,,,,
,6917,,W/RN/3,1982,barley second test crop,29-Mar-82,,,,diary record,,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown",Aldicarb applied,10,kg/ha,,,
,6917,,W/RN/3,1982,barley second test crop,29-Mar-82,,,,diary record,,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown",Rotary cultivated,,,,,
,6917,,W/RN/3,1982,barley second test crop,29-Mar-82,,,,diary record,,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown",Seed sown,,,,,
,6918,,W/RN/3,1982,barley second test crop,01-Apr-82,,,,diary record,,N applied,N applied,,,,,
,6919,,W/RN/3,1982,barley second test crop,17-May-82,,,,diary record,,Poly - Farmon' applied Dicamba with mecoprop and MCPA (as 'Farmon' at 4.9 1) in 280 l.,"Farmon (Dicamba, mecoprop, MCPA)",4.9,l/ha,280,l/ha,
,6920,,W/RN/3,1982,barley second test crop,11-Aug-82,,,,diary record,,combine harvested,Combine harvested,,,,,
,6921,,W/RN/3,1983,winter wheat first test crop,10-Sep-82,,,,diary record,,glyphosate applied glyphosate at 1.5 kg in 280 l,Glyphosate,1.5,kg/ha,280,l/ha,
,6922,,W/RN/3,1983,winter wheat first test crop,24-Sep-82,,,,diary record,,ploughed,Ploughed,,,,,
,6923,,W/RN/3,1983,winter wheat first test crop,30-Sep-82,,,,diary record,,PK applied (0:20:20) at 310 kg.,PK applied (0:20:20),310,kg/ha,,,
,6924,,W/RN/3,1983,winter wheat first test crop,01-Oct-82,,,,diary record,,"Corrective K and aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown",Corrective K applied,,,,,
,6924,,W/RN/3,1983,winter wheat first test crop,01-Oct-82,,,,diary record,,"Corrective K and aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown",Aldicarb applied,10,kg/ha,,,
,6924,,W/RN/3,1983,winter wheat first test crop,01-Oct-82,,,,diary record,,"Corrective K and aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown",Rotary cultivated,,,,,
,6924,,W/RN/3,1983,winter wheat first test crop,01-Oct-82,,,,diary record,,"Corrective K and aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown",Seed sown,,,,,
,6925,,W/RN/3,1983,winter wheat first test crop,06-Apr-83,,,,diary record,,N applied,N applied,,,,,
,6926,,W/RN/3,1983,winter wheat first test crop,15-Apr-83,,,,diary record,,Brittox with prochloraz applied mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 1) with Prochloraz at 0.40 l in 250 l,"Brittox (mecoprop, bromoxynil, ioxynil)",3.5,l/ha,250,l/ha,
,6926,,W/RN/3,1983,winter wheat first test crop,15-Apr-83,,,,diary record,,Brittox with prochloraz applied mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 1) with Prochloraz at 0.40 l in 250 l,Prochloraz,0.4,l/ha,250,l/ha,
,6927,,W/RN/3,1983,fallow first treatment year,,,,,diary record,,paraquat 0.84 kg ion in 280 l,Paraquat,0.84,kg ion/ha,280,l/ha,
