record_id	source_id	sequence	Experiment	harvest_year	plots	start_date_orig	start date	end_date_orig	end_date	type	flag	record	tidy_record	rate	unit	water_volume	water_volume_unit	
	12196		R/EX/4	2008	P test	01-Oct-07				f	2	"Triple Superphosphate, plots except 011-013, 031 - 033, 051 - 053, 071 - 073 & 091 - 093"	"Triple Superphosphate, plots except 011-013, 031 - 033, 051 - 053, 071 - 073 & 091 - 093"			98	kg/ha	
	12197		R/EX/4	2008	P test	01-Oct-07				f	2	"Basal K (muriate of potash) plots 01,03, 05,07 &09"	"Basal K (muriate of potash) - plots 01, 03, 05, 07, 09"			250	kg/ha	
	12198		R/EX/4	2008	Selected plots:	06-Oct-07				ch	2	"Chalk, plots 021, 022, 024, 061, 062, 063, 083, 102, 103, 104"	"Chalk, plots 021, 022, 024, 061, 062, 063, 083, 102, 103, 104"	2	t/ha			
	12199		R/EX/4	2008	Selected plots:	06-Oct-07				ch	2	"Chalk, plots 011, 023, 042, 044, 054, 064, 071, 082, 084"	"Chalk, plots 011, 023, 042, 044, 054, 064, 071, 082, 084"	4	t/ha			
	12200		R/EX/4	2008	Selected plots:	06-Oct-07				ch	2	"Chalk, plots 041, 043, 051, 081, 101"	"Chalk, plots 041, 043, 051, 081, 101"	6	t/ha			
	12201		R/EX/4	2008	all plots	30-Sep-07				p	2	glyphosate 360 3.00	Glyphosate 360	3	l/ha	200	l/ha	
	12202		R/EX/4	2008	all plots	10-Oct-07				c	2	ploughed / S. completed 11-Oct-2007	"ploughed - thrown south, completed 11-Oct-2007"					
	12203		R/EX/4	2008	all plots	22-Oct-07				s	2	Combination drilled X19 tr Redigo Tin + water	Combination drilled Xi19 tr Redigo Twin + Deter			350	seeds/m2	
	12204		R/EX/4	2008	all plots	23-Oct-07				c	2	rolled	Rolled					
	12205		R/EX/4	2008	all plots	30-Oct-07				p	2	Huron	Huron	5	kg/ha			
	12206		R/EX/4	2008	all plots	02-Nov-07				p	2	Liberator	Liberator	0.6	l/ha	200	l/ha	
	12207		R/EX/4	2008	all plots	02-Nov-07				p	2	Alpha Trifluralin 48 EC 200	Alpha Trifluralin 48 EC 200	2	l/ha	200	l/ha	
	12208		R/EX/4	2008	all plots	17-Nov-07				p	2	Stomp 400 SC 330	Stomp 400 SC	3.3	l/ha	200	l/ha	
	12209		R/EX/4	2008	all plots	17-Nov-07				p	2	Arelon 500 2.00	Arelon 500	2	l/ha	200	l/ha	
	12210		R/EX/4	2008	all plots	17-Nov-07				p	2	Hallmark with Zeon Technology	Hallmark with Zeon Technology	50	ml/ha	200	l/ha	
	12211		R/EX/4	2008	all plots	01-Apr-08				f	2	Sulphate of ammonia	Sulphate of ammonia			238	kg/ha	
	12212		R/EX/4	2008	all plots	18-Apr-08				f	2	Nitraprill	Nitraprill			580	kg/ha	
	12213		R/EX/4	2009	K test	30-Sep-08				f	2	"Basal P (triple superphosphate) - plots 02, 04,06, 08 and 10"	"Basal P (triple superphosphate) - plots 02, 04, 06, 08 and 10"			75	kg/ha	
	12214		R/EX/4	2009	K test	30-Sep-08				f	2	"muriate of potash, plots 23, 43, 63, 83 & 103"	"muriate of potash - plots 23, 43, 63, 83 & 103"			125	kg/ha	
	12215		R/EX/4	2009	K test	30-Sep-08				f	2	"muriate of potash, plots 24, 44, 64, 84, 104"	"muriate of potash - plots 24, 44, 64, 84, 104"			250	kg/ha	
	12216		R/EX/4	2009	P test	30-Sep-08				f	2	"Triple Superphosphate plots 011 - 013, 031-033, 051 = 053, 071 - 073 and 091-093"	"Triple Superphosphate - plots 011 - 013, 031 - 033, 051 - 053, 071 - 073 and 091- 093"			75	kg/ha	
	12217		R/EX/4	2009	P test	30-Sep-08				f	2	"muriate of potash, plots 01,03, 05, 07 & 09"	"muriate of potash, plots 01, 03, 05, 07 & 09"			250	kg/ha	
	12218		R/EX/4	2009	all plots	06-Oct-08				c	2	ploughing	ploughing	None				
	12219		R/EX/4	2009	all plots	11-Oct-08				c	2	cultipressed	cultipressed					
	12220		R/EX/4	2009	all plots	16-Oct-08				c	2	power harrowed	Power harrowed					
	12221		R/EX/4	2009	all plots	16-Oct-08				s	2	Combination drilled XI-19 tr Redigo water	Combination drilled Xi19 tr Redigo Deter			350	seeds/m2	
	12222		R/EX/4	2009	all plots	18-Oct-08				p	2	Liberator 0.60	Liberator	0.6	l/ha	200	l/ha	
	12223		R/EX/4	2009	all plots	17-Dec-08				p	2	Stomp 400 SC	Stomp 400 SC	3.3	l/ha			
	12224		R/EX/4	2009	all plots	17-Dec-08				p	2	Arelon 500	Arelon 500	3	l/ha			
	12225		R/EX/4	2009	all plots	17-Dec-08				p	2	Hallmark with Zeon Technology	Hallmark with Zeon Technology	50	ml/ha			
	12226		R/EX/4	2009	all plots	09-Mar-09				p	2	ammonium Sulphate	Ammonium Sulphate	238	kg/ha			
	12227		R/EX/4	2009	all plots	25-Mar-09				f	2	Kieserite	Kieserite			80	kg/ha	
	12228		R/EX/4	2009	all plots	14-Apr-09				p	2	Pacifica	Pacifica	0.4	kg/ha			
	12229		R/EX/4	2009	all plots	20-Apr-09				f	2	Nitram	Nitram			580	kg/ha	
	12230		R/EX/4	2009	all plots	20-Apr-09				p	2	Cherokee	Cherokee	1	l/ha			
	12231		R/EX/4	2009	all plots	02-May-09				p	2	Piece	Deuce	1	l/ha			
	12232		R/EX/4	2009	all plots	02-May-09				p	2	Bravo 500	Bravo 500	1	l/ha			
	12233		R/EX/4	2009	all plots	02-May-09				p	2	Talus	Talus	0.13	l/ha			
	12234		R/EX/4	2009	all plots	02-May-09				p	2	BASF 3C Chlormequat 720	BASF 3C Chlormequat 720	225	l/ha			
	12235		R/EX/4	2009	all plots	04-May-09				p	2	ally Max SX	Ally Max SX	42	g/ha			
	12236		R/EX/4	2009	all plots	04-May-09				p	2	Agrguard Fluroxypyr	Agriguard Fluroxypyr	0.75	l/ha			
	12237		R/EX/4	2009	all plots	13-May-09				f	2	Nitram	Nitram			145	kg/ha	
	12238		R/EX/4	2009	all plots	16-May-09				m	2	mow / rotavated plants	Mow / rotavated paths					
	12239		R/EX/4	2009	all plots	28-May-09				p	2	Buus	Buus	1.5	l/ha			
	12240		R/EX/4	2009	all plots	28-May-09				p	2	Amistar Opti	Amistar Opti	1.25	ha			
	12241		R/EX/4	2009	all plots	02-Jun-09				m	2	mow / rotavated plants	Mow / rotavated paths					
	12242		R/EX/4	2009	all plots	29-Jun-09				m	2	mow/ rotavated plants	Mow / rotavated paths					
	12243		R/EX/4	2009	all plots	15-Aug-09				h	2	"combine harvest, plots for yield"	Combine harvested plots for yield					
	12244		R/EX/4	2009	all plots	15-Aug-09				h	2	"sample, baled and weight straw"	Baled straw					
	12244		R/EX/4	2009	all plots	15-Aug-09				sam	2	"sample, baled and weight straw"	Sampled and weighed straw					
	12245		R/EX/4	2010	K test	29-Sep-09				f	2	"Basal P (triple superphosphate) - plots 02, 04, 06, 08 and 10"	"Basal P (triple superphosphate) - plots 02, 04, 06, 08 and 10"			75	kg/ha	
	12246		R/EX/4	2010	K test	29-Sep-09				f	2	"muriate of potash, plots 23, 43, 63, 83 & 103"	"muriate of potash - plots 23, 43, 63, 83 & 103"			125	kg/ha	
	12247		R/EX/4	2010	K test	29-Sep-09				f	2	"muriate of potash, plots 24, 44, 64, 84, 104"	"muriate of potash - plots 24, 44, 64, 84, 104"			250	kg/ha	
	12248		R/EX/4	2010	P test	29-Sep-09				f	2	"Triple Superphosphate - plots 011 - 013, 031 - 033, 051 - 053, 071 - 073 and 091- 093"	"Triple Superphosphate - plots 011 - 013, 031 - 033, 051 - 053, 071 - 073 and 091- 093"			75	kg/ha	
	12249		R/EX/4	2010	P test	29-Sep-09				f	2	"muriate of potash, plots 01,03, 05, 07 & 09"	"muriate of potash, plots 01, 03, 05, 07 & 09"			250	kg/ha	
	12250		R/EX/4	2010	all plots	29-Sep-09				f	2	spread fertilizers	Spread fertilizers					
	12251		R/EX/4	2010	all plots	30-Sep-09				c	2	ploughed	ploughed					
	12252		R/EX/4	2010	all plots	01-Oct-09				c	2	cultipressed	cultipressed					
	12253		R/EX/4	2010	all plots	02-Oct-09				c	2	cultipressed - second time	cultipressed - second time					
	12254		R/EX/4	2010	all plots	05-Oct-09				s	2	Combination drilled Xi19 - at 350 seed per m?	Combination drilled Xi19	166	kg/ha	350	seeds/m2	
	12255		R/EX/4	2010	all plots	05-Oct-09				p	2	Liberator -200 It water	Liberator	0.6	l/ha	200	l/ha	
	12256		R/EX/4	2010	all plots	19-Mar-10				f	2	Sulphate of ammonia - As indicated on plan	Sulphate of ammonia - As indicated on plan			238	kg/ha	
	12257		R/EX/4	2010	all plots	06-Apr-10				f	2	Kieserite	Kieserite			80	kg/ha	
	12258		R/EX/4	2010	all plots	10-Apr-10				p	2	Cherokee - 146 f water	Cherokee	1	l/ha	146	l/ha	
	12259		R/EX/4	2010	all plots	15-Apr-10				f	2	Nitram	Nitram			580	kg/ha	
	12260		R/EX/4	2010	all plots	18-Apr-10				p	2	Attribut - 146 It water	Attribut	100	g/ha	146	l/ha	
	12261		R/EX/4	2010	all plots	18-Apr-10				p	2	ABe - 146 It water	Amber	1	l/ha	146	l/ha	
	12262		R/EX/4	2010	all plots	18-Apr-10				p	2	Oxytril CM - 146 It water	Oxytril CM	1	l/ha	146	l/ha	
	12263		R/EX/4	2010	all plots	06-May-10				p	2	Bravo 500 - 200 It water	Bravo 500	1	l/ha	200	l/ha	
	12264		R/EX/4	2010	all plots	06-May-10				p	2	take - 200 It water	Topik	1	l/ha	200	l/ha	
	12265		R/EX/4	2010	all plots	06-May-10				p	2	Chilormequat 3C - 200 It water	Chlormequat 3C	225	l/ha	200	l/ha	
	12266		R/EX/4	2010	all plots	12-May-10				m	2	mow / rotavated plants	Mow / rotavated paths					
	12267		R/EX/4	2010	all plots	18-May-10				p	2	Tomahawk	Tomahawk	1	l/ha			
	12268		R/EX/4	2010	all plots	18-May-10				p	2	Cleancrop Gallifrey	Clean Crop Gallifrey	1	l/ha			
	12269		R/EX/4	2010	all plots	19-May-10				f	2	Nitram	Nitram			145	kg/ha	
	12270		R/EX/4	2010	all plots	02-Jun-10				p	2	Comat - 200 It water	Comet	0.6	l/ha	200	l/ha	
	12271		R/EX/4	2010	all plots	02-Jun-10				p	2	Opus - 200 It water	Opus	0.6	l/ha	200	l/ha	
	12272		R/EX/4	2010	all plots	03-Jun-10				c	2	rotavated plants	Rotavated paths					
	12273		R/EX/4	2010	all plots	17-Jun-10					2	cut plants	cut paths					
	12274		R/EX/4	2010	all plots	14-Jul-10				m	2	mow / rotavated plants	Mow / rotavated paths					
	12275		R/EX/4	2010	all plots	31-Aug-10				h	2	"combine harvest, plots for yield"	Combine harvested plots for yield					
	12276		R/EX/4	2010	all plots	31-Aug-10				h	2	"sample, baled and weight straw"	Baled straw					
	12276		R/EX/4	2010	all plots	31-Aug-10				sam	2	"sample, baled and weight straw"	Sampled and weighed straw					
	12277		R/EX/4	2010	all plots	03-Sep-10				h	2	combine harvest discards	Combine harvested discards					
	12278		R/EX/4	2010	all plots	04-Sep-10				h	2	baled	Baled					
	12279		R/EX/4	2011	K test	07-Oct-10				f	2	"Basal P (triple superphosphate) - plots 02.04,06.08 and"	"Basal P (triple superphosphate) - plots 02, 04, 06, 08 and 10"			75	kg/ha	
	12280		R/EX/4	2011	K test	07-Oct-10				f	2	"muriate of potash - plots 23,43.63,83.103"	"muriate of potash - plots 23, 43, 63, 83 & 103"			125	kg/ha	
	12281		R/EX/4	2011	K test	07-Oct-10				f	2	"muriate of potash - plots 24,44 64,84, 104"	"muriate of potash - plots 24, 44, 64, 84, 104"			250	kg/ha	
	12282		R/EX/4	2011	P test	07-Oct-10				f	2	"Triple Super phorate - plots 011-013,031-033,051-053, 071-073, 091-093"	"Triple Superphosphate - plots 011-013, 031-033, 051-053, 071-073, 091-093"			75	kg/ha	
	12283		R/EX/4	2011	P test	07-Oct-10				f	2	"muriate of potash - plots 011-014, 031-034, 051-054, 071-074, 091-094."	"muriate of potash - plots 011-014, 031-034, 051-054, 071-074, 091-094."			250	kg/ha	
	12284		R/EX/4	2011	all plots	10-Oct-10				c	2	ploughed	ploughed					
	12285		R/EX/4	2011	all plots	10-Oct-10				c	2	ploughed	ploughed					
	12286		R/EX/4	2011	all plots	13-Oct-10				c	2	cultipressed	cultipressed					
	12287		R/EX/4	2011	all plots	15-Oct-10				s	2	drilled Xi 19 trt Anchor - 350 seed / are sq	drilled Xi19 trt Anchor	145	kg/ha	350	seeds/m2	
	12288		R/EX/4	2011	all plots	16-Oct-10				c	2	rolled	Rolled					
	12289		R/EX/4	2011	all plots	17-Oct-10				p	2	sprayed Regatta - water volume = 200 IVha	Sprayed Regatta	0.6	l/ha	200	l/ha	
	12290		R/EX/4	2011	all plots	14-Mar-11				p	2	applied ammonium Sulphate fertilizers	Ammonium Sulphate	238	kg/ha			
	12291		R/EX/4	2011	all plots	28-Mar-11				p	2	sprayed Cherokee - water volume = 118 with. applied to WW area only f )	sprayed Cherokee - WW area only	1.25	l/ha	118	l/ha	
	12292		R/EX/4	2011	all plots	06-Apr-11				f	2	applied Kieserite	Kieserite			80	kg/ha	
	12293		R/EX/4	2011	all plots	13-Apr-11				f	2	applied Nitram	Nitram			580	kg/ha	
	12294		R/EX/4	2011	all plots	05-May-11				p	2	sprayed Bravo 500 - 200 IVha water	Sprayed Bravo 500	1	l/ha	200	l/ha	
	12295		R/EX/4	2011	all plots	05-May-11				p	2	sprayed take - 200 IVha water	sprayed Topik	1	l/ha	200	l/ha	
	12296		R/EX/4	2011	all plots	05-May-11				p	2	"sprayed Agriguard Chlormequat - 200 IVha water 720,"	sprayed Agriguard Chlormequat 720	2.25	l/ha	200	l/ha	
	12297		R/EX/4	2011	all plots	05-May-11				p	2	sprayed ally Max - 200 IVha water	Sprayed Ally Max	42	g/ha	200	l/ha	
	12298		R/EX/4	2011	all plots	05-May-11				p	2	sprayed Starane 2 - 200 IVha water	Sprayed Starane 2	0.75	l/ha	200	l/ha	
	12299		R/EX/4	2011	all plots	10-May-11				f	2	applied Nitram	Nitram			146	kg/ha	
	12300		R/EX/4	2011	all plots	16-May-11					2	cut plants	cut paths					
	12301		R/EX/4	2011	all plots	19-May-11				p	2	sprayed Opus - 100 I'na water	sprayed Opus	0.8	l/ha	100	l/ha	
	12302		R/EX/4	2011	all plots	19-May-11				p	2	sprayed Comat 200 - 100 I'na water	sprayed Comet 200	0.6	l/ha	100	l/ha	
	12303		R/EX/4	2011	all plots	19-May-11				p	2	sprayed Bravo 500 - 100 I'na water	Sprayed Bravo 500	1	l/ha	100	l/ha	
	12304		R/EX/4	2011	all plots	23-May-11					2	cut plants	cut paths					
	12305		R/EX/4	2011	all plots	03-Jun-11				c	2	rotavated plants	Rotavated paths					
	12306		R/EX/4	2011	all plots	08-Jun-11					2	cut plants	cut paths					
	12307		R/EX/4	2011	all plots	20-Jun-11					2	cut plants	cut paths					
	12308		R/EX/4	2011	all plots	01-Aug-11					2	cut plants	cut paths					
	12309		R/EX/4	2011	all plots	12-Aug-11				h	2	combined O+Es - Opened up material with Mercia combine ready for yield to be taken	Combined O+Es - Opened up trial with commercial combine ready for yield to be taken	"
"				
	12310		R/EX/4	2011	all plots	12-Aug-11				h	2	baled O+Es - baled area discard area cut to open out material	Baled O+Es					
	12310		R/EX/4	2011	all plots	12-Aug-11				h	2	baled O+Es - baled area discard area cut to open out material	Baled area discard area cut to open out trials					
	12311		R/EX/4	2011	all plots	16-Aug-11				h	2	Straw weights	Straw weighed					
	12312		R/EX/4	2011	all plots	16-Aug-11				h	2	combined - O+Es	Combined O+Es	"
"				
	12313		R/EX/4	2011	all plots	17-Aug-11				h	2	straw baled	Baled straw					
	12314		R/EX/4	2012	all plots	15-Aug-11				h	2	combined for yield .	Combined for yield	"
"				
	12315		R/EX/4	2012	all plots	15-Aug-11				h	2	Straw weights -	Straw weighed					
	12316		R/EX/4	2012	all plots	29-Sep-11				f	2	"applied Triple Super phorate, as per plan. -"	"Triple Superphosphate, as per plan."					
	12317		R/EX/4	2012	all plots	29-Sep-11				f	2	"applied muriate of potash, as per plan -"	"muriate of potash, as per plan"					
	12318		R/EX/4	2012	all plots	30-Sep-11				ch	2	"applied Chalk, as per plan plots 022,024,074."	"applied Chalk, as per plan plots 022,024,074."	2	t/ha			
	12319		R/EX/4	2012	all plots	30-Sep-11				ch	2	"applied Chalk, as per plants 011,023,044,061,062,063,064, 071,082,083,084,103."	"applied Chalk, as per plan 011,023,044,061,062,063,064, 071,082,083,084,103."	4	t/ha			
	12320		R/EX/4	2012	all plots	30-Sep-11				ch	2	"applied Chalk, as per plants 021, 041,042,043, 051,054,081,101,102,104."	"applied Chalk, as per plan 021, 041,042,043, 051,054,081,101,102,104."	6	t/ha			
	12321		R/EX/4	2012	all plots	03-Oct-11				c	2	ploughed -	ploughed					
	12322		R/EX/4	2012	all plots	04-Oct-11				c	2	cultipressed -	cultipressed					
	12323		R/EX/4	2012	all plots	12-Oct-11				c	2	rolled	Rolled					
	12324		R/EX/4	2012	all plots	14-Oct-11				p	2	sprayed Liberator in 200Vha of water	sprayed Liberator	0.6	l/ha	200	l/ha	
	12325		R/EX/4	2012	all plots	16-Mar-12				p	2	applied ammonium Sulphate fertilizers	Ammonium Sulphate	238	kg/ha			
	12326		R/EX/4	2012	all plots	22-Mar-12				p	2	sprayed Cherokee SE in 200Vha	sprayed Cherokee SE	1	l/ha	200	l/ha	
	12327		R/EX/4	2012	all plots	22-Mar-12				p	2	sprayed Justice in	sprayed Justice	0.125	l/ha	200	l/ha	
	12328		R/EX/4	2012	all plots	11-Apr-12				f	2	applied Nitram fertilizers	Nitram			580	kg/ha	
	12329		R/EX/4	2012	all plots	05-May-12				p	2	sprayed ally Max in 200 l/ha of water	Sprayed Ally Max	42	g/ha	200	l/ha	
	12330		R/EX/4	2012	all plots	05-May-12				p	2	sprayed Bravo 500 in 200 l/ha of water	Sprayed Bravo 500	1	l/ha	200	l/ha	
	12331		R/EX/4	2012	all plots	05-May-12				p	2	sprayed take in 200 l/ha of water	sprayed Topik	1	l/ha	200	l/ha	
	12332		R/EX/4	2012	all plots	05-May-12				p	2	sprayed Agriguard in 200 l/ha of water	Sprayed Agriguard	2.25	l/ha	200	l/ha	
	12333		R/EX/4	2012	all plots	05-May-12				p	2	sprayed Starane in 200 l/ha of water	Sprayed Starane	0.5	l/ha	200	l/ha	
	12334		R/EX/4	2012	all plots	17-May-12					2	cut plants -	cut paths					
	12335		R/EX/4	2012	all plots	17-May-12				f	2	applied Nitram	Nitram			145	kg/ha	
	12336		R/EX/4	2012	all plots	23-May-12				p	2	sprayed Comat	Sprayed Comet	0.6	l/ha			
	12337		R/EX/4	2012	all plots	23-May-12				p	2	sprayed Bravo 500	Sprayed Bravo 500	1	l/ha			
	12338		R/EX/4	2012	all plots	23-May-12				p	2	sprayed Opus	sprayed Opus	0.8	l/ha			
	12339		R/EX/4	2012	all plots	13-Jun-12				p	2	sprayed Amistar in 100 l/ha of water	Sprayed Amistar	0.3	l/ha	100	l/ha	
	12340		R/EX/4	2012	all plots	13-Jun-12				p	2	sprayed Prosaro in 100 l/ha of water	Sprayed Prosaro	0.7	l/ha	100	l/ha	
	12341		R/EX/4	2012	all plots	14-Jun-12				m	2	Cutpaths -	cut paths					
	12342		R/EX/4	2012	all plots	20-Jun-12					2	cut plants -	cut paths					
	12343		R/EX/4	2012	all plots	06-Aug-12					2	cut plants .	cut paths					
	12344		R/EX/4	2012	all plots	07-Aug-12				p	2	sprayed w/ Samurai	Sprayed Samurai	3	l/ha			
	12345		R/EX/4	2012	all plots	23-Aug-12				h	2	Harvested. .	Harvested					
	12346		R/EX/4	2012	all plots	24-Aug-12				h	2	Harvested O+E's Ã”Ã‡Â£	Harvested O+Es					
	12347		R/EX/4	2012	all plots	24-Aug-12				sam	2	sampled baled and weighed -	Sampled and weighed					
	12347		R/EX/4	2012	all plots	24-Aug-12				h	2	sampled baled and weighed -	Baled					
	12348		R/EX/4	2012	all plots	20-Sep-12				p	2	sprayed Whole field w/ Weedazol EW	Sprayed Whole field w/ Weedazol EW	20	l/ha			
	12349		R/EX/4	2012	all plots	28-Sep-12				f	2	"spread muriate of potash - plots 103,83,63,43.23"	"spread muriate of potash - plots 103, 83, 63, 43, 23"			125	kg/ha	
	12350		R/EX/4	2012	all plots	28-Sep-12				f	2	"spread muriate of potash - plots 104-94,87-73.64-54.44-34,24-14"	"spread muriate of potash - plots 104-94, 87-73, 64-54, 44-34, 24-14"			250	kg/ha	
	12351		R/EX/4	2012	all plots	28-Sep-12				f	2	"spread top as on wheat on plots 101-93,81-73,61-53.41-33,21-13"	"Spread TSP as on sheet - plots 101-93, 81-73, 61-53, 41-33, 21-13"			75	kg/ha	
	12352		R/EX/4	2013	all plots	20-Sep-12				p	2	sprayed Whole field w/ Weedazol EW	Sprayed Whole field w/ Weedazol EW	20	l/ha			
	12353		R/EX/4	2013	all plots	28-Sep-12				f	2	spread MOP fertilizers on plots - 103.83.63.43.23	spread MOP fertilizers on plots - 103.83.63.43.23			125	kg/ha	
	12354		R/EX/4	2013	all plots	28-Sep-12				f	2	"spread MOP fertilizers as on wheat on plots 104-94,87-73,64-54 44-34 24-14"	"spread MOP fertilizers as on wheat on plots 104-94,87-73,64-54 44-34 24-14"			250	kg/ha	
	12355		R/EX/4	2013	all plots	28-Sep-12				f	2	"spread top as on wheat on plots 101-93,81-73,61-53.41-33,21-13"	"Spread TSP as on sheet - plots 101-93, 81-73, 61-53, 41-33, 21-13"			75	kg/ha	
	12356		R/EX/4	2013	all plots	15-Oct-12				s	2	drilled WW Xit9	Drilled WW Xit9			400	seeds/m2	
	12357		R/EX/4	2013	all plots	15-Nov-12				p	2	"sprayed Liberator , gals o+eÃ”Ã‡Ã–s at each blend of EX/4"	"sprayed Liberator, also O+E's at each end of EX/4"	0.6	l/ha			
	12358		R/EX/4	2013	all plots	15-Nov-12				p	2	"sprayed PDM, gals o+eÃ”Ã‡Ã–s at each blend of EX/4 LLC2-7 ha"	"sprayed PDM, also O+Es at each end of EX/4"	2.7	l/ha			
	12359		R/EX/4	2013	all plots	15-Nov-12				p	2	spread Slug plants (Gusto)	spread Slug pellets - Gusto	5	kg/ha			
	12360		R/EX/4	2013	all plots	11-Mar-13				f	2	applied Kieserite	Kieserite			80	kg/ha	
	12361		R/EX/4	2013	all plots	12-Mar-13				p	2	applied ammonium Sulphate fertilizers	Ammonium Sulphate	238	kg/ha			
	12362		R/EX/4	2013	all plots	25-Apr-13				f	2	applied Nitram	Nitram			580	kg/ha	
	12363		R/EX/4	2013	all plots	16-May-13				p	2	sprayed ally	Sprayed Ally	42	g/ha			
	12364		R/EX/4	2013	all plots	16-May-13				p	2	sprayed King	Sprayed Kingdom	1.25	l/ha			
	12365		R/EX/4	2013	all plots	16-May-13				p	2	sprayed Bravo500	Sprayed Bravo 500	1	l/ha			
	12366		R/EX/4	2013	all plots	16-May-13				p	2	sprayed NewCycocel	Sprayed NewCycocel	2	l/ha			
	12367		R/EX/4	2013	all plots	16-May-13				p	2	sprayed Hatchet extra	Sprayed Hatchet extra	1	l/ha			
	12368		R/EX/4	2013	all plots	21-May-13				f	2	applied Nitram	Nitram			145	kg/ha	
	12369		R/EX/4	2013	all plots	06-Jun-13				p	2	sprayed Ingite	Sprayed Ignite	1.2	l/ha			
	12370		R/EX/4	2013	all plots	06-Jun-13				p	2	sprayed Comat	Sprayed Comet	0.4	l/ha			
	12371		R/EX/4	2013	all plots	18-Jun-13				p	2	sprayed Cello	Sprayed Cello	0.55	l/ha	-	-	
	12372		R/EX/4	2013	all plots	19-Jun-13					2	cut plants	cut paths					
	12373		R/EX/4	2013	all plots	04-Jul-13					2	cut plants	cut paths					
	12374		R/EX/4	2013	all plots	19-Jul-13					2	cut plants.	cut paths					
	12375		R/EX/4	2013	all plots	12-Aug-13				h	2	Claas - Harvested - Ã”Ã‡Ã¶	Claas - Harvested					
	12376		R/EX/4	2013	all plots	13-Aug-13				h	2	sample - Harvested	Sampo - Harvested					
	12377		R/EX/4	2013	all plots	13-Aug-13				h	2	baled weighed and sampled plots - Ã”Ã‡Ã¶	Baled plots					
	12377		R/EX/4	2013	all plots	13-Aug-13				sam	2	baled weighed and sampled plots - Ã”Ã‡Ã¶	Weighed and sampled plots					
	12378		R/EX/4	2013	all plots	20-Aug-13				h	2	"Claas - Harvested, OE's go Ã”Ã‡Ã¶"	Claas Harvested O+E's					
	12379		R/EX/4	2014	all plots	30-Sep-13				f	2	"applied MOP fertilizers - plots 023, 043, 063, 083, 103"	"applied MOP fertilizers - plots 023, 043, 063, 083, 103"			125	kg/ha	
	12380		R/EX/4	2014	all plots	30-Sep-13				f	2	"applied MOP fertilizers - plots 011, 012, 013, 014, 024, 031, 032, 033, 034, 044, 051, 052, 053, 054, 064, 071, 072, 073, 074, 084, 091, 092, 093, 094, 104"	"applied MOP fertilizers - plots 011, 012, 013, 014, 024, 031, 032, 033, 034, 044, 051, 052, 053, 054, 064, 071, 072, 073, 074, 084, 091, 092, 093, 094, 104"			250	kg/ha	
	12381		R/EX/4	2014	all plots	30-Sep-13				f	2	"applied top - all plots except plots 014, 034, 054, 074, 094"	"Applied TSP - all plots except plots 014, 034, 054, 074, 094"			75	kg/ha	
	12382		R/EX/4	2014	all plots	01-Oct-13				m	2	toppings	Topping					
	12383		R/EX/4	2014	all plots	02-Oct-13				ch	2	"applied Chalk - plots 013, 014, 041, 043, 051, 054, 072"	"applied Chalk - plots 013, 014, 041, 043, 051, 054, 072"	2	t/ha			
	12384		R/EX/4	2014	all plots	02-Oct-13				ch	2	"applied Chalk - plots 021, 042, 044, 081, 071, 074, 091, 102, 104"	"applied Chalk - plots 021, 042, 044, 081, 071, 074, 091, 102, 104"	4	t/ha			
	12385		R/EX/4	2014	all plots	02-Oct-13				ch	2	"applied Chalk - plots 011, 012, 022, 023, 024, 031, 052, 053, 061, 062, 063, 064, 082, 083, 084, 101, 103"	"applied Chalk - plots 011, 012, 022, 023, 024, 031, 052, 053, 061, 062, 063, 064, 082, 083, 084, 101, 103"	6	t/ha			
	12386		R/EX/4	2014	all plots	09-Oct-13				c	2	ploughed	ploughed					
	12387		R/EX/4	2014	all plots	10-Oct-13				c	2	cultipressed	cultipressed					
	12388		R/EX/4	2014	all plots	18-Oct-13				s	2	drilled all plots - Apr. Xi19	drilled all plots - var. Xi19			400	seeds/m2	
	12389		R/EX/4	2014	all plots	27-Nov-13				p	2	applied Mar Slug plants	applied Karan Slug pellets	4	kg/ha			
	12390		R/EX/4	2014	all plots	27-Nov-13				p	2	sprayed Hallmark	Sprayed Hallmark	50	ml/ha			
	12391		R/EX/4	2014	all plots	27-Nov-13				p	2	sprayed Liberator	sprayed Liberator	600	ml/ha			
	12392		R/EX/4	2014	all plots	27-Nov-13				p	2	sprayed Stomp	sprayed Stomp	1.7	l/ha			
	12393		R/EX/4	2014	all plots	10-Mar-14				f	2	applied sulphate of ammonia - all plots	Applied sulphate of ammonia - all plots			238	kg/ha	
	12394		R/EX/4	2014	all plots	01-Apr-14				f	2	applied Nitram fertilizers - all plots	Nitram - all plots			580	kg/ha	
	12395		R/EX/4	2014	all plots	03-Apr-14				p	2	sprayed Premis	Sprayed Artemis	1	l/ha			
	12396		R/EX/4	2014	all plots	03-Apr-14				p	2	sprayed Bravo 500	Sprayed Bravo 500	1	l/ha			
	12397		R/EX/4	2014	all plots	03-Apr-14				p	2	sprayed BASF 3C 720	Sprayed BASF 3C 720	1.75	l/ha			
	12398		R/EX/4	2014	all plots	09-Apr-14				f	2	applied Kieserite - all plots	Kieserite - all plots			80	kg/ha	
	12399		R/EX/4	2014	all plots	28-Apr-14				p	2	sprayed King	Sprayed Kingdom	1.25	l/ha			
