source_id,experiment,harvest_year,plots,start_date,end_date,record_type,record_orig,flag,record,rate,unit,water_volume,water_volume_unit,prefix
3458,W/RN/3,1977,fallow first treatment year,17-Jun-77,,diary record,rotary cultivated twice,1,Rotary cultivated twice,,,,,
3459,W/RN/3,1977,fallow first treatment year,16-Aug-77,,diary record,rotary cultivated twice,1,Rotary cultivated twice,,,,,
3460,W/RN/3,1977,fallow second treatment year,24-Sep-76,,diary record,paraquat applied paraquat at 0.84 kg ion in 280 l,1,Paraquat,0.84,kg ion/ha,280,l/ha,
3461,W/RN/3,1977,fallow second treatment year,09-Nov-76,,diary record,ploughed,1,Ploughed,,,,,
3462,W/RN/3,1977,fallow second treatment year,10-Mar-77,,diary record,spring-tine cultivated twice,1,Spring-tine cultivated twice,,,,,
3463,W/RN/3,1977,fallow second treatment year,30-Jun-77,,diary record,spring-tine cultivated twice,1,Spring-tine cultivated twice,,,,,
3464,W/RN/3,1977,fallow second treatment year,17-Jun-77,,diary record,rotary cultivated twice,1,Rotary cultivated twice,,,,,
3465,W/RN/3,1977,fallow second treatment year,16-Aug-77,,diary record,rotary cultivated twice,1,Rotary cultivated twice,,,,,
3466,W/RN/3,1977,winter wheat first test crop,08-Oct-76,,diary record,paraquat applied paraquat at 0.84 kg ion in 280 l,1,Paraquat,0.84,kg ion/ha,280,l/ha,
3467,W/RN/3,1977,winter wheat first test crop,08-Nov-76,,diary record,ploughed,1,Ploughed,,,,,
3468,W/RN/3,1977,winter wheat first test crop,11-Nov-76,,diary record,Corrective K applied,1,Corrective K applied,,,,,
3469,W/RN/3,1977,winter wheat first test crop,24-Nov-76,,diary record,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown, (0:20:20) at 300 kg.",1,Aldicarb applied,10,kg/ha,,,
3469,W/RN/3,1977,winter wheat first test crop,24-Nov-76,,diary record,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown, (0:20:20) at 300 kg.",1,Rotary cultivated,,,,,
3469,W/RN/3,1977,winter wheat first test crop,24-Nov-76,,diary record,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown, (0:20:20) at 300 kg.",1,Seed sown,,,,,
3469,W/RN/3,1977,winter wheat first test crop,24-Nov-76,,diary record,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown, (0:20:20) at 300 kg.",2,PK applied (0:20:20),300,kg/ha,,,
3470,W/RN/3,1977,winter wheat first test crop,14-Apr-76,,diary record,N applied,1,N applied,,,,,
3471,W/RN/3,1977,winter wheat first test crop,15-May-76,,diary record,ioxynil plus mecoprop applied ioxynil at 0.53 kg plus mecoprop at 1.6 kg in 220 l.,1,Ioxynil,0.53,kg/ha,220,l/ha,
3471,W/RN/3,1977,winter wheat first test crop,15-May-76,,diary record,ioxynil plus mecoprop applied ioxynil at 0.53 kg plus mecoprop at 1.6 kg in 220 l.,1,Mecoprop,1.6,kg/ha,220,l/ha,
3472,W/RN/3,1977,winter wheat first test crop,11-Jul-76,,diary record,insecticide applied pirimicarb at 0.14 kg in 270 l.,1,Pirimicarb,0.14,kg/ha,270,l/ha,
3473,W/RN/3,1977,winter wheat first test crop,07-Sep-76,,diary record,combine harvested,1,Combine harvested,,,,,
3474,W/RN/3,1977,barley second test crop,06-Sep-76,,diary record,Magnesian limestone applied at 5 tonnes,1,Magnesian limestone applied,5,tonnes/ha,,,
3475,W/RN/3,1977,barley second test crop,24-Sep-76,,diary record,glyphosate applied glyphosate at 1.7 kg in 280 l,1,Glyphosate,1.7,kg/ha,280,l/ha,
3476,W/RN/3,1977,barley second test crop,08-Oct-76,,diary record,paraquat applied paraquat at 0.84 kg ion in 280 l,1,Paraquat,0.84,kg ion/ha,280,l/ha,
3477,W/RN/3,1977,barley second test crop,09-Nov-76,,diary record,ploughed,1,Ploughed,,,,,
3478,W/RN/3,1977,barley second test crop,10-Mar-77,,diary record,spring-tine cultivated,1,Spring-tine cultivated,,,,,
3479,W/RN/3,1977,barley second test crop,08-Apr-77,,diary record,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown, (0:20:20) at 300 kg.",1,Aldicarb applied,10,kg/ha,,,
3479,W/RN/3,1977,barley second test crop,08-Apr-77,,diary record,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown, (0:20:20) at 300 kg.",1,Rotary cultivated,,,,,
3479,W/RN/3,1977,barley second test crop,08-Apr-77,,diary record,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown, (0:20:20) at 300 kg.",1,Seed sown,,,,,
3479,W/RN/3,1977,barley second test crop,08-Apr-77,,diary record,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown, (0:20:20) at 300 kg.",2,PK applied (0:20:20),300,kg/ha,,,
3480,W/RN/3,1977,barley second test crop,12-Apr-77,,diary record,N applied,1,N applied,,,,,
3481,W/RN/3,1977,barley second test crop,19-May-77,,diary record,weedkiller applied ioxynil at 0.53 kg plus mecoprop at 1.6 kg ion in 280 l,1,Ioxynil,0.53,kg/ha,280,l/ha,
3481,W/RN/3,1977,barley second test crop,19-May-77,,diary record,weedkiller applied ioxynil at 0.53 kg plus mecoprop at 1.6 kg ion in 280 l,1,Mecoprop,1.6,kg/ha,280,l/ha,
3482,W/RN/3,1977,barley second test crop,30-Aug-77,,diary record,combine harvested,1,Combine harvested,,,,,
3483,W/RN/3,1978,grass ley and clover grass ley first year,27-Sep-77,,diary record,ploughed,1,Ploughed,,,,,
3484,W/RN/3,1978,grass ley and clover grass ley first year,13-Mar-78,,diary record,spring-tine cultivated with crumbler attached,1,Spring-tine cultivated with crumbler attached,,,,,
3485,W/RN/3,1978,grass ley and clover grass ley first year,17-Apr-78,,diary record,"PK applied (0:14:28) at 540 kg, N applied to grass ley only N at 75 kg as 'Nitro-chalk 25'.",2,PK applied (0:14:28),540,kg/ha,,,
3485,W/RN/3,1978,grass ley and clover grass ley first year,17-Apr-78,,diary record,"PK applied (0:14:28) at 540 kg, N applied to grass ley only N at 75 kg as 'Nitro-chalk 25'.",1,Nitro-chalk 25 to grass ley only,75,kg/ha,,,
3486,W/RN/3,1978,grass ley and clover grass ley first year,08-May-78,,diary record,paraquat applied paraquat at 0.84 kg ion in 280 l,1,Paraquat,0.84,kg ion/ha,280,l/ha,
3487,W/RN/3,1978,grass ley and clover grass ley first year,10-May-78,,diary record,"spring-tine cultivated, seed sown",1,Spring-tine cultivated,,,,,
3487,W/RN/3,1978,grass ley and clover grass ley first year,10-May-78,,diary record,"spring-tine cultivated, seed sown",1,Seed sown,,,,,
3488,W/RN/3,1978,grass ley and clover grass ley first year,09-Jun-78,,diary record,dinoseb amine applied dinoseb amine at 2.0 kg in 450 l,1,Dinoseb amine,2.0,kg/ha,450,l/ha,
3489,W/RN/3,1978,grass ley and clover grass ley first year,13-Sep-78,,diary record,cut once,1,Cut,,,,,
3490,W/RN/3,1978,grass ley and clover grass ley second third fourth fifth and sixth years,21-Oct-77,,diary record,Magnesian limestone at 5 tonnes applied to fifth year only,1,Magnesian limestone applied to fifth year only,5,tonnes/ha,,,
3491,W/RN/3,1978,grass ley and clover grass ley second third fourth fifth and sixth years,06-Jan-78,,diary record,PK applied (0:14:28) at 540 kg,2,PK applied (0:14:28),540,kg/ha,,,
3492,W/RN/3,1978,grass ley and clover grass ley second third fourth fifth and sixth years,08-Mar-78,,diary record,"NK applied to grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg",2,NK applied to grass ley (25:0:16),300,kg/ha,,,
3492,W/RN/3,1978,grass ley and clover grass ley second third fourth fifth and sixth years,08-Mar-78,,diary record,"NK applied to grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg",1,K applied to clover grass ley K20,48,kg/ha,,,
3493,W/RN/3,1978,grass ley and clover grass ley second third fourth fifth and sixth years,20-Jun-78,,diary record,"NK applied to grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg",2,NK applied to grass ley (25:0:16),300,kg/ha,,,
3493,W/RN/3,1978,grass ley and clover grass ley second third fourth fifth and sixth years,20-Jun-78,,diary record,"NK applied to grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg",1,K applied to clover grass ley K20,48,kg/ha,,,
3494,W/RN/3,1978,grass ley and clover grass ley second third fourth fifth and sixth years,12-Jun-78,,diary record,cut twice,1,Cut,,,,,
3495,W/RN/3,1978,grass ley and clover grass ley second third fourth fifth and sixth years,13-Sep-78,,diary record,cut twice,1,Cut,,,,,
3496,W/RN/3,1978,barley first and second treatment crop,27-Sep-77,,diary record,ploughed,1,Ploughed,,,,,
3497,W/RN/3,1978,barley first and second treatment crop,15-Mar-78,,diary record,"spring-tine cultivated with crumbler attached, seed sown",1,Spring-tine cultivated with crumbler attached,,,,,
3497,W/RN/3,1978,barley first and second treatment crop,15-Mar-78,,diary record,"spring-tine cultivated with crumbler attached, seed sown",1,Seed sown,,,,,
3498,W/RN/3,1978,barley first and second treatment crop,07-Apr-78,,diary record,"spring-tine cultivated, seed re-sown, (20:14:14) at 400 kg combine drilled",1,Spring-tine cultivated,,,,,
3498,W/RN/3,1978,barley first and second treatment crop,07-Apr-78,,diary record,"spring-tine cultivated, seed re-sown, (20:14:14) at 400 kg combine drilled",1,Seed re-sown,,,,,
3498,W/RN/3,1978,barley first and second treatment crop,07-Apr-78,,diary record,"spring-tine cultivated, seed re-sown, (20:14:14) at 400 kg combine drilled",2,NPK combine drilled (20:14:14),,,,,
3499,W/RN/3,1978,barley first and second treatment crop,15-May-78,,diary record,"weedkiller applied mecoprop, bromoxynil and ioxynil ('Brittox' at 2.5 kg in 280 1) and fungicide applied Tridemorph at 0.53 kg in 280 l.",1,"Brittox (mecoprop, bromoxynil, ioxynil)",2.5,kg/ha,280,l/ha,
3499,W/RN/3,1978,barley first and second treatment crop,15-May-78,,diary record,"weedkiller applied mecoprop, bromoxynil and ioxynil ('Brittox' at 2.5 kg in 280 1) and fungicide applied Tridemorph at 0.53 kg in 280 l.",1,Tridemorph,0.53,kg/ha,280,l/ha,
3500,W/RN/3,1978,barley first and second treatment crop,04-Sep-78,,diary record,combine harvested,1,Combine harvested,,,,,
3501,W/RN/3,1978,oats third treatment crop,27-Sep-77,,diary record,ploughed,1,Ploughed,,,,,
3502,W/RN/3,1978,oats third treatment crop,13-Mar-78,,diary record,"spring-tine cultivated with crumbler attached, seed sown, (20:14:14) at 400 kg combine drilled. ",1,Spring-tine cultivated with crumbler attached,,,,,
3502,W/RN/3,1978,oats third treatment crop,13-Mar-78,,diary record,"spring-tine cultivated with crumbler attached, seed sown, (20:14:14) at 400 kg combine drilled. ",1,Seed sown,,,,,
3502,W/RN/3,1978,oats third treatment crop,13-Mar-78,,diary record,"spring-tine cultivated with crumbler attached, seed sown, (20:14:14) at 400 kg combine drilled. ",2,NPK combine drilled (20:14:14),,,,,
3503,W/RN/3,1978,oats third treatment crop,15-May-78,,diary record,"weedkiller applied mecoprop, bromoxynil and ioxynil ('Brittox' at 2.5 kg in 280 1)",1,"Brittox (mecoprop, bromoxynil, ioxynil)",2.5,kg/ha,280,l/ha,
3504,W/RN/3,1978,oats third treatment crop,04-Sep-78,,diary record,combine harvested,1,Combine harvested,,,,,
3505,W/RN/3,1978,fallow first treatment year,27-Sep-77,,diary record,ploughed,1,Ploughed,,,,,
3506,W/RN/3,1978,fallow first treatment year,13-Mar-78,,diary record,spring-tine cultivated with crumbler attached,1,Spring-tine cultivated with crumbler attached,,,,,
3507,W/RN/3,1978,fallow first treatment year,08-May-78,,diary record,weedkiller applied paraquat at 0.84 kg ion in 280 l,1,Paraquat,0.84,kg ion/ha,280,l/ha,
3508,W/RN/3,1978,fallow first treatment year,10-May-78,,diary record,spring-tine cultivated twice,1,Spring-tine cultivated twice,,,,,
3509,W/RN/3,1978,fallow first treatment year,24-Jul-78,,diary record,spring-tine cultivated twice,1,Spring-tine cultivated twice,,,,,
3510,W/RN/3,1978,fallow first treatment year,16-Jun-78,,diary record,rotary cultivated twice,1,Rotary cultivated twice,,,,,
3511,W/RN/3,1978,fallow first treatment year,08-Sep-78,,diary record,rotary cultivated twice,1,Rotary cultivated twice,,,,,
3512,W/RN/3,1978,fallow second treatment year,27-Sep-77,,diary record,ploughed,1,Ploughed,,,,,
3513,W/RN/3,1978,fallow second treatment year,13-Mar-77,,diary record,spray spring-tine cultivated with crumbler attached,1,Spring-tine cultivated with crumbler attached,,,,,
3514,W/RN/3,1978,fallow second treatment year,24-Jul-77,,diary record,spring-tine cultivated,1,Spring-tine cultivated,,,,,
3515,W/RN/3,1978,fallow second treatment year,08-Sep-77,,diary record,rotary cultivated,1,Rotary cultivated,,,,,
3516,W/RN/3,1978,winter wheat first test crop,26-Sep-77,,diary record,paraquat applied paraquat at 0.84 kg-ion in 220 l,1,Paraquat,0.84,kg ion/ha,220,l/ha,
3517,W/RN/3,1978,winter wheat first test crop,07-Oct-77,,diary record,ploughed,1,Ploughed,,,,,
3518,W/RN/3,1978,winter wheat first test crop,10-Oct-77,,diary record,Corrective K applied,1,Corrective K applied,,,,,
3519,W/RN/3,1978,winter wheat first test crop,24-Oct-77,,diary record,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated",1,Aldicarb applied,10,kg/ha,,,
3519,W/RN/3,1978,winter wheat first test crop,24-Oct-77,,diary record,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated",1,Rotary cultivated,,,,,
3520,W/RN/3,1978,winter wheat first test crop,25-Oct-77,,diary record,"spring-tine cultivated, seed sown, (0:20:20) at 310 kg combine drilled.",1,Spring-tine cultivated,,,,,
3520,W/RN/3,1978,winter wheat first test crop,25-Oct-77,,diary record,"spring-tine cultivated, seed sown, (0:20:20) at 310 kg combine drilled.",1,Seed sown,,,,,
3520,W/RN/3,1978,winter wheat first test crop,25-Oct-77,,diary record,"spring-tine cultivated, seed sown, (0:20:20) at 310 kg combine drilled.",2,PK (0:20:20) combine drilled,,,,,
3521,W/RN/3,1978,winter wheat first test crop,07-Apr-78,,diary record,N applied,1,N applied,,,,,
3522,W/RN/3,1978,winter wheat first test crop,10-May-78,,diary record,"mecoprop, bromoxynil and ioxynil applied mecoprop, bromoxynil and ioxynil ('Brittox' at 3.5 kg in 280 l).",1,"Brittox (mecoprop, bromoxynil, ioxynil)",3.5,kg/ha,280,l/ha,
3523,W/RN/3,1978,winter wheat first test crop,25-Aug-78,,diary record,combine harvested,1,Combine harvested,,,,,
3524,W/RN/3,1978,barley second test crop,21-Oct-77,,diary record,Magnesian limestone applied at 5 tonnes,1,Magnesian limestone applied,5,tonnes/ha,,,
3525,W/RN/3,1978,barley second test crop,08-Nov-77,,diary record,ploughed,1,Ploughed,,,,,
3526,W/RN/3,1978,barley second test crop,13-Mar-78,,diary record,spring-tine cultivated with crumbler attached,1,Spring-tine cultivated with crumbler attached,,,,,
3527,W/RN/3,1978,barley second test crop,03-Apr-78,,diary record,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, spring-tine cultivated with crumbler attached, seed sown, (0:20:20) at 300 kg combine drilled.",1,Aldicarb applied,10,kg/ha,,,
3527,W/RN/3,1978,barley second test crop,03-Apr-78,,diary record,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, spring-tine cultivated with crumbler attached, seed sown, (0:20:20) at 300 kg combine drilled.",1,Rotary cultivated,,,,,
3527,W/RN/3,1978,barley second test crop,03-Apr-78,,diary record,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, spring-tine cultivated with crumbler attached, seed sown, (0:20:20) at 300 kg combine drilled.",1,Spring-tine cultivated with crumbler attached,,,,,
3527,W/RN/3,1978,barley second test crop,03-Apr-78,,diary record,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, spring-tine cultivated with crumbler attached, seed sown, (0:20:20) at 300 kg combine drilled.",1,Seed sown,,,,,
3527,W/RN/3,1978,barley second test crop,03-Apr-78,,diary record,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, spring-tine cultivated with crumbler attached, seed sown, (0:20:20) at 300 kg combine drilled.",2,PK (0:20:20) combine drilled,,,,,
3528,W/RN/3,1978,barley second test crop,07-Apr-78,,diary record,N applied,1,N applied,,,,,
3529,W/RN/3,1978,barley second test crop,15-May-78,,diary record,"weedkiller applied mecoprop, bromoxynil and ioxynil ('Brittox' at 2.5 kg in 280 1) and fungicide applied Tridemorph at 0.53 kg in 280 l.",1,"Brittox (mecoprop, bromoxynil, ioxynil)",2.5,kg/ha,280,l/ha,
3529,W/RN/3,1978,barley second test crop,15-May-78,,diary record,"weedkiller applied mecoprop, bromoxynil and ioxynil ('Brittox' at 2.5 kg in 280 1) and fungicide applied Tridemorph at 0.53 kg in 280 l.",1,Tridemorph,0.53,kg/ha,280,l/ha,
3530,W/RN/3,1978,barley second test crop,23-Aug-78,,diary record,combine harvested,1,Combine harvested,,,,,
3531,W/RN/3,1979,grass ley and clover grass ley first year,21-Nov-78,,diary record,ploughed,1,Ploughed,,,,,
3532,W/RN/3,1979,grass ley and clover grass ley first year,17-Apr-79,,diary record,spring-tine cultivated with crumbler attached,1,Spring-tine cultivated with crumbler attached,,,,,
3533,W/RN/3,1979,grass ley and clover grass ley first year,11-May-79,,diary record,"PK applied (0:14:28) at 540 kg, N applied to grass ley only N at 75 kg as 'Nitro-chalk' to grass ley only",2,PK applied (0:14:28),540,kg/ha,,,
3533,W/RN/3,1979,grass ley and clover grass ley first year,11-May-79,,diary record,"PK applied (0:14:28) at 540 kg, N applied to grass ley only N at 75 kg as 'Nitro-chalk' to grass ley only",1,Nitro-chalk to grass ley only,75,kg/ha,,,
3534,W/RN/3,1979,grass ley and clover grass ley first year,04-Jun-79,,diary record,"rotary cultivated, seed sown",1,Rotary cultivated,,,,,
3534,W/RN/3,1979,grass ley and clover grass ley first year,04-Jun-79,,diary record,"rotary cultivated, seed sown",1,Seed sown,,,,,
3535,W/RN/3,1979,grass ley and clover grass ley first year,04-Sep-79,,diary record,cut,1,Cut,,,,,
3536,W/RN/3,1979,grass ley and clover grass ley second third fourth fifth sixth and seventh years,09-Oct-78,,diary record,Magnesian limestone applied to fifth year only at 5 tonnes,1,Magnesian limestone applied to fifth year only,5,tonnes/ha,,,
3537,W/RN/3,1979,grass ley and clover grass ley second third fourth fifth sixth and seventh years,09-Nov-78,,diary record,Corrective K applied to four year only,1,Corrective K applied to fourth year only,,,,,
3538,W/RN/3,1979,grass ley and clover grass ley second third fourth fifth sixth and seventh years,26-Feb-79,,diary record,PK applied (0:14:28) at 540 kg,2,PK applied (0:14:28),540,kg/ha,,,
3539,W/RN/3,1979,grass ley and clover grass ley second third fourth fifth sixth and seventh years,30-Apr-79,,diary record,"NK applied - grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg",2,NK applied to grass ley (25:0:16),300,kg/ha,,,
3539,W/RN/3,1979,grass ley and clover grass ley second third fourth fifth sixth and seventh years,30-Apr-79,,diary record,"NK applied - grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg",1,K applied to clover grass ley K20,48,kg/ha,,,
3540,W/RN/3,1979,grass ley and clover grass ley second third fourth fifth sixth and seventh years,05-Jul-79,,diary record,"NK applied - grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg",2,NK applied to grass ley (25:0:16),300,kg/ha,,,
3540,W/RN/3,1979,grass ley and clover grass ley second third fourth fifth sixth and seventh years,05-Jul-79,,diary record,"NK applied - grass ley (25:0:16) at 300 kg, K applied to clover grass ley K20 at 48 kg",1,K applied to clover grass ley K20,48,kg/ha,,,
3541,W/RN/3,1979,grass ley and clover grass ley second third fourth fifth sixth and seventh years,19-Jun-79,,diary record,cut,1,Cut,,,,,
3542,W/RN/3,1979,grass ley and clover grass ley second third fourth fifth sixth and seventh years,04-Sep-79,,diary record,cut,1,Cut,,,,,
3543,W/RN/3,1979,barley first and second treatment crop,21-Nov-78,,diary record,ploughed,1,Ploughed,,,,,
3544,W/RN/3,1979,barley first and second treatment crop,17-Apr-79,,diary record,spring-tine cultivated with crumbler attached twice,1,Spring-tine cultivated with crumbler attached twice,,,,,
3545,W/RN/3,1979,barley first and second treatment crop,21-Apr-79,,diary record,spring-tine cultivated with crumbler attached twice,1,Spring-tine cultivated with crumbler attached twice,,,,,
3546,W/RN/3,1979,barley first and second treatment crop,23-Apr-79,,diary record,"seed sown, (20:14:14) at 400 kg, combine drilled.",1,Seed sown,,,,,
3546,W/RN/3,1979,barley first and second treatment crop,23-Apr-79,,diary record,"seed sown, (20:14:14) at 400 kg, combine drilled.",2,NPK applied (20:14:14),400,kg/ha,,,
3546,W/RN/3,1979,barley first and second treatment crop,23-Apr-79,,diary record,"seed sown, (20:14:14) at 400 kg, combine drilled.",1,Combine drilled,,,,,
3547,W/RN/3,1979,barley first and second treatment crop,05-Jun-79,,diary record,weedkiller applied bromoxynil and ioxynil ('Oxytril CM' at 2.1 kg) in 250 l,1,"Oxytril CM (Bromoxynil, Ioxynil)",2.1,kg/ha,250,l/ha,
3548,W/RN/3,1979,barley first and second treatment crop,29-Aug-79,,diary record,combine harvested,1,Combine harvested,,,,,
3549,W/RN/3,1979,oats third treatment crop,21-Nov-78,,diary record,ploughed,1,Ploughed,,,,,
3550,W/RN/3,1979,oats third treatment crop,17-Apr-79,,diary record,spring-tine cultivated with crumbler attached twice,1,Spring-tine cultivated with crumbler attached twice,,,,,
3551,W/RN/3,1979,oats third treatment crop,21-Apr-79,,diary record,spring-tine cultivated with crumbler attached twice,1,Spring-tine cultivated with crumbler attached twice,,,,,
3552,W/RN/3,1979,oats third treatment crop,23-Apr-79,,diary record,"seed sown, (20:14:14) at 400 kg, combine drilled.",1,Seed sown,,,,,
3552,W/RN/3,1979,oats third treatment crop,23-Apr-79,,diary record,"seed sown, (20:14:14) at 400 kg, combine drilled.",2,NPK applied (20:14:14),400,kg/ha,,,
3552,W/RN/3,1979,oats third treatment crop,23-Apr-79,,diary record,"seed sown, (20:14:14) at 400 kg, combine drilled.",1,Combine drilled,,,,,
3553,W/RN/3,1979,oats third treatment crop,05-Jun-79,,diary record,weedkiller applied ('Oxytril CM' at 2.1 kg) in 250 l,1,"Oxytril CM (Bromoxynil, Ioxynil)",2.1,kg/ha,250,l/ha,
3554,W/RN/3,1979,oats third treatment crop,06-Sep-79,,diary record,combine harvested,1,Combine harvested,,,,,
3555,W/RN/3,1979,fallow first and second treatment year,21-Nov-78,,diary record,ploughed,1,Ploughed,,,,,
3556,W/RN/3,1979,fallow first and second treatment year,17-Apr-79,,diary record,spring-tine cultivated with crumbler attached,1,Spring-tine cultivated with crumbler attached,,,,,
3557,W/RN/3,1979,fallow first and second treatment year,21-Apr-79,,diary record,spring-tine cultivated with crumbler attached second year only,1,Spring-tine cultivated with crumbler attached second year only,,,,,
3558,W/RN/3,1979,fallow first and second treatment year,11-Jun-79,,diary record,rotary cultivated second year only,1,Rotary cultivated second year only,,,,,
3559,W/RN/3,1979,fallow first and second treatment year,12-Jun-79,,diary record,spring-tine cultivated first year only,1,Spring-tine cultivated first year only,,,,,
3560,W/RN/3,1979,fallow first and second treatment year,12-Jul-79,,diary record,Deep-tine cultivated twice,1,Deep-tine cultivated twice,,,,,
3561,W/RN/3,1979,fallow first and second treatment year,21-Aug-79,,diary record,Deep-tine cultivated twice,1,Deep-tine cultivated twice,,,,,
3562,W/RN/3,1979,winter wheat first test crop,08-Nov-78,,diary record,rotary cultivated and ploughed,1,Rotary cultivated,,,,,
3562,W/RN/3,1979,winter wheat first test crop,08-Nov-78,,diary record,rotary cultivated and ploughed,1,Ploughed,,,,,
3563,W/RN/3,1979,winter wheat first test crop,09-Nov-78,,diary record,"Corrective K applied, aldicarb applied Aldicarb at 10 kg, rotary cultivated, spring-tine cultivated, seed sown, (0:20:20) at 310 kg, combine drilled.",1,Corrective K applied,,,,,
3563,W/RN/3,1979,winter wheat first test crop,09-Nov-78,,diary record,"Corrective K applied, aldicarb applied Aldicarb at 10 kg, rotary cultivated, spring-tine cultivated, seed sown, (0:20:20) at 310 kg, combine drilled.",1,Aldicarb applied,10,kg/ha,,,
3563,W/RN/3,1979,winter wheat first test crop,09-Nov-78,,diary record,"Corrective K applied, aldicarb applied Aldicarb at 10 kg, rotary cultivated, spring-tine cultivated, seed sown, (0:20:20) at 310 kg, combine drilled.",1,Rotary cultivated,,,,,
3563,W/RN/3,1979,winter wheat first test crop,09-Nov-78,,diary record,"Corrective K applied, aldicarb applied Aldicarb at 10 kg, rotary cultivated, spring-tine cultivated, seed sown, (0:20:20) at 310 kg, combine drilled.",1,Spring-tine cultivated,,,,,
3563,W/RN/3,1979,winter wheat first test crop,09-Nov-78,,diary record,"Corrective K applied, aldicarb applied Aldicarb at 10 kg, rotary cultivated, spring-tine cultivated, seed sown, (0:20:20) at 310 kg, combine drilled.",1,Seed sown,,,,,
3563,W/RN/3,1979,winter wheat first test crop,09-Nov-78,,diary record,"Corrective K applied, aldicarb applied Aldicarb at 10 kg, rotary cultivated, spring-tine cultivated, seed sown, (0:20:20) at 310 kg, combine drilled.",2,PK (0:20:20) combine drilled,,,,,
3564,W/RN/3,1979,winter wheat first test crop,17-Apr-79,,diary record,N applied,1,N applied,,,,,
3565,W/RN/3,1979,winter wheat first test crop,15-May-79,,diary record,"weedkiller applied mecoprop, bromoxynil and ioxynil ('Brittox' at 2.5 kg) in 250 l.",1,"Brittox (mecoprop, bromoxynil, ioxynil)",2.5,kg/ha,250,l/ha,
3566,W/RN/3,1979,winter wheat first test crop,30-Aug-79,,diary record,combine harvested,1,Combine harvested,,,,,
3567,W/RN/3,1979,barley second test crop,09-Oct-78,,diary record,Magnesian limestone applied at 5 tonnes,1,Magnesian limestone applied,5,tonnes/ha,,,
3568,W/RN/3,1979,barley second test crop,21-Nov-78,,diary record,ploughed,1,Ploughed,,,,,
3569,W/RN/3,1979,barley second test crop,17-Apr-79,,diary record,spring-tine cultivated with crumbler attached twice,1,Spring-tine cultivated with crumbler attached twice,,,,,
3570,W/RN/3,1979,barley second test crop,21-Apr-79,,diary record,spring-tine cultivated with crumbler attached twice,1,Spring-tine cultivated with crumbler attached twice,,,,,
3571,W/RN/3,1979,barley second test crop,03-May-79,,diary record,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown, (0:20:20) at 300 kg, combine drilled, N applied",1,Aldicarb applied,10,kg/ha,,,
3571,W/RN/3,1979,barley second test crop,03-May-79,,diary record,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown, (0:20:20) at 300 kg, combine drilled, N applied",1,Rotary cultivated,,,,,
3571,W/RN/3,1979,barley second test crop,03-May-79,,diary record,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown, (0:20:20) at 300 kg, combine drilled, N applied",1,Seed sown,,,,,
3571,W/RN/3,1979,barley second test crop,03-May-79,,diary record,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown, (0:20:20) at 300 kg, combine drilled, N applied",2,PK (0:20:20) combine drilled,,,,,
3571,W/RN/3,1979,barley second test crop,03-May-79,,diary record,"Aldicarb applied Aldicarb at 10 kg, rotary cultivated, seed sown, (0:20:20) at 300 kg, combine drilled, N applied",1,N applied,,,,,
3572,W/RN/3,1979,barley second test crop,05-Jun-79,,diary record,weedkiller applied bromoxynil and ioxynil ('Oxytril CM' at 2.1 kg) in 250 l,1,"Oxytril CM (Bromoxynil, Ioxynil)",2.1,kg/ha,250,l/ha,
3573,W/RN/3,1979,barley second test crop,28-Aug-79,,diary record,combine harvested,1,Combine harvested,,,,,
3574,W/RN/3,1980,grass ley and clover grass ley first year,08-Nov-79,,diary record,ploughed,1,Ploughed,,,,,
