ï»¿source_id,experiment,harvest_year,plot,start year,orig_record,record,flag,amount,unit,water_volume,water_unit,suffix
9524,R/HB/2,2002,all plots,28-Aug-02,"sampled, baled and weighed straw. swathed straw.","Sampled, baled and weighed straw. swathed straw",1,,,,,
9525,R/HB/2,2002,all plots,02-Sep-02,: combine harvested all remaining barley. swathed and baled straw.,Combine harvested all remaining barley,1,,,,,
9525,R/HB/2,2002,all plots,02-Sep-02,: combine harvested all remaining barley. swathed and baled straw.,Swathed and baled straw,1,,,,,
9526,R/HB/2,2002,all plots,03-Sep-02,: carted bales.,Carted bales,1,,,,,
9527,R/HB/2,2003,all plots,08-Jan-03,": K, K*, P2, Si, Mg ( to plot 63) applied.","K, K*, P2, Si, Mg ( to plot 63) applied",1,,,,,
9528,R/HB/2,2003,all plots,09-Jan-03,": FYM, applied.",FYM applied,1,,,,,
9529,R/HB/2,2003,all plots,10-Jan-02,: ploughed 25 cm wide furrow.,Ploughed 25 cm wide furrows,1,,,,,
9530,R/HB/2,2003,all plots,20-Feb-03,": Combination drilled, Optic, tr. Raxil S, at 350 seed with the Accord 1 drill.","Combination drilled, Optic, tr. Raxil S, with the Accord 1 drill",1,350,seed,,,
9531,R/HB/2,2003,all plots,21-Mar-03,rolled.,Rolled,1,,,,,
9532,R/HB/2,2003,all plots,31-Mar-03,: sprayed plants.,Sprayed plants,1,,,,,
9533,R/HB/2,2003,all plots,03-Apr-03,N (27.5% N) applied by hand.,N (27.5% N) applied by hand,1,,,,,
9534,R/HB/2,2003,all plots,22-Apr-03,: tm) ally at 30 g in 200 1.,Tm) Ally,1,30,g/ha,200,l/ha,
9535,R/HB/2,2003,all plots,22-Apr-03,: tm) Oxytril CM at 0.75 1 in 200 1.,Tm) Oxytril CM,1,0.75,l/ha,200,l/ha,
9536,R/HB/2,2003,all plots,11-May-03,: tm) Opus at 0.25 1 in 200 1.,Tm) Opus,1,0.25,l/ha,200,l/ha,
9537,R/HB/2,2003,all plots,11-May-03,: tm) Unix at 0.4 kg in 200 1.,Tm) Unix,1,0.4,kg/ha,200,l/ha,
9538,R/HB/2,2003,all plots,11-May-03,: tm) Amistar at 0.4 1 in 200 1.,Tm) Amistar,1,0.4,l/ha,200,l/ha,
9539,R/HB/2,2003,all plots,08-Jun-03,: tm) Acanto at 0.4 1 in 200 1.,Tm) Acanto,1,0.4,l/ha,200,l/ha,
9540,R/HB/2,2003,all plots,08-Jun-03,: tm) Opus at 0.25 1 in 200 1.,Tm) Opus,1,0.25,l/ha,200,l/ha,
9541,R/HB/2,2003,all plots,02-Jul-03,: Rogued wild oats.,Rogued wild oats,1,,,,,
9542,R/HB/2,2003,all plots,26-Jul-03,Touchdown at 4.0 1 in 200 1.,Touchdown,1,4.0,l/ha,200,l/ha,
9543,R/HB/2,2003,all plots,04-Aug-03,: combine harvested plots for yield.,Combine harvested plots for yield,1,,,,,
9544,R/HB/2,2003,all plots,04-Aug-03,combine harvested discards.,Combine harvested discards,1,,,,,
9545,R/HB/2,2003,all plots,04-Aug-03,: sampled and weighed straw.,Straw sampled and weighed,1,,,,,
9546,R/HB/2,2003,all plots,07-Aug-03,: combine harvested all remaining barley.,Combine harvested all remaining barley,1,,,,,
9547,R/HB/2,2003,all plots,07-Aug-03,: baled straw.,Straw baled,1,,,,,
9548,R/HB/2,2004,all plots,27-Nov-03,": K, K*, Si, Mg ( to plot 63) applied.","K, K*, Si, Mg ( to plot 63) applied",1,,,,,
9549,R/HB/2,2004,all plots,28-Nov-03,P applied,P applied,1,,,,,
9550,R/HB/2,2004,all plots,10-Dec-03,": FYM, applied.",FYM applied,1,,,,,
9551,R/HB/2,2004,all plots,10-Dec-03,: ploughed 30 cm wide furrow.,Ploughed 30 cm wide furrows,1,,,,,
9552,R/HB/2,2004,all plots,12-Feb-04,": Combination drilled, Optic, tr. Raxil S, at 350 seed with the Accord drill.","Combination drilled, Optic, tr. Raxil S, with the Accord drill",1,350,seed,,,
9553,R/HB/2,2004,all plots,21-Feb-04,rolled.,Rolled,1,,,,,
9554,R/HB/2,2004,all plots,01-Mar-04,- Avadex Excel 15G at 15 kg.,Avadex Excel 15G,1,15,kg/ha,,,
9555,R/HB/2,2004,all plots,14-Apr-04,: tm) ally at 30 g in 200 1.,Tm) Ally,1,30,g/ha,200,l/ha,
9556,R/HB/2,2004,all plots,14-Apr-04,: tm) Oxytril CM at 0.5 1 in 200 1.,Tm) Oxytril CM,1,0.5,l/ha,200,l/ha,
9557,R/HB/2,2004,all plots,20-Apr-04,: N (27% N).,27% N,1,,,,,
9558,R/HB/2,2004,all plots,26-Apr-04,: tm) Acanto at 0.4 1 in 200 1.,Tm) Acanto,1,0.4,l/ha,200,l/ha,
9559,R/HB/2,2004,all plots,26-Apr-04,tm) Unix at 0.4 kg in 200 1.,Tm) Unix,1,0.4,kg/ha,200,l/ha,
9560,R/HB/2,2004,all plots,06-Aug-04,: combine harvested plots for yield.,Combine harvested plots for yield,1,,,,,
9561,R/HB/2,2004,all plots,06-Aug-04,combine harvested discards.,Combine harvested discards,1,,,,,
9562,R/HB/2,2004,all plots,06-Aug-04,: sampled and weighed straw.,Straw sampled and weighed,1,,,,,
9563,R/HB/2,2004,all plots,01-Sep-04,: baled straw.,Straw baled,1,,,,,
9564,R/HB/2,2005,all plots,18-Oct-04,glyphosate 360 at 3.0 1 in 200 1.,Glyphosate 360,1,3.0,l/ha,200,l/ha,
9565,R/HB/2,2005,all plots,04-Nov-04,": P, K, Mg ( to plot 63) applied.","P, K, Mg ( to plot 63) applied",1,,,,,
9566,R/HB/2,2005,all plots,05-Nov-04,: S1 and FYM applied,S1 and FYM applied,1,,,,,
9567,R/HB/2,2005,all plots,05-Nov-04,: ploughed 25 cm wide furrow.,Ploughed 25 cm wide furrows,1,,,,,
9568,R/HB/2,2005,all plots,19-Feb-05,": springtined, combination drilled, Optic, tr. Raxil S, at 375 seed with the Accord drill.",Springtined,1,,,-,-,
9568,R/HB/2,2005,all plots,19-Feb-05,": springtined, combination drilled, Optic, tr. Raxil S, at 375 seed with the Accord drill.","Combination drilled, Optic, tr. Raxil S, with the Accord drill",1,375,seeds/m2,-,-,
9569,R/HB/2,2005,all plots,21-Apr-05,"N (27% N) to main plots (rolled series 0O, A).","N (27% N) to main plots (rolled series 0O, A)",1,,,,,
9570,R/HB/2,2005,all plots,22-Apr-05,N (34.5% N) to remainder.,N (34.5% N) to remainder,1,,,,,
9571,R/HB/2,2005,all plots,15-May-05,: tm) Corbel at 0.75 1 in 200 1.,Tm) Corbel,1,0.75,l/ha,200,l/ha,
9572,R/HB/2,2005,all plots,15-May-05,tm) Fandango at 1.0 1 in 200 1.,Tm) Fandango,1,1.0,l/ha,200,l/ha,
9573,R/HB/2,2005,all plots,15-May-05,: tm) Harmony M SX at 100 g in 200 1.,Tm) Harmony M SX,1,100,g/ha,200,l/ha,
9574,R/HB/2,2005,all plots,11-Jul-05,hand rogued wild oats.,Hand rogued wild oats,1,,,,,
9575,R/HB/2,2005,all plots,30-Aug-05,: combine harvested plots for yield.,Combine harvested plots for yield,1,,,,,
9576,R/HB/2,2005,all plots,30-Aug-05,: sampled and weighed straw.,Straw sampled and weighed,1,,,,,
9577,R/HB/2,2005,all plots,01-Sep-05,": combine harvested discards, swathed straw.","Combine harvested discards, swathed straw",1,,,,,
9578,R/HB/2,2005,all plots,02-Sep-05,: baled straw.,Straw baled,1,,,,,
9579,R/HB/2,2006,all plots,09-Sep-05,"Weedazol-TL at 20.0 1 in 200 1, series O only.","Weedazol-TL, series O only",1,20.0,l/ha,200,l/ha,
9580,R/HB/2,2006,all plots,16-Nov-05,": P, K, Mg ( to plot 63) applied.","P, K, Mg ( to plot 63) applied",1,,,,,
9581,R/HB/2,2006,all plots,17-Nov-05,: S1 applied.,Si applied,1,,,,,
9582,R/HB/2,2006,all plots,17-Nov-05,: Azural at 2.0 1 in 200 1.,Azural,1,2.0,l/ha,200,l/ha,
9583,R/HB/2,2006,all plots,21-Nov-05,: FYM applied.,FYM applied,1,,,,,
9584,R/HB/2,2006,all plots,23-Nov-05,: ploughed 25 cm wide furrow.,Ploughed 25 cm wide furrows,1,,,,,
9585,R/HB/2,2006,all plots,03-Feb-06,": cultipressed, combination drilled, Optic, tr. Raxil Pro, at 375 seed with the Accord drill, rolled.",Cultipressed,1,,,,,
9585,R/HB/2,2006,all plots,03-Feb-06,": cultipressed, combination drilled, Optic, tr. Raxil Pro, at 375 seed with the Accord drill, rolled.","Combination drilled, Optic, tr. Raxil Pro, with the Accord drill",1,375,seed,,,
9585,R/HB/2,2006,all plots,03-Feb-06,": cultipressed, combination drilled, Optic, tr. Raxil Pro, at 375 seed with the Accord drill, rolled.",Rolled,1,,,,,
9586,R/HB/2,2006,all plots,25-Apr-06,": N (27% N) to main plots (rolled series O, A) and plots 6 and 7 series AA.","N (27% N) to main plots (rolled series O, A) and plots 6 and 7 series AA",1,,,,,
9587,R/HB/2,2006,all plots,26-Apr-06,: N (34.5% N) to remainder.,N (34.5% N) to remainder,1,,,,,
9588,R/HB/2,2006,all plots,17-May-06,: tm) Acanto at 0.5 1 in 200 1.,Tm) Acanto,1,0.5,l/ha,200,l/ha,
9589,R/HB/2,2006,all plots,17-May-06,: tm) Unix at 0.5 kg in 200 1.,Tm) Unix,1,0.5,kg/ha,200,l/ha,
9590,R/HB/2,2006,all plots,17-May-06,: tm) Quantum SX at 30 g in 200 1.,Tm) Quantum SX,1,30,g/ha,200,l/ha,
9591,R/HB/2,2006,all plots,17-May-06,: tm) Duplosan KV at LLC2-3 1 in 200 1.,Tm) Duplosan KV,1,2.3,l/ha,200,l/ha,
9592,R/HB/2,2006,all plots,16-Jun-06,: Fandango at 1.25 1 in 200 1.,Fandango,1,1.25,l/ha,200,l/ha,
9593,R/HB/2,2006,all plots,17-Jul-06,hand rogued wild oats.,Hand rogued wild oats,1,,,,,
9594,R/HB/2,2006,all plots,11-Aug-06,". combine harvested discards, swathed straw, baled.","Combine harvested discards, swathed straw, baled",1,,,,,
9595,R/HB/2,2006,all plots,16-Aug-06,. combine harvested plots for yield.,Combine harvested plots for yield,1,,,,,
9596,R/HB/2,2006,all plots,16-Aug-06,": sampled and weighed straw, baled straw.","Sampled and weighed straw, baled straw",1,,,,,
9597,R/HB/2,2006,all plots,16-Aug-06,". combine harvested remaining discards, swathed straw. baled straw.","Combine harvested remaining discards, swathed straw. baled straw",1,,,,,
9598,W/CS/427,1998,all plots,26-Jun-97,Sludges applied as treatment.,Sludges applied as treatment,1,,,,,
9599,W/CS/427,1998,all plots,29-Jul-97,mechanically Spreader cultivated.,Mechanically spade cultivated,1,,,,,
9600,W/CS/427,1998,all plots,03-Sep-97,rolled.,Rolled,1,,,,,
9601,W/CS/427,1998,all plots,10-Sep-97,Gallup at 6.0 1 in 2001.,Gallup,1,6.0,l/ha,200,l/ha,
9602,W/CS/427,1998,all plots,18-Sep-97,"rotary harrowed, Atalja Italian grass, drilled at 40 kg.",Rotary harrowed,1,,,,,
9602,W/CS/427,1998,all plots,18-Sep-97,"rotary harrowed, Atalja Italian grass, drilled at 40 kg.","Atalja Italian grass, drilled",1,40,kg,,,
9603,W/CS/427,1998,all plots,22-Sep-97,rolled.,Rolled,1,,,,,
9604,W/CS/427,1998,all plots,31-Mar-98,muriate of potash at 120 kg. 34.5% N at 261 kg.,Muriate of potash,1,,,120,kg/ha,
9604,W/CS/427,1998,all plots,31-Mar-98,muriate of potash at 120 kg. 34.5% N at 261 kg.,34.5% N,1,,,261,kg/ha,
9605,W/CS/427,1998,all plots,07-Apr-98,"SLUDGE Tl, T19, T20: Triple superphosphate at 64 kg.","SLUDGE Tl, T19, T20: Triple superphosphate",1,,,64,kg/ha,
9606,W/CS/427,1998,all plots,07-Apr-98,"SLUDGE Tl, Tin, T17, T18, T19, T20: 27% N at 222 kg.","SLUDGE Tl, Tin, T17, T18, T19, T20: 27% N",1,,,222,kg/ha,
9607,W/CS/427,1998,all plots,09-May-98,Legumex extra at 7.0 1 in 200 1.,Legumex extra,1,7.0,l/ha,200,l/ha,
9608,W/CS/427,1998,all plots,02-Jul-98,cut.,Cut,1,,,,,
9609,W/CS/427,1998,all plots,09-Sep-98,"cut, no yield","Cut, no yield",1,,,,,
9610,W/CS/427,1999,all plots,24-Sep-98,: tm) Alpha Glyphogan at 3.0 1 in 200 1.,Tm) Alpha Glyphogan,1,3.0,l/ha,200,l/ha,
9611,W/CS/427,1999,all plots,24-Sep-98,tm) Codacide spoilt at 0.5 1 in 200 1.,Tm) Codacide spoilt,1,0.5,l/ha,200,l/ha,
9612,W/CS/427,1999,all plots,16-Oct-98,: Sludges applied as treatment.,Sludges applied as treatment,1,,,,,
9613,W/CS/427,1999,all plots,17-Nov-98,: mechanically Spreader cultivated.,Mechanically spade cultivated,1,,,,,
9614,W/CS/427,1999,all plots,19-Nov-98,": rolled. drilled Riband, tr. Anchor, at 380 seed with the Accord drill.",Rolled,1,,,,,
9614,W/CS/427,1999,all plots,19-Nov-98,": rolled. drilled Riband, tr. Anchor, at 380 seed with the Accord drill.","Drilled Riband, tr. Anchor, with the Accord drill",1,380,seed,,,
9615,W/CS/427,1999,all plots,23-Nov-98,: Decoy at 5.0 kg.,Decoy,1,5.0,kg/ha,,,
9616,W/CS/427,1999,all plots,19-Mar-99,: tm) Isogard at 2.0 1 in 200 1.,Tm) Isogard,1,2.0,l/ha,200,l/ha,
9617,W/CS/427,1999,all plots,19-Mar-99,: tm) Platform S at 1.0 kg in 200 1.,Tm) Platform S,1,1.0,kg/ha,200,l/ha,
9618,W/CS/427,1999,all plots,03-Apr-99,: 34.5% N at 116 kg.,34.5% N,1,,,116,kg/ha,
9619,W/CS/427,1999,all plots,25-Apr-99,: tm) Folicur at 0.5 1 in 200 1.,Tm) Folicur,1,0.5,l/ha,200,l/ha,
9620,W/CS/427,1999,all plots,25-Apr-99,: tm) Tripart Brevis at 2.0 1 in 200 1.,Tm) Tripart Brevis,1,2.0,l/ha,200,l/ha,
9621,W/CS/427,1999,all plots,29-Apr-99,: muriate of potash at 150 kg. 27% N at 370 kg.,Muriate of potash,1,,,150,kg/ha,
9621,W/CS/427,1999,all plots,29-Apr-99,: muriate of potash at 150 kg. 27% N at 370 kg.,27% N,1,,,370,kg/ha,
9622,W/CS/427,1999,all plots,07-May-99,: ally at 30 g in 200 1.,Ally,1,30,g/ha,200,l/ha,
9623,W/CS/427,1999,all plots,27-May-99,: tm) Folicur at 0.75 1 in 200 1.,Tm) Folicur,1,0.75,l/ha,200,l/ha,
9624,W/CS/427,1999,all plots,27-May-99,: tm) Sipcam UK clover 500 at 1.0 1 in 200 Ll.,Tm) Sipcam UK clover 500,1,1.0,l/ha,200,l/ha,
9625,W/CS/427,1999,all plots,22-Aug-99,": combine harvested, straw chopped.",Combine harvested,1,,,,,
9625,W/CS/427,1999,all plots,22-Aug-99,": combine harvested, straw chopped.",Straw chopped,1,,,,,
9626,W/CS/427,2000,all plots,25-Sep-99,: treatment applied. mechanically Spreader cultivated the times.,Treatment applied,1,,,,,
9626,W/CS/427,2000,all plots,25-Sep-99,: treatment applied. mechanically Spreader cultivated the times.,Mechanically spade cultivated three times,1,,,,,
9627,W/CS/427,2000,all plots,05-Oct-99,: rotary harrowed.,Rotary harrowed,1,,,,,
9628,W/CS/427,2000,all plots,12-Oct-99,: broadcast Cotswold grass mix A at 40 kg. rolled.,Broadcast Cotswold grass mix A,1,40,kg/ha,,,
9628,W/CS/427,2000,all plots,12-Oct-99,: broadcast Cotswold grass mix A at 40 kg. rolled.,Rolled,1,,,,,
9629,W/CS/427,2000,all plots,12-Nov-99,: Spannit at 1.5 1 in 1001.,Spannit,1,1.5,l/ha,100,l/ha,
9630,W/CS/427,2000,all plots,25-Feb-00,: muriate of potash at 100 kg. 34.5% N at 116 kg.,Muriate of potash,1,,,100,kg/ha,
9630,W/CS/427,2000,all plots,25-Feb-00,: muriate of potash at 100 kg. 34.5% N at 116 kg.,34.5% N,1,,,116,kg/ha,
9631,W/CS/427,2000,all plots,25-Feb-00,"T1,T19,T20 : Triple superphosphate at 63.8 kg.","T1,T19,T20: Triple superphosphate",1,63.8,kg/ha,,kg/ha,
9632,W/CS/427,2000,all plots,19-Mar-00,: Legumex extra at 7.0 1 in 200 1.,Legumex extra,1,7.0,l/ha,200,l/ha,
9633,W/CS/427,2000,all plots,07-Apr-00,: broadcast Danergo and Ligrane grass 50:50 mix at 30 kg.,Broadcast Danergo and Ligrane grass 50:50 mix,1,30,kg/ha,,,
9634,W/CS/427,2000,all plots,11-Apr-00,: 27.0% N at 259 kg.,27.0% N,1,70,kgN/ha,259,kg/ha,
9635,W/CS/428,1998,all plots,10-Sep-97,Gallup at 6.0 1 in 200 2.,Gallup,1,6.0,l/ha,200,l/ha,
9636,W/CS/428,1998,all plots,31-Oct-97,Sludges applied as treatment.,Sludges applied as treatment,1,,,,,
9637,W/CS/428,1998,all plots,31-Mar-98,muriate of potash at 120 kg. 34.5% N at 145 kg.,Muriate of potash,1,,,120,kg/ha,
9637,W/CS/428,1998,all plots,31-Mar-98,muriate of potash at 120 kg. 34.5% N at 145 kg.,34.5% N,1,,,145,kg/ha,
9638,W/CS/428,1998,all plots,03-Apr-98,SLUDGE. T21: Triple superphosphate at 64 kg. 27% N at 370 kg. 3 .,SLUDGE. T21: Triple superphosphate,1,,,64,kg/ha,
9638,W/CS/428,1998,all plots,03-Apr-98,SLUDGE. T21: Triple superphosphate at 64 kg. 27% N at 370 kg. 3 .,SLUDGE. T21: 27% N,1,,,370,kg/ha,
9639,W/CS/428,1998,all plots,08-May-98,PDQ at 9.0 i in 2001. .,PDQ,1,9.0,l/ha,200,l/ha,
9640,W/CS/428,1998,all plots,12-May-98,Red. mixed grass broadcast at 40 kg. Red.,Raked,1,,,,,
9640,W/CS/428,1998,all plots,12-May-98,Red. mixed grass broadcast at 40 kg. Red.,Mixed grass broadcast,1,40,kg/ha,,,
9640,W/CS/428,1998,all plots,12-May-98,Red. mixed grass broadcast at 40 kg. Red.,Raked,1,,,,,
9641,W/CS/428,1998,all plots,05-Oct-98,cut.,Cut,1,,,,,
9642,W/CS/428,1999,all plots,22-Dec-98,": Red. broadcast Riband, tr. Beret Gold, at 600 seed by hand. Red.",Raked,1,,,,,
9642,W/CS/428,1999,all plots,22-Dec-98,": Red. broadcast Riband, tr. Beret Gold, at 600 seed by hand. Red.","Broadcast Riband, tr. Beret Gold, by hand",1,600,seeds/m2,,,
9642,W/CS/428,1999,all plots,22-Dec-98,": Red. broadcast Riband, tr. Beret Gold, at 600 seed by hand. Red.",Raked,1,,,,,
9643,W/CS/428,1999,all plots,19-Mar-99,": Red. the w. wheat failed and has re-sown to s. wheat. broadcast Chablis, tr. Sibutol, at 330 seeds/m2 by hand. Red.",Raked,1,,,,,
9643,W/CS/428,1999,all plots,19-Mar-99,": Red. the w. wheat failed and has re-sown to s. wheat. broadcast Chablis, tr. Sibutol, at 330 seeds/m2 by hand. Red.","The w. wheat failed and has re-sown to s. wheat. broadcast Chablis, tr. Sibutol, by hand",1,330,seeds/m2,,,
9643,W/CS/428,1999,all plots,19-Mar-99,": Red. the w. wheat failed and has re-sown to s. wheat. broadcast Chablis, tr. Sibutol, at 330 seeds/m2 by hand. Red.",Raked,1,,,,,
9644,W/CS/428,1999,all plots,29-Apr-99,: muriate of potash at 167 kg. 27% N at 630 kg.,Muriate of potash,1,,,167,kg/ha,
9644,W/CS/428,1999,all plots,29-Apr-99,: muriate of potash at 167 kg. 27% N at 630 kg.,27% N,1,,,630,kg/ha,
9645,W/CS/428,1999,all plots,07-May-99,: ally at 30 g in 200 1. 5,Ally,1,30,g/ha,200,l/ha,
9646,W/CS/428,1999,all plots,20-Aug-99,: hand harvested.,Hand harvested,1,,,,,
9647,W/CS/428,2000,all plots,28-Aug-99,: Alpha Glyphogan at 3.0 1 in 200 1.,Alpha Glyphogan,1,3.0,l/ha,200,l/ha,
9648,W/CS/428,2000,all plots,07-Sep-99,: hand dung and Red.,Hand dug and Raked,1,,,,,
9649,W/CS/428,2000,all plots,01-Oct-99,: tm) Dow at 3.01 in 2001.,Tm) Dow,1,3.0,l/ha,200,l/ha,
9650,W/CS/428,2000,all plots,01-Oct-99,: tm) Enhance allow farm at 100 ml in 200 1.,Tm) Enhance Low Foam,1,100,ml/ha,200,l/ha,
9651,W/CS/428,2000,all plots,13-Oct-99,: hand Red. broadcast Cotswold grass mix A at 40 kg. rolled.,Hand Raked,1,,,,,
9651,W/CS/428,2000,all plots,13-Oct-99,: hand Red. broadcast Cotswold grass mix A at 40 kg. rolled.,Broadcast Cotswold grass mix A,1,40,kg/ha,,,
9651,W/CS/428,2000,all plots,13-Oct-99,: hand Red. broadcast Cotswold grass mix A at 40 kg. rolled.,Rolled,1,,,,,
9652,W/CS/428,2000,all plots,12-Nov-99,: Spannit at 1.5 1 in 100 1.,Spannit,1,1.5,l/ha,100,l/ha,
9653,W/CS/428,2000,all plots,25-Peb-00,: muriate of potash at 100 kg. 34.5% N at 116 kg.,Muriate of potash,1,,,100,kg/ha,
9653,W/CS/428,2000,all plots,25-Peb-00,: muriate of potash at 100 kg. 34.5% N at 116 kg.,34.5% N,1,,,116,kg/ha,
9654,W/CS/428,2000,all plots,19-Mar-00,: Legumex extra at 7.0 1 in 200 1.,Legumex extra,1,7.0,l/ha,200,l/ha,
9655,W/CS/428,2000,all plots,07-Apr-00,: broadcast Danergo and Ligrane grass 50:50 mix at 100 kg.,Broadcast Danergo and Ligrane grass 50:50 mix,1,100,kg/ha,,,
9656,W/CS/428,2000,all plots,1l-Apr-00,: 27.0% N at 407 kg.,27.0% N,1,110,kgN/ha,407,kg/ha,
9657,W/CS/428,2000,all plots,14-Jun-00,: cut.,Cut,1,,,,,
9658,W/CS/428,2000,all plots,17-Jul-00,: Azural at 4.0 1 in 200 1.,Azural,1,4.0,l/ha,200,l/ha,
9659,W/CS/428,2000,all plots,28-Jul-00,: topped.,Topped,1,,,,,
9660,W/CS/439,1998,all plots,10-Sep-97,Barclay Gallup at 6.0 1 in 200 1.,Barclay Gallup,1,6.0,l/ha,200,l/ha,
9661,W/CS/439,1998,all plots,31-Mar-98,muriate of potash at 120 kg. 34.5% N at 145 kg.,Muriate of potash,1,,,120,kg/ha,
9661,W/CS/439,1998,all plots,31-Mar-98,muriate of potash at 120 kg. 34.5% N at 145 kg.,34.5% N,1,,,145,kg/ha,
9662,W/CS/439,1998,all plots,03-Apr-98,Triple superphosphate at 64 kg. 27% N at 370 kg.,Triple superphosphate,1,,,64,kg/ha,
9662,W/CS/439,1998,all plots,03-Apr-98,Triple superphosphate at 64 kg. 27% N at 370 kg.,27% N,1,,,370,kg/ha,
9663,W/CS/439,1998,all plots,08-May-98,PDQ at 4.0 1 in 200 1.,PDQ,1,4.0,l/ha,200,l/ha,
9664,W/CS/439,1998,all plots,12-May-98,Red. mixed grass broadcast at 40 kg. Red.,Raked,1,,,,,
9664,W/CS/439,1998,all plots,12-May-98,Red. mixed grass broadcast at 40 kg. Red.,Mixed grass broadcast,1,40,kg/ha,,,
9664,W/CS/439,1998,all plots,12-May-98,Red. mixed grass broadcast at 40 kg. Red.,Raked,1,,,,,
9665,W/CS/439,1998,all plots,05-Oct-98,cut.,Cut,1,,,,,
9666,W/CS/439,1999,all plots,22-Dec-98,": Red. broadcast Riband, tr. Beret Gold, at 600 seed by hand. Red.",Raked,1,,,,,
9666,W/CS/439,1999,all plots,22-Dec-98,": Red. broadcast Riband, tr. Beret Gold, at 600 seed by hand. Red.","Broadcast Riband, tr. Beret Gold, by hand",1,600,seeds/m2,,,
9666,W/CS/439,1999,all plots,22-Dec-98,": Red. broadcast Riband, tr. Beret Gold, at 600 seed by hand. Red.",Raked,1,,,,,
9667,W/CS/439,1999,all plots,19-Mar-99,": Red. broadcast Chablis, tr. Sibutol, at 330 seed by hand. Red.",Raked,1,,,,,
9667,W/CS/439,1999,all plots,19-Mar-99,": Red. broadcast Chablis, tr. Sibutol, at 330 seed by hand. Red.","Broadcast Chablis, tr. Sibutol, by hand",1,350,seeds/m2,,,
9667,W/CS/439,1999,all plots,19-Mar-99,": Red. broadcast Chablis, tr. Sibutol, at 330 seed by hand. Red.",Raked,1,,,,,
9668,W/CS/439,1999,all plots,29-Apr-99,: muriate of potash at 183 kg. 27% N at 648 kg.,Muriate of potash,1,,,183,kg/ha,
9668,W/CS/439,1999,all plots,29-Apr-99,: muriate of potash at 183 kg. 27% N at 648 kg.,27% N,1,,,648,kg/ha,
9669,W/CS/439,1999,all plots,07-May-99,: ally at 30 g in 200 1.,Ally,1,30,g/ha,200,l/ha,
9670,W/CS/439,1999,all plots,20-Aug-99,: hand harvested.,Hand harvested,1,,,,,
9671,W/CS/439,2000,all plots,28-Aug-99,: Alpha Glyphogan at 3.0 1 in 200 i.,Alpha Glyphogan,1,3.0,l/ha,200,l/ha,
9672,W/CS/439,2000,all plots,07-Sep-99,: hand dung and Red.,Hand dug and Raked,1,,,,,
9673,W/CS/439,2000,all plots,01-Oct-99,: tm) PDQ at 3.0 1 in 200 1.,Tm) PDQ,1,3.0,l/ha,200,l/ha,
9674,W/CS/439,2000,all plots,01-Oct-99,tm) Enhance allow farm at 100 ml in 200 1.,Tm) Enhance Low Foam,1,100,ml/ha,200,l/ha,
9675,W/CS/439,2000,all plots,13-Oct-99,: hand Red. broadcast Cotswold grass mix A at 40 kg. rolled.,Hand Raked,1,,,,,
9675,W/CS/439,2000,all plots,13-Oct-99,: hand Red. broadcast Cotswold grass mix A at 40 kg. rolled.,Broadcast Cotswold grass mix A,1,40,kg/ha,,,
9675,W/CS/439,2000,all plots,13-Oct-99,: hand Red. broadcast Cotswold grass mix A at 40 kg. rolled.,Rolled,1,,,,,
9676,W/CS/439,2000,all plots,12-Nov-99,: Spannit at 1.5 1 in 100 1.,Spannit,1,1.5,l/ha,100,l/ha,
9677,W/CS/439,2000,all plots,25-Feb-00,: muriate of potash at 167 kg. 34.5% N at 116 kg.,Muriate of potash,1,,,167,kg/ha,
9677,W/CS/439,2000,all plots,25-Feb-00,: muriate of potash at 167 kg. 34.5% N at 116 kg.,34.5% N,1,,,116,kg/ha,
9678,W/CS/439,2000,all plots,19-Mar-00,: Legumex extra at 7.0 1 in 200 1.,Legumex extra,1,7.0,l/ha,200,l/ha,
9679,W/CS/439,2000,all plots,07-Apr-00,: broadcast Danergo and Ligrane grass 50:50 mix at 100 kg.,Broadcast Danergo and Ligrane grass 50:50 mix,1,100,kg/ha,,,
9680,W/CS/439,2000,all plots,11-Apr-00,: 27.0% N at 407 kg.,27.0% N,1,110,kgN/ha,407,kg/ha,
9681,W/CS/439,2000,all plots,14-Jun-00,: cut.,Cut,1,,,,,
9682,W/CS/439,2000,all plots,17-Jul-00,: Azvral at 4.0 1 in 200 1.,Azvral,1,4.0,l/ha,200,l/ha,
9683,R/CS/408,1994,all plots,25-May-93,crop planted,Crop planted,1,,,,,
9684,R/CS/408,1994,all plots,02-Feb-94,Hytane 500 Sc at 4.0 1 in 220 1.,Hytane 500 Sc,1,4.0,l/ha,220,l/ha,
9685,R/CS/408,1994,all plots,08-Apr-94,Scythe at 5.0 1 in 220 1.,Scythe,1,5.0,l/ha,220,l/ha,
9686,R/CS/408,1994,all plots,06-May-94,muriate of potash at 233 kg.,Muriate of potash,1,,,233,kg/ha,
9687,R/CS/408,1994,all plots,06-May-94,nitrogen Nl: 34.5% N at 60 kgN/ha in 174 kg.,N1: 34.5% N,1,60,kgN/ha,174,kg/ha,
9688,R/CS/408,1994,all plots,06-May-94,nitrogen N2: 34.5% N at 120 kgN/ha in 348 kg.,N2: 34.5% N,1,120,kgN/ha,348,kg/ha,
9689,R/CS/408,1994,all plots,22-Feb-95,cut,Cut,1,,,,,
